#OTUID	CANON_B10_22_X	CANON_B13_22_X	CANON_B17_22_X	CANON_B1_22_X	CANON_CBI1_22_X	CANON_CBI4_22_X	CANON_CBI5_22_X	CANON_CBI8_22_X
ASV_12138	5	0	2	3	0	0	0	6
ASV_12139	0	0	0	5	0	0	0	3
ASV_12144	0	0	0	15	0	0	2	0
ASV_12161	0	0	0	1	0	0	0	0
ASV_12162	0	1	0	0	21	0	0	2
ASV_12163	0	0	2	0	0	0	0	0
ASV_12167	0	0	3	0	0	0	0	0
ASV_12169	0	8	10	46	0	3	0	43
ASV_12170	0	0	0	0	0	0	0	2
ASV_12177	0	0	0	5	0	0	0	0
ASV_12185	0	0	0	4	0	0	0	8
ASV_12191	0	2	0	0	0	0	0	0
ASV_12196	6	0	14	0	0	0	0	0
ASV_12201	0	0	0	5	0	0	0	0
ASV_12202	0	0	0	2	0	0	0	0
ASV_12208	12	5	2	10	0	0	4	2
ASV_12214	0	0	0	0	0	0	0	0
ASV_12226	0	0	0	0	0	0	0	1
ASV_12232	0	1	0	0	0	2	0	0
ASV_12234	0	0	0	0	0	0	0	0
ASV_12236	0	0	22	12	0	0	0	5
ASV_12238	0	0	0	0	0	0	0	0
ASV_12244	0	2	1	5	0	0	0	0
ASV_12246	3	0	1	2	0	0	2	3
ASV_12247	0	0	0	0	0	1	1	2
ASV_12248	0	0	0	1	0	0	0	0
ASV_12250	0	0	0	0	0	0	0	2
ASV_12274	0	0	0	0	137	0	0	0
ASV_12276	0	0	0	1	0	0	0	1
ASV_12284	0	0	0	0	0	0	0	1
ASV_12288	3	1	1	0	0	2	0	1
ASV_12296	0	0	0	0	0	0	0	0
ASV_12300	0	4	0	0	0	0	0	0
ASV_12301	0	1	0	0	0	0	0	0
ASV_12305	1	0	0	0	0	0	0	3
ASV_12310	0	0	0	0	0	2	1	0
ASV_12312	2	1	2	5	0	0	0	0
ASV_12316	0	0	0	0	0	0	0	3
ASV_12332	0	0	1	1	0	0	0	0
ASV_12333	0	2	0	2	0	0	0	0
ASV_12337	0	0	0	0	0	0	0	1
ASV_12349	0	0	0	7	0	0	2	0
ASV_12357	0	2	0	0	0	0	0	0
ASV_12358	0	0	0	0	0	0	0	0
ASV_12362	0	0	2	0	0	0	7	0
ASV_12363	0	0	6	0	0	0	0	3
ASV_12370	0	0	0	0	0	0	0	1
ASV_12400	0	0	0	0	1	0	0	0
ASV_12412	134	0	0	0	0	0	10	0
ASV_12414	116	117	201	3	0	468	39	4
ASV_12428	282	0	1	0	0	0	0	0
ASV_12440	26	23	27	21	0	21	5	12
ASV_12445	0	0	1	0	0	0	0	0
ASV_12448	0	79	0	0	0	0	0	381
ASV_12452	7	2	0	0	0	5	1	6
ASV_12453	283	14	0	0	13	19	0	12
ASV_12455	0	0	0	0	0	0	0	0
ASV_12457	30	101	237	20	1	7	41	61
ASV_12462	0	4	0	0	0	2	0	0
ASV_12467	4	18	87	31	0	0	6	17
ASV_12470	21	103	0	0	0	13	37	0
ASV_12471	0	10	14	24	4	2	12	0
ASV_12472	5	5	3	3	1	0	0	0
ASV_12480	1	0	0	1	0	13	59	0
ASV_12481	0	3	4	3	0	0	1	7
ASV_12484	1907	469	1215	1725	265	41	110	350
ASV_12491	16	0	1	0	0	0	0	4
ASV_12495	0	54	151	53	0	0	2	18
ASV_12497	0	0	0	0	0	0	0	0
ASV_12501	2	6	1	1	0	0	0	1
ASV_12506	246	0	0	0	0	1	1	1
ASV_12508	32	5	3	3	0	0	0	1
ASV_12516	10	51	10	29	55	148	118	106
ASV_12522	1	0	0	0	0	0	0	0
ASV_12524	0	70	0	0	0	0	0	0
ASV_12526	10	258	3028	1858	3219	198	221	3427
ASV_12536	0	17	0	3	0	9	6	8
ASV_12537	0	4	23	7	2	0	0	29
ASV_12539	2	21	6	11	0	5	0	112
ASV_12540	0	2	0	0	4	23	19	3
ASV_12545	0	2	2	4	0	0	1	1
ASV_12549	1	0	0	9	0	1	0	0
ASV_12561	0	0	0	0	0	0	0	0
ASV_12572	339	3	54	41	0	5	16	104
ASV_12573	1	0	74	2	0	14	18	2
ASV_12582	0	5	1	0	0	1	0	2
ASV_12584	6	17	1	0	0	1	5	0
ASV_12586	0	10	3	3	0	0	3	1
ASV_12591	1	13	0	12	53	117	79	4
ASV_12602	0	21	6	0	0	21	31	0
ASV_12603	0	1	1	2	0	0	0	1
ASV_12606	7	15	30	36	4	1	6	34
ASV_12611	3	0	1	0	0	0	0	0
ASV_12615	7	3	0	2	0	0	0	0
ASV_12616	0	1	2	0	0	0	0	0
ASV_12624	5	14	15	3	0	0	1	7
ASV_12625	1	0	0	0	0	0	0	0
ASV_12632	6	1	0	3	0	0	0	0
ASV_12636	0	0	1	7	13	0	0	0
ASV_12638	0	0	1	1	11	0	0	0
ASV_12639	0	0	1	2	0	0	0	2
ASV_12641	7	2	1	6	5	0	0	0
ASV_12650	0	0	4	4	0	0	0	2
ASV_12652	0	3	6	11	0	0	0	4
ASV_12661	4	1	3	3	3	1	0	1
ASV_12665	0	0	0	0	0	0	0	0
ASV_12666	0	0	4	4	0	0	0	3
ASV_12667	0	0	0	7	0	0	0	0
ASV_12672	0	1	0	1	0	0	0	0
ASV_12673	7	38	60	8	49	1	19	31
ASV_12675	0	15	7	0	2	57	4	18
ASV_12676	0	4	7	0	0	3	2	9
ASV_12688	91	676	5286	1421	622	326	427	5408
ASV_12692	0	0	0	0	0	0	0	0
ASV_12696	0	1	13	1	0	0	0	3
ASV_12705	10	0	0	4	0	0	0	14
ASV_12706	8	42	0	6	0	3	18	0
ASV_12712	0	3	0	0	0	0	0	0
ASV_12721	0	0	0	0	0	0	0	0
ASV_12724	0	0	0	0	0	0	0	0
ASV_12726	0	0	0	0	0	0	0	3
ASV_12727	0	0	0	2	0	0	0	0
ASV_12732	1	0	5	0	0	0	0	0
ASV_12735	0	13	26	15	0	0	7	0
ASV_12737	0	0	0	0	0	0	0	0
ASV_12740	0	0	3	3	0	0	0	2
ASV_12741	0	1	0	0	0	0	0	0
ASV_12744	0	0	0	52	0	0	0	8
ASV_12750	19	13	91	13	178	70	15	60
ASV_12755	0	1	0	1	0	0	0	2
ASV_12756	0	0	0	1	0	0	0	0
ASV_12761	0	0	3	19	0	0	0	3
ASV_12763	0	0	0	1	0	0	0	0
ASV_12777	6	0	1	3	0	0	0	4
ASV_12779	10	8	0	1	0	1	1	1
ASV_12786	0	0	0	0	0	0	0	0
ASV_12788	38	28	26	3	0	1	21	0
ASV_12792	0	0	4	4	0	0	0	0
ASV_12795	0	0	0	0	0	0	0	3
ASV_12806	8	14	0	0	0	8	20	8
ASV_12818	0	0	0	2	0	3	0	1
ASV_12821	0	3	6	9	1	3	1	1
ASV_12823	0	0	4	1	0	0	0	1
ASV_12831	0	7	7	9	23	0	1	2
ASV_12836	0	0	0	0	0	0	0	0
ASV_12840	0	0	0	0	0	0	0	0
ASV_12842	11	2	3	4	0	0	2	0
ASV_12844	0	7	11	28	0	8	0	0
ASV_12858	0	0	5	1	0	0	0	2
ASV_12861	2	111	941	705	785	52	102	950
ASV_12865	0	0	0	0	0	0	0	1
ASV_12873	0	0	1	2	0	0	0	0
ASV_12879	0	53	0	1	0	2	21	0
ASV_12907	3	0	0	2	0	1	0	0
ASV_12910	0	0	0	0	0	0	0	3
ASV_12916	0	0	0	1	0	0	1	2
ASV_12920	0	11	26	0	0	38	30	4
ASV_12923	3	0	0	6	0	0	0	5
ASV_12926	0	0	1	0	0	0	0	2
ASV_12933	48	27	5	0	0	0	22	0
ASV_12938	18	10	10	4	0	0	4	3
ASV_12939	0	6	9	48	862	81	95	66
ASV_12940	0	0	0	0	0	0	1	0
ASV_12945	24	439	3064	2383	4419	221	247	4162
ASV_12948	0	0	5	0	9	0	0	0
ASV_12954	0	14	0	0	0	1	9	5
ASV_12965	0	2	253	93	41	0	2	173
ASV_12966	0	0	0	3	0	0	0	2
ASV_12970	3	0	6	2	38	0	0	8
ASV_12971	65	43	45	30	0	23	35	47
ASV_12974	0	0	0	1	0	2	5	0
ASV_12979	0	0	7	16	0	0	0	15
ASV_12985	0	0	0	2	0	0	0	0
ASV_12989	0	0	0	0	0	0	0	0
ASV_13010	2	3	1	0	0	0	3	0
ASV_13014	74	4	7	10	2	3	0	3
ASV_13017	0	1	3	0	0	0	0	1
ASV_13023	0	0	0	1	0	0	0	0
ASV_13030	13	17	187	68	33	1	6	137
ASV_13031	0	1	2	0	0	0	0	1
ASV_13035	0	0	0	2	0	0	2	6
ASV_13038	3	4	0	5	10	0	3	2
ASV_13039	0	3	19	23	0	6	9	19
ASV_13043	0	0	0	0	0	0	0	0
ASV_13046	0	0	4	5	0	0	0	0
ASV_13057	15	7	2	5	43	15	21	39
ASV_13061	0	0	0	0	0	0	0	0
ASV_13062	0	0	0	3	0	0	0	1
ASV_13065	0	0	3	1	0	0	0	0
ASV_13078	1	0	2	0	0	0	0	2
ASV_13082	0	0	0	2	0	0	0	0
ASV_13084	0	0	0	1	0	0	0	3
ASV_13093	5	0	0	3	0	0	0	0
ASV_13094	2	0	0	0	0	0	1	0
ASV_13109	0	2	3	1	1	0	0	0
ASV_13110	0	0	1	2	0	0	1	1
ASV_13112	0	0	0	0	0	0	0	0
ASV_13120	0	0	17	2	0	0	0	0
ASV_13121	0	0	0	5	0	0	0	5
ASV_13129	27	211	1740	453	184	86	134	1801
ASV_13130	0	0	6	2	0	0	0	4
ASV_13151	0	0	1	0	0	0	0	0
ASV_13152	0	4	0	0	0	0	0	0
ASV_13154	0	17	15	14	0	1	14	3
ASV_13156	0	2	0	1	0	0	0	1
ASV_13164	0	0	0	0	0	0	0	0
ASV_13169	9	2	1	0	0	0	0	0
ASV_13176	0	4	18	16	19	10	9	66
ASV_13179	0	0	2	0	0	0	0	0
ASV_13188	7	3	3	1	1	2	3	3
ASV_13194	0	0	0	0	0	0	0	0
ASV_13207	0	2	0	1	0	0	0	0
ASV_13226	0	0	11	1	3	0	1	20
ASV_13227	0	6	18	4	0	0	16	0
ASV_13236	0	35	0	0	0	3	2	0
ASV_13241	0	3	21	49	0	2	2	78
ASV_13242	0	1	3	0	0	0	0	0
ASV_13244	0	0	0	0	0	0	0	0
ASV_13250	0	0	0	0	0	1	0	0
ASV_13251	0	0	0	3	0	0	0	5
ASV_13252	0	0	0	0	0	3	2	0
ASV_13264	0	0	1	0	0	0	0	0
ASV_13275	0	0	4	4	22	0	0	1
ASV_13279	0	2	0	0	0	0	7	14
ASV_13283	0	1	5	1	0	0	0	0
ASV_13304	0	0	0	11	0	0	0	1
ASV_13307	0	0	5	2	0	0	0	0
ASV_13315	16	6	9	7	0	0	0	7
ASV_13317	0	0	0	0	0	0	3	0
ASV_13333	0	0	7	8	0	0	2	4
ASV_13335	23	15	7	10	0	1	1	11
ASV_13338	0	0	2	0	0	0	0	0
ASV_13345	0	3	3	0	0	35	16	8
ASV_13346	0	3	100	0	0	5	7	10
ASV_13356	4	1	15	1	17	0	2	3
ASV_13357	3	1	1	0	3	0	6	1
ASV_13362	0	11	16	44	66	9	5	14
ASV_13364	0	1	0	2	4	0	0	3
ASV_13365	0	0	1	0	0	0	0	1
ASV_13370	4	30	53	36	17	22	47	169
ASV_13378	11	33	17	4	0	3	13	28
ASV_13381	0	1	1	0	0	0	0	3
ASV_13390	0	2	0	0	0	0	0	1
ASV_13393	0	0	0	0	0	0	0	6
ASV_13399	2	1	0	0	0	0	0	0
ASV_13418	4	0	0	0	0	0	0	0
ASV_13431	0	0	1	1	0	0	0	0
ASV_13440	0	0	0	1	0	0	0	2
ASV_13466	0	0	0	1	0	0	0	1
ASV_13468	0	3	0	2	0	0	2	0
ASV_13469	0	0	0	2	0	0	0	0
ASV_13480	0	0	0	1	0	0	0	18
ASV_13483	0	1	2	0	0	0	0	2
ASV_13491	7	102	25	4	10	9	49	10
ASV_13495	0	0	0	3	0	3	1	0
ASV_13505	0	0	0	2	0	0	0	0
ASV_13510	19	1	6	11	1	2	0	4
ASV_13528	0	0	0	0	0	0	0	1
ASV_13535	0	1	1	0	0	0	0	0
ASV_13540	0	0	0	1	0	0	0	0
ASV_13545	4	5	2	4	0	6	1	0
ASV_13546	7	74	1330	550	1314	31	48	1678
ASV_13580	0	4	0	0	0	0	1	2
ASV_13592	0	0	0	0	0	0	0	0
ASV_13595	0	1	0	0	0	0	3	0
ASV_13597	0	0	0	0	0	0	2	0
ASV_13605	3	2	5	0	0	0	0	0
ASV_13609	0	0	0	4	0	0	0	0
ASV_13614	3	6	10	4	0	1	1	37
ASV_13630	0	0	5	0	0	0	4	0
ASV_13631	0	0	1	1	0	0	0	0
ASV_13633	0	0	0	0	0	0	0	0
ASV_13644	0	0	0	0	0	0	2	0
ASV_13650	0	0	0	0	0	0	0	0
ASV_13654	2	0	0	0	0	0	0	5
ASV_13656	0	0	0	2	0	0	0	0
ASV_13671	0	0	2	0	6	0	0	0
ASV_13684	0	0	5	0	0	0	0	0
ASV_13690	0	0	0	2	0	0	0	0
ASV_13708	0	0	0	2	0	0	0	0
ASV_13711	0	0	2	1	0	0	0	0
ASV_13713	0	0	0	0	0	1	1	0
ASV_13715	0	0	34	0	0	0	0	0
ASV_13723	0	0	0	3	0	0	0	0
ASV_13726	1	1	3	3	5	0	3	6
ASV_13730	0	5	0	11	0	7	9	0
ASV_13739	0	0	0	0	0	2	0	0
ASV_13740	0	0	0	1	0	0	0	0
ASV_13741	0	0	1	0	0	0	0	0
ASV_13749	0	0	0	0	0	0	0	0
ASV_13758	0	0	1	2	0	0	0	2
ASV_13762	0	0	0	0	0	0	2	0
ASV_13763	0	3	14	0	16	15	12	8
ASV_13774	0	0	2	5	0	0	0	0
ASV_13776	0	0	3	2	0	0	0	3
ASV_13815	0	0	1	0	0	0	0	0
ASV_13822	0	0	0	2	0	0	0	0
ASV_13824	0	0	0	0	0	0	0	2
ASV_13825	1	14	29	6	139	49	25	115
ASV_13826	0	4	4	6	0	0	0	12
ASV_13829	0	3	0	0	0	0	0	0
ASV_13839	6	117	20	1	3	17	55	19
ASV_13852	0	0	0	0	0	0	0	26
ASV_13853	55	12	12	32	120	8	0	4
ASV_13874	0	1	0	0	0	2	0	0
ASV_13876	0	0	3	0	0	0	0	4
ASV_13892	1	0	0	0	0	0	0	0
ASV_13899	2	0	0	0	0	0	0	0
ASV_13900	0	0	0	1	0	0	0	0
ASV_13908	0	0	11	3	0	0	0	0
ASV_13925	0	0	0	1	0	0	0	0
ASV_13933	0	1	0	0	0	0	0	0
ASV_13954	0	0	0	2	0	0	0	28
ASV_13959	0	0	0	0	3	0	0	0
ASV_13979	0	0	18	12	26	0	0	54
ASV_13981	11	13	0	12	14	0	4	1
ASV_13985	0	0	0	0	0	1	2	0
ASV_13990	15	11	0	1	0	2	3	2
ASV_13992	0	0	0	1	0	0	0	0
ASV_14012	0	0	0	1	0	0	0	0
ASV_14042	0	0	11	4	7	0	0	47
ASV_14049	0	0	0	0	0	0	0	0
ASV_14060	0	3	0	4	0	0	0	4
ASV_14069	0	5	1	6	47	84	45	89
ASV_14073	0	2	0	0	0	0	3	2
ASV_14079	0	0	0	0	0	0	0	0
ASV_14082	0	0	1	0	0	0	0	0
ASV_14083	0	0	0	0	0	0	1	3
ASV_14092	0	0	0	0	0	0	0	0
ASV_14093	1	11	0	0	0	4	7	0
ASV_14099	0	0	0	1	0	0	0	0
ASV_14102	0	0	0	0	0	0	0	2
ASV_14133	0	0	12	7	0	0	0	4
ASV_14134	0	1	0	0	0	0	0	4
ASV_14137	0	0	3	0	0	0	2	0
ASV_14141	0	8	4	26	0	1	3	21
ASV_14149	0	0	0	0	0	0	0	0
ASV_14175	0	0	0	0	0	0	0	0
ASV_14184	2	0	0	1	0	0	0	0
ASV_14187	0	0	0	0	0	0	0	0
ASV_14191	0	0	0	0	0	0	0	0
ASV_14196	0	0	1	0	0	0	0	0
ASV_14205	0	0	20	0	0	6	7	9
ASV_14244	0	0	0	17	0	0	0	0
ASV_14248	0	0	0	0	0	0	0	2
ASV_14261	0	2	0	0	2	2	0	0
ASV_14263	0	2	0	0	1	0	0	0
ASV_14281	0	0	1	1	0	0	0	0
ASV_14287	0	0	1	0	0	0	0	0
ASV_14305	0	0	6	2	0	0	0	2
ASV_14312	0	0	0	0	23	0	0	0
ASV_14323	0	0	0	0	0	0	0	0
ASV_14329	0	0	0	0	0	0	0	0
ASV_14330	0	20	63	6	9	0	9	71
ASV_14332	0	0	1	0	0	0	0	0
ASV_14338	0	1	0	0	0	0	0	0
ASV_14340	0	0	1	0	0	0	1	0
ASV_14348	12	2	0	0	0	0	2	1
ASV_14360	0	0	0	0	0	0	0	0
ASV_14362	0	0	0	0	0	0	1	0
ASV_14363	1	3	0	0	0	2	8	0
ASV_14374	6	1	0	0	0	0	0	0
ASV_14382	31	19	0	1	25	12	3	0
ASV_14407	3	1	0	1	0	0	5	2
ASV_14415	0	0	0	0	0	0	0	0
ASV_14429	0	15	1	62	0	7	15	1
ASV_14456	0	0	4	1	0	1	0	4
ASV_14481	0	1	2	1	3	0	0	0
ASV_14500	1	0	0	2	0	1	1	0
ASV_14514	0	0	0	0	0	0	0	0
ASV_14521	0	0	0	0	0	0	0	0
ASV_14527	0	0	0	2	0	0	0	0
ASV_14537	0	0	2	0	0	0	0	0
ASV_14557	4	0	14	0	0	0	0	0
ASV_14566	0	0	1	0	0	0	0	0
ASV_14584	0	0	0	0	0	0	3	0
ASV_14632	0	0	0	0	0	0	0	0
ASV_14638	0	4	0	0	0	0	3	0
ASV_14642	0	37	9	35	0	4	0	4
ASV_14645	9	3	3	0	0	0	0	0
ASV_14653	0	0	2	0	0	0	0	0
ASV_14676	1	6	27	22	0	0	0	10
ASV_14693	0	0	10	4	0	0	0	21
ASV_14694	0	0	0	3	0	0	0	0
ASV_14750	0	0	0	0	0	0	1	0
ASV_14757	0	0	40	3	0	0	0	4
ASV_14771	0	0	0	3	0	0	0	0
ASV_14794	1	2	3	3	7	2	2	1
ASV_14798	0	0	0	0	0	0	0	0
ASV_14814	0	14	0	0	0	0	2	0
ASV_14815	0	0	2	4	3	0	1	6
ASV_14823	0	2	0	0	0	3	0	0
ASV_14835	0	0	2	5	0	0	1	0
ASV_14843	0	0	0	0	0	0	0	5
ASV_14845	0	0	0	0	0	0	0	0
ASV_14898	19	3	4	2	2	0	1	0
ASV_14911	0	0	1	1	18	0	2	1
ASV_14919	0	2	5	0	0	0	0	3
ASV_14944	0	0	0	1	0	0	0	2
ASV_14983	0	0	1	3	0	0	0	0
ASV_15020	0	0	0	1	0	0	0	2
ASV_15090	0	0	0	0	0	0	1	0
ASV_15102	0	0	0	2	6	0	0	0
ASV_15105	0	0	0	0	0	0	0	0
ASV_15121	0	1	0	0	0	0	0	0
ASV_15177	0	0	0	1	0	0	0	0
ASV_15185	0	2	0	0	1	0	0	0
ASV_15384	102	0	1	0	0	2	0	0
ASV_15385	10	0	17	3	0	0	0	1
ASV_15386	21	234	9	10	0	65	257	4
ASV_15387	149	7	0	0	0	4	4	0
ASV_15389	0	0	66	6	0	0	0	10
ASV_15390	0	0	1	0	0	0	0	0
ASV_15392	0	7	2	4	10	0	1	1
ASV_15396	0	0	0	8	0	0	0	5
ASV_15397	7	0	34	10	0	0	0	6
ASV_15398	4	4	1	8	9	0	2	4
ASV_15404	0	31	38	2	0	4	18	8
ASV_15406	6	6	8	31	13	0	3	15
ASV_15407	0	0	0	0	0	0	0	0
ASV_15408	0	0	0	0	0	0	0	0
ASV_15413	1	3	5	24	7	1	1	20
ASV_15417	0	0	0	0	3	0	1	0
ASV_15423	12	16	19	26	0	0	4	28
ASV_15425	2	0	0	10	0	0	0	0
ASV_15426	3	0	0	0	0	1	2	3
ASV_15429	10	10	23	16	28	3	3	17
ASV_15431	0	0	0	0	0	0	0	0
ASV_15433	0	2	2	1	0	0	4	1
ASV_15434	0	0	3	1	0	0	0	2
ASV_15435	1	0	0	0	0	0	0	2
ASV_15437	0	0	0	3	0	0	0	0
ASV_15439	3	3	1	3	0	1	5	1
ASV_15451	0	4	2	5	1	0	1	4
ASV_15454	0	0	2	0	0	0	0	0
ASV_15456	3	0	2	5	0	0	0	0
ASV_15458	0	2	1	6	3	0	2	16
ASV_15459	0	0	1	0	0	0	0	0
ASV_15461	6	16	10	26	0	2	1	26
ASV_15464	0	0	3	0	0	0	0	0
ASV_15466	1	9	3	10	0	0	2	0
ASV_15468	15	132	6	9	0	14	79	1
ASV_15469	1	2	1	1	2	0	1	0
ASV_15472	0	4	0	3	0	0	0	0
ASV_15475	10	0	0	5	0	0	0	0
ASV_15476	7	2	23	36	0	2	1	28
ASV_15481	0	41	2	13	0	14	13	0
ASV_15483	0	51	70	30	0	26	67	16
ASV_15488	0	14	12	40	0	1	0	20
ASV_15490	0	0	5	3	0	0	1	5
ASV_15492	0	7	0	0	0	0	0	0
ASV_15493	0	3	7	0	0	3	0	1
ASV_15495	0	2	0	0	0	0	1	2
ASV_15501	0	4	0	10	0	4	1	0
ASV_15504	0	1	10	10	0	0	0	12
ASV_15505	0	4	4	10	0	0	0	7
ASV_15507	5	1	0	0	0	3	8	0
ASV_15509	1	0	0	0	0	0	0	0
ASV_15518	2	3	2	3	0	0	0	2
ASV_15519	0	1	3	1	0	0	0	4
ASV_15524	0	3	0	0	0	0	0	0
ASV_15525	0	0	0	0	0	0	0	0
ASV_15529	1207	0	59	34	0	22	36	39
ASV_15530	2	1	3	13	0	0	1	0
ASV_15532	0	0	0	17	0	0	3	3
ASV_15538	0	0	0	1	0	0	0	1
ASV_15539	4	2	5	7	0	0	2	4
ASV_15540	0	7	144	26	21	0	7	126
ASV_15546	3	1	0	2	1	0	2	3
ASV_15547	1	0	0	0	0	0	0	0
ASV_15551	0	3	0	0	0	0	0	0
ASV_15553	0	0	2	0	0	0	0	0
ASV_15554	0	0	0	0	0	0	0	0
ASV_15557	0	5	2	1	0	0	1	0
ASV_15559	0	0	0	0	0	1	0	2
ASV_15560	0	0	0	0	1	0	1	0
ASV_15575	0	4	0	0	0	0	2	0
ASV_15576	3	2	1	0	0	0	0	0
ASV_15583	0	0	0	2	0	1	0	0
ASV_15585	0	3	0	22	0	0	1	0
ASV_15586	0	0	0	2	0	1	0	1
ASV_15590	0	2	0	0	0	0	0	0
ASV_15595	0	2	2	9	1	0	0	17
ASV_15598	4	26	9	13	0	0	6	9
ASV_15600	0	12	9	9	0	2	1	1
ASV_15601	0	5	1	0	0	0	0	0
ASV_15612	0	0	0	0	0	0	1	0
ASV_15613	0	5	6	1	0	1	3	3
ASV_15614	5	4	0	0	0	0	0	0
ASV_15623	3	1	6	1	0	2	0	6
ASV_15624	1	1	1	0	18	1	0	0
ASV_15626	2	3	0	1	0	0	1	0
ASV_15628	9	0	0	2	0	0	0	0
ASV_15629	0	1	0	3	0	0	0	1
ASV_15632	0	0	0	0	0	0	0	0
ASV_15634	0	1	3	7	0	0	0	30
ASV_15636	0	0	0	0	0	3	0	0
ASV_15638	1	0	0	3	0	0	0	0
ASV_15639	99	30	0	0	0	7	17	0
ASV_15645	2	6	10	17	0	0	1	7
ASV_15646	1	2	2	0	0	0	0	0
ASV_15652	1	0	0	3	0	0	0	2
ASV_15655	0	0	0	1	0	0	0	0
ASV_15659	0	4	4	1	0	0	0	6
ASV_15661	1	1	3	8	0	2	0	2
ASV_15664	0	0	3	2	2	0	0	0
ASV_15667	0	1	0	6	0	0	0	7
ASV_15671	0	0	0	4	0	0	0	1
ASV_15680	0	0	0	0	0	0	0	0
ASV_15682	0	0	0	0	0	0	0	0
ASV_15683	0	0	0	0	0	0	0	0
ASV_15687	0	2	0	0	0	0	0	0
ASV_15690	0	2	0	0	0	0	0	2
ASV_15691	0	2	0	0	0	0	1	0
ASV_15694	0	0	0	1	0	0	0	3
ASV_15695	0	7	2	2	0	0	1	1
ASV_15697	0	0	0	0	0	0	0	0
ASV_15699	0	2	0	0	0	1	3	0
ASV_15701	0	3	0	0	0	1	1	0
ASV_15708	6	9	1	2	0	0	0	0
ASV_15710	0	0	1	0	0	2	18	0
ASV_15714	0	0	0	0	0	0	0	0
ASV_15717	0	0	0	0	0	0	3	0
ASV_15718	0	5	1	5	0	0	0	7
ASV_15719	0	0	1	3	0	0	0	0
ASV_15721	0	2	1	8	0	0	0	0
ASV_15722	0	0	0	0	0	0	0	0
ASV_15723	0	0	0	0	0	0	2	0
ASV_15728	2	6	4	8	2	0	1	1
ASV_15731	0	0	0	0	0	4	0	0
ASV_15737	0	4	1	3	0	0	1	7
ASV_15738	11	20	3	18	0	2	3	4
ASV_15739	0	2	6	2	0	0	0	0
ASV_15740	0	0	2	1	0	0	0	1
ASV_15746	6	3	5	9	0	1	1	1
ASV_15748	4	0	0	0	0	0	0	0
ASV_15749	0	0	1	1	0	0	0	0
ASV_15751	0	0	0	0	0	0	0	7
ASV_15753	0	0	2	5	0	0	0	0
ASV_15757	0	0	0	0	0	2	0	1
ASV_15758	0	0	82	0	0	0	0	0
ASV_15759	0	0	0	0	2	0	0	0
ASV_15761	0	0	0	2	0	0	0	0
ASV_15762	0	0	0	0	0	0	0	0
ASV_15766	1	0	0	4	0	0	3	0
ASV_15770	0	0	0	0	4	0	0	0
ASV_15772	1	0	0	0	0	0	0	0
ASV_15773	0	6	0	1	0	0	0	0
ASV_15777	2	2	8	7	0	3	9	10
ASV_15779	0	0	0	0	0	0	0	0
ASV_15782	0	0	0	0	0	0	0	3
ASV_15788	0	5	0	2	0	0	0	0
ASV_15789	0	0	0	0	0	0	0	3
ASV_15790	0	0	0	0	0	0	1	0
ASV_15796	0	0	0	0	0	0	0	1
ASV_15799	0	3	0	3	0	0	0	1
ASV_15803	2	21	0	0	0	2	16	0
ASV_15816	0	2	1	2	0	0	1	0
ASV_15818	2	0	0	0	0	0	1	0
ASV_15822	3	0	0	2	0	0	1	4
ASV_15829	0	0	0	0	0	0	0	3
ASV_15830	0	0	0	3	0	0	0	4
ASV_15847	0	0	0	3	0	0	0	4
ASV_15848	1	0	1	0	0	0	0	0
ASV_15855	0	0	0	0	0	0	0	0
ASV_15856	2	0	0	0	0	0	0	0
ASV_15857	0	0	0	0	0	0	0	1
ASV_15862	0	0	1	0	0	0	0	0
ASV_15863	0	0	0	0	0	0	0	0
ASV_15866	0	0	0	0	0	0	0	0
ASV_15874	0	0	2	3	0	1	0	1
ASV_15876	2	0	0	1	0	0	0	0
ASV_15881	0	2	0	1	0	0	0	0
ASV_15883	0	1	0	1	0	0	0	1
ASV_15889	0	0	2	0	0	0	0	0
ASV_15890	0	3	1	6	0	0	0	4
ASV_15893	1	0	1	2	0	0	0	0
ASV_15895	9	2	5	5	0	2	0	4
ASV_15915	0	0	0	2	0	0	0	0
ASV_15916	15	61	11	5	0	6	38	8
ASV_15919	0	0	0	1	0	0	0	0
ASV_15920	0	0	0	1	1	0	0	0
ASV_15923	0	0	0	1	0	0	0	0
ASV_15929	2	1	0	1	0	0	0	0
ASV_15934	0	0	0	1	0	0	0	0
ASV_15939	0	0	1	3	0	0	1	0
ASV_15944	0	0	0	1	6	0	1	1
ASV_15945	0	1	0	0	0	0	0	2
ASV_15949	0	0	0	0	0	0	0	0
ASV_15955	0	0	0	3	0	0	0	0
ASV_15956	1	0	1	1	0	0	0	0
ASV_15958	0	1	0	0	0	0	0	0
ASV_15959	0	0	0	0	0	0	0	0
ASV_15963	1	2	1	0	0	0	2	4
ASV_15970	1	0	1	1	1	0	0	0
ASV_15979	0	2	0	3	0	0	1	11
ASV_15981	0	1	0	1	0	0	1	0
ASV_15983	0	0	0	2	0	0	1	0
ASV_15985	0	0	0	0	0	0	1	1
ASV_15997	0	0	0	1	0	0	1	1
ASV_15998	0	0	0	2	0	0	0	0
ASV_15999	5	5	1	18	0	0	0	5
ASV_16011	0	0	0	1	0	0	0	13
