#OTUID	CN17_B1	CN17_B10	CN17_B13	CN17_B17	CN17_CBI1	CN17_CBI4	CN17_CBI5	CN17_CBI8	CN18FESPkoa_SC24	CN18FESPkoa_SC26	CN18FESPkoa_SC29	CN18FESPkoa_SC30	CN18FESPkoa_SC31	CN18FESPkoa_SC32	CN18FESPkoa_SC34	CN18FESPkoa_SC37	CN18FESPkoa_SC40	CN18FESPkoa_SC41	CN18FESPkoa_SC43	CN18FESPkoa_SC44	CN18FESPkoa_SC46	CN18FESPkoa_SC47	CN18FESPkoa_SC49	CN18FESPkoa_SC52	CN18FESPkoa_SC53	CN18FESPkoa_SC55	CN18FESPkoa_SC56	CN18FESPkoa_SC57	CN18FESPkoa_SC58	CN18Fc12_8_eDNA	CN18Fc19_5_eDNA	CN18Fc21_6_eDNA	CN18Fc22_6_eDNA	CN18Fc24_6_eDNA	CN18Fc25_5_eDNA	CN18Fc27_4_eDNA	CN18Fc29_6_eDNA	CN18Fc30_4_eDNA	CN18Fc32_4_eDNA	CN18Fc33_5_eDNA	CN18Fc36_6_eDNA	CN18Fc38_5_eDNA	CN18Fc40_6_eDNA	CN18Fc41_6_eDNA	CN18Fc43_5_eDNA	CN18Fc44_8_eDNA	CN18Fc46_8_eDNA	CN18Fc47_6_eDNA	CN18Fc49_6_eDNA	CN18Fc51_5_eDNA	CN18SESPkoa_SC36	CN18SESPkoa_SC37	CN18SESPkoa_SC39	CN18SESPkoa_SC40	CN18SESPkoa_SC41	CN18SESPkoa_SC42	CN18SESPkoa_SC44	CN18SESPkoa_SC45	CN18SESPkoa_SC47	CN18SESPkoa_SC49	CN18Sc09_2_eDNA	CN18Sc10_2_eDNA	CN18Sc14_2_eDNA	CN18Sc14_8_eDNA	CN18Sc15_2_eDNA	CN18Sc15_8_eDNA	CN18Sc18_2_eDNA	CN18Sc18_8_eDNA	CN18Sc27_2_eDNA	CN18Sc27_8_eDNA
36e0ffb740d75dc78c0da5d08d067bd8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42012fedcaa7e2337e9d54bf6c9f72c9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55d359c5d46b2f6906ec91c9cade10cc	98	0	38	56	0	0	28	51	52	96	89	60	209	92	162	96	199	163	145	170	150	107	113	100	131	96	158	152	173	29	125	209	112	151	360	0	200	227	102	169	154	196	154	177	194	150	114	121	121	58	159	0	0	17	0	33	0	48	57	50	24	33	39	40	43	0	34	43	28	0
9cdadd8a7359a3163fb31ad06be74e8c	33	0	0	0	0	0	0	0	237	307	171	136	304	271	218	83	167	217	201	344	191	312	273	156	265	187	307	177	148	0	229	309	421	245	471	0	718	337	68	606	367	308	412	373	314	460	283	213	316	282	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4db8a515ec8397686ec3ad58a03ffd17	36	0	0	20	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68e97f8c00f3cf84de842890290838fe	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3fe4a9a3d21d977409225eac0ac5f724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	11	0	0	0	9	9	13	0	7	0	0	5	0	0	0	6	0
6067a36b43d4d425f2b188f07fa6195c	0	0	0	0	0	0	0	0	10	1	0	10	10	0	1	0	2	0	3	0	0	17	0	0	10	15	0	4	8	0	0	10	0	0	0	0	1	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
804245ba078e1d50f0b81829240728be	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e10ac361b2aa513cd4c238873be7942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
94d0c3f3cdad21c973ee3f868f52d0bd	0	0	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
922738e93d995ecad8e37ae066aa2834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	6	0	0	0	0	0	0	0	13	0
eb6c171425e59f9c92bdd1ddbcf2d020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	41	0	0	0	0	28	0	0	0	30	0	0	0
158689f8505bbb5e6baba5660f7674cb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	34	0	20	0	0	0	0	0	35	23	0	0	32	0	48
77737492a97af2abfa1050ef599978bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	67	0	0	0	0	65	50	0	38	52	0	0	0	0	0	61	0
be349db0d5920b331138db052a3ad361	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4cbb095e89fab8c747d8f28f4e4a6ef6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	20	0	9	15	0	17	14	13	10	0	0	0	24	0	0
845a375c99c401d8379dd5b35d85a5af	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	17	18	0	0	0	21	0	0	0	0	0	0	33	0	0	7	0	35	7	16	1	16	25	18	15	24	26	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14b1b2f0215b7db3689ed4726ed258b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	19	0	16	0	0	0	0	0	0	0	0	0	0	9	0	22	0	0
1a0b8aa047bbba5b60c8914de4d781c9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e98fb9961025a31db028093ece60bc00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	14	5	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23bbd985f924307692599c33d32da0c8	0	0	0	8	0	0	0	0	41	38	56	0	81	55	49	0	67	61	69	56	60	36	65	84	64	59	52	57	65	3	43	48	37	33	73	0	75	65	26	65	51	57	48	49	62	46	34	28	35	28	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b18bff56026036d35ea85628311c88c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c9e02bad50c06e2dc5a6d47950a84d5d	0	0	0	0	8	0	0	9	19	27	32	17	59	28	38	25	47	34	33	38	49	31	25	53	41	27	38	24	35	0	12	41	18	23	65	0	27	30	20	30	31	39	32	9	35	27	25	28	11	0	0	0	0	0	0	0	0	0	14	0	0	0	17	0	0	0	0	0	0	0
50b90dd2e150fded463510d2b271ed10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	18	0	0	0	18	25	0	0	19	16	0	0	0	0	0	18	0
9d8fe4e3af92dcfd5a71a06e0c853867	0	36	0	0	0	0	0	57	18	0	0	0	0	0	0	0	0	0	0	28	39	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	113	75	0	0	0	72	0	80	114	86	108	68	105	0	69	0	41	0	46	0
c98f01664c8b5c71736c631c6fdb6c80	88	54	267	43	18	86	179	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	43	0	11	25	0	0	13	15	0	0	0	0	0	13	0	0	84	637	0	800	0	722	0	854	931	896	675	552	703	212	628	0	528	30	681	0
dd9a2ed0253d2225acddd88d3c75a2a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c040197263714da317b698fa5779937	223	366	138	140	0	59	0	49	0	84	78	47	82	104	79	55	121	100	78	62	84	74	66	114	92	77	105	84	99	0	0	85	64	46	127	0	58	72	36	52	71	88	72	86	67	59	0	0	62	0	297	0	0	0	0	36	0	0	0	36	0	36	0	51	42	0	58	74	0	74
e04bdddee9f1f39183716cb8a9aea8ec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	2	0	0	0
6403753672a581e08fb53a52f0825006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156f2bba94db1f748675f434a43b1b0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54034230672fbda939c42ac90d17b9ba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e67affca7956d21c7afa9eace6556b13	7	0	0	13	4	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a16c5e79f6fa958910e6899a0cd4b86e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a4f8bf7c1b1a41ee665fd5c0fec2bc9e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	18	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170860268b9f78215a6fc94572a546f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9466280c33335dc681dd9f51ad4fd3d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35011fd60e75a53b1b6a1881749191c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
558a09ec9789e3593da9fff98c1b3016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	10	0	0	0	0	0	10	0	7	0	6	0
62285e9caf4ab2f7b8d532818f48b5f7	0	0	0	0	0	0	0	0	4	9	6	7	10	5	5	4	15	9	14	12	9	6	0	10	10	6	9	9	10	0	9	11	6	10	21	0	9	9	0	13	8	11	14	10	8	11	0	6	6	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
82f1c87171195a188ff40414b053e837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2da430f80af33606482a19870a453ec0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7020a3e20871e5df4bb267eb6a5ca4db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	3	0
a22f2fe9326c31b49ba6f9c70b2de300	7	6	5	0	0	0	0	0	0	0	0	4	10	5	9	0	6	8	5	7	9	0	0	7	11	0	6	15	0	0	4	10	7	6	12	0	16	8	7	11	4	8	8	9	15	8	12	5	8	0	19	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c77902f6f95e62df654e23ae6a96abe	0	0	0	0	0	0	0	0	0	8	8	4	3	10	5	3	6	10	10	8	5	10	8	13	4	5	0	6	0	0	4	6	0	6	15	0	5	12	2	12	10	3	7	6	16	6	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de76dcc8ee215a80a1d07587ff450bbb	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ce5467ac2bf1a909dc9cd9a51d89ad7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5d70b610c91159003148e5804720deb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c7a6b71ea356df1808365071516cba4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
01713ccc75c4bf17a743c3b07ffffe2c	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13ee00f22942fc5dc007eb875a42a9ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	11	0	9	0	26	13	3	12	12	14	0	18	0	18	0	29	0
ba9225444a01fbc67f282a3ed0ca9a5b	30	62	27	5	0	14	11	0	0	0	4	0	5	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	7	0	0	0	4	0	0	5	0	3	0	0	0	9	8	0	0	0	17	0	16	14	6	9	17	21	10	16	0	7	0	7	0
a9e8ed75b5999b37a2a03bfc9e3bc95e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0
ab1eb4bae9d6ab31173d84f5add27b60	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	118	0	73	0	84	132	85	91	91	91	30	70	0	48	0	81	0
2b72428ebbcbfc529a8aecf2ea37157c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
4663c1f6054169f3f25f862cfd811a31	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a1d1f6033e2b24bb6d6da0149f81d51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
131345e7d6d8a62be6e8c4c8d93ca270	141	65	86	44	41	141	115	64	31	65	47	44	138	47	83	59	114	77	83	68	81	52	60	78	66	59	92	94	150	6	30	74	48	73	129	3	133	91	25	82	55	94	113	80	94	79	42	49	67	22	355	30	14	12	2	66	0	28	46	38	33	34	32	57	40	0	50	35	25	16
12f2239b1f748cf12532f2cd51cce413	19	26	29	16	9	15	16	6	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	124	0	120	0	146	0	98	152	160	106	108	148	63	95	0	99	22	121	0
a972b322a34296ddd2732983f2df3efd	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	3	0	4	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e55efdc260cbb8e1aa2ee19ebd98946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50a6ce5f0679486e7babe9c4a9aab0e1	0	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	24	0	0	0	18	0	12	17	20	26	13	20	0	28	5	22	0
07405b2029f6076f58c558c9be83163e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e36a9b76e7562caf482f11df62840f8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee0ce49e5de9591312d714bc7e77120e	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d43f711be318aff6b4d49c3804b3d0b2	0	0	0	0	6	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	25	13	0	0	0	0	0	16	18	0	0	0	12	0	0	0	15	0	0
f29104b3e645984014054906a0328f30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19db4293cb2219cc19187128e2294e0d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495c1bd1608a1dad54d3e2824ce899ef	3052	551	1016	1039	307	1047	509	1018	6667	8983	9106	5989	8635	8995	8490	3521	11390	11098	10441	8226	7687	9688	10038	10172	10716	6554	10351	7373	8452	552	7415	8749	8152	7124	12422	215	8080	8799	2231	9198	9296	8555	8491	8785	8609	8093	6885	8281	7325	4383	4324	1339	95	1554	147	2720	21	2015	1847	1886	2157	2211	2189	2469	2273	78	1979	663	1118	256
b132eedc9257cb0e3c151418f8a01480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0
65b976b2a6c6145909244323d9bd6c5b	0	0	0	0	0	0	0	29	0	16	29	0	24	0	15	0	22	18	16	25	13	15	14	15	18	0	24	17	21	0	14	11	14	15	22	0	25	13	0	21	12	14	21	0	18	17	15	15	8	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
301a8349d61418e589db7f1de553e041	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566d5f937045f1258d97c43948a38a65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
75349abeb56ae979e42f47850d90b58c	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ba365f6b6f439ab8e39553fb4c5ea360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06d2970b37466c4fe1627fbd3cd61d6f	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	24	0	15	0	15	24	21	18	0	28	0	21	0	10	0	19	0
64edc344889f4279a1292afbe81dc043	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5c5e562a80a99f69066954262cb6ab12	0	0	0	0	0	0	0	0	15	44	65	24	77	43	62	34	56	50	42	73	68	35	51	63	81	34	73	66	66	6	26	75	44	62	72	0	102	82	18	64	48	56	49	53	71	61	39	43	33	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de747df3122d5ce746dff20a616facc0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	44	0	49	36	0	0	48	34	0	55	0	39	47	41	58	0	0	56	0	0	63	0	0	0	0	44	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
