#OTUID	CN18SKOA_ESP36_NN	CN18SKOA_ESP39_NN	CN18SKOA_ESP41_NN	CN18SKOA_ESP44_NN	CN18Sc14_8_eDNA_NN	CN18Sc15_8_eDNA_NN	CN18Sc18_8_eDNA_NN	CN18Sc27_8_eDNA_NN
ASV_2225	0	0	0	0	0	0	0	0
ASV_2226	0	0	0	0	0	0	0	0
ASV_2227	0	0	0	0	0	0	0	0
ASV_2228	0	0	0	0	0	0	0	0
ASV_2230	0	0	0	0	0	0	0	0
ASV_2231	0	0	0	0	0	0	0	0
ASV_2233	0	0	0	0	0	0	0	0
ASV_2234	0	0	0	0	0	0	0	0
ASV_2236	0	0	0	0	0	0	0	0
ASV_2237	0	0	0	0	0	0	0	0
ASV_2238	0	0	0	0	0	0	0	0
ASV_2239	0	0	0	0	0	0	0	0
ASV_2245	0	0	0	0	0	0	0	0
ASV_2248	0	0	0	0	0	0	0	0
ASV_2250	0	0	0	0	0	0	0	0
ASV_2251	0	0	0	0	0	0	0	0
ASV_2252	0	0	0	0	0	0	0	0
ASV_2253	0	0	0	0	0	0	0	0
ASV_2260	0	0	0	0	0	0	0	0
ASV_2268	0	0	0	0	0	0	0	0
ASV_2269	0	0	0	0	0	0	0	0
ASV_2270	0	0	0	0	0	0	0	0
ASV_2271	0	0	0	0	0	0	0	0
ASV_2272	0	0	0	0	0	0	0	0
ASV_2273	0	0	0	0	0	0	0	0
ASV_2274	0	0	0	0	0	0	0	0
ASV_2275	0	0	0	0	0	0	0	0
ASV_2276	0	0	0	0	0	0	0	0
ASV_2277	0	0	0	0	0	0	0	0
ASV_2278	0	0	0	0	0	0	0	0
ASV_2279	0	0	0	0	0	0	0	0
ASV_2280	0	0	0	0	0	0	0	0
ASV_2281	0	0	0	0	0	0	0	0
ASV_2282	0	0	0	0	0	0	0	0
ASV_2283	0	0	0	0	0	0	0	0
ASV_2284	0	0	0	0	0	0	0	0
ASV_2285	0	0	0	0	0	0	0	0
ASV_2286	0	0	0	0	0	0	0	0
ASV_2287	0	0	0	0	0	0	0	0
ASV_2288	0	0	0	0	0	0	0	0
ASV_2289	0	0	0	0	0	0	0	0
ASV_2290	0	0	0	0	0	0	0	0
ASV_2291	0	0	0	0	0	0	0	0
ASV_2292	0	0	0	0	0	0	0	0
ASV_2293	0	0	0	0	0	0	0	0
ASV_2294	0	0	0	0	0	0	0	0
ASV_2304	0	0	0	0	0	0	0	0
ASV_2305	0	0	0	0	0	0	0	0
ASV_2314	0	0	0	0	0	0	0	0
ASV_2316	0	0	0	0	0	0	0	0
ASV_2318	0	0	0	0	0	0	0	0
ASV_2319	0	0	0	0	0	0	0	0
ASV_2320	0	0	0	0	0	0	0	0
ASV_2324	0	0	0	0	0	0	0	0
ASV_2326	0	0	0	0	0	0	0	0
ASV_2327	0	0	0	0	0	0	0	0
ASV_2328	0	0	0	0	0	0	0	0
ASV_2329	0	0	0	0	0	0	0	0
ASV_2330	0	0	0	0	0	0	0	0
ASV_2342	0	0	0	0	0	0	0	0
ASV_2379	0	0	0	0	0	0	0	0
ASV_2380	0	0	0	0	0	0	0	0
ASV_2381	0	0	0	0	0	0	0	0
ASV_2382	0	0	0	0	0	0	0	0
ASV_2383	0	0	0	0	0	0	0	0
ASV_2384	0	0	0	0	0	0	0	0
ASV_2385	0	0	0	0	0	0	0	0
ASV_2386	0	0	0	0	0	0	0	0
ASV_2387	0	0	0	0	0	0	0	0
ASV_2388	0	0	0	0	0	0	0	0
ASV_2389	0	0	0	0	0	0	0	0
ASV_2390	0	0	0	0	0	0	0	0
ASV_2391	0	0	0	0	0	0	0	0
ASV_2392	0	0	0	0	0	0	0	0
ASV_2393	0	0	0	0	0	0	0	0
ASV_2394	0	0	0	0	0	0	0	0
ASV_2395	0	0	0	0	0	0	0	0
ASV_2396	0	0	0	0	0	0	0	0
ASV_2397	0	0	0	0	0	0	0	0
ASV_2398	0	0	0	0	0	0	0	0
ASV_2399	0	0	0	0	0	0	0	0
ASV_2400	0	0	0	0	0	0	0	0
ASV_2401	0	0	0	0	0	0	0	0
ASV_2402	0	0	0	0	0	0	0	0
ASV_2403	0	0	0	0	0	0	0	0
ASV_2404	0	0	0	0	0	0	0	0
ASV_2405	0	0	0	0	0	0	0	0
ASV_2406	0	0	0	0	0	0	0	0
ASV_2407	0	0	0	0	0	0	0	0
ASV_2408	0	0	0	0	0	0	0	0
ASV_2409	0	0	0	0	0	0	0	0
ASV_2410	0	0	0	0	0	0	0	0
ASV_2411	0	0	0	0	0	0	0	0
ASV_2412	0	0	0	0	0	0	0	0
ASV_2423	0	0	0	0	0	0	0	0
ASV_2424	0	0	0	0	0	0	0	0
ASV_2425	0	0	0	0	0	0	0	0
ASV_2437	0	0	0	0	0	0	0	0
ASV_2440	2	0	1	1	0	0	0	0
ASV_2441	2	0	0	0	0	0	0	0
ASV_2442	59	21	6	18	9	39	13	12
ASV_2443	0	0	2	0	0	1	1	0
ASV_2444	5	0	0	0	0	0	0	0
ASV_2445	0	0	0	0	0	0	0	0
ASV_2446	0	0	5	0	0	0	0	0
ASV_2447	42	10	11	16	3	21	15	5
ASV_2448	0	0	0	0	4	0	0	0
ASV_2449	0	0	0	0	0	0	0	0
ASV_2450	0	0	0	0	0	0	0	0
ASV_2451	0	0	0	0	0	0	1	0
ASV_2452	0	0	0	0	0	0	0	1
ASV_2453	0	0	0	1	0	0	1	0
ASV_2454	29	13	2	10	2	42	11	0
ASV_2455	4	2	0	14	0	0	0	0
ASV_2456	36	12	0	8	3	18	3	0
ASV_2457	0	0	0	0	0	0	2	0
ASV_2458	1	0	0	0	4	0	13	4
ASV_2459	39	12	3	20	8	21	11	8
ASV_2460	1	0	0	0	15	0	17	2
ASV_2461	0	0	0	0	0	0	0	0
ASV_2462	0	0	0	1	0	0	0	0
ASV_2463	9	4	2	0	1	20	0	2
ASV_2464	1	2	0	0	1	2	0	3
ASV_2465	0	0	0	0	0	0	0	0
ASV_2466	0	0	0	0	2	0	0	0
ASV_2467	16	4	1	3	2	4	7	1
ASV_2468	0	0	0	0	0	0	9	0
ASV_2469	0	0	0	0	8	0	2	0
ASV_2470	0	0	0	0	0	0	0	0
ASV_2471	0	0	0	0	0	0	13	0
ASV_2473	0	0	0	2	0	0	1	0
ASV_2474	0	0	0	0	0	0	0	0
ASV_2475	0	0	0	0	3	1	3	0
ASV_2476	0	0	0	0	0	0	0	0
ASV_2477	8	8	4	11	4	18	2	1
ASV_2478	9	1	0	1	0	13	1	0
ASV_2479	0	0	0	0	420	1297	0	0
ASV_2480	2	4	0	3	6	0	2	0
ASV_2483	1	0	0	0	0	0	0	0
ASV_2484	1	0	0	0	1	0	0	0
ASV_2485	0	0	0	0	6	0	17	4
ASV_2486	0	0	0	0	0	0	0	0
ASV_2487	0	0	0	4	0	0	1	0
ASV_2488	0	0	0	0	0	0	0	0
ASV_2489	0	0	0	0	0	0	18	0
ASV_2490	0	0	0	0	1	4	0	0
ASV_2493	0	0	0	0	1389	0	1	0
ASV_2495	0	0	0	0	4	0	3	0
ASV_2496	0	0	0	0	0	1295	0	0
ASV_2497	0	0	5	7	13	0	0	0
ASV_2498	0	0	0	1	0	0	970	0
ASV_2499	0	0	0	0	7	0	7	0
ASV_2502	0	0	0	0	2	1	5	0
ASV_2503	0	0	0	0	6	0	2	0
ASV_2504	0	0	0	0	974	2	0	0
ASV_2505	0	0	0	0	0	0	3	0
ASV_2506	0	0	0	0	0	0	13	0
ASV_2507	0	0	0	0	0	1108	0	0
ASV_2509	0	0	0	0	0	0	0	0
ASV_2510	0	0	0	0	0	0	2	0
ASV_2511	0	0	0	0	0	0	6	0
ASV_2512	0	0	0	0	0	0	0	0
ASV_2513	0	0	0	0	0	1	15	0
ASV_2515	0	0	0	0	1	0	1	0
ASV_2516	0	0	0	0	0	0	0	0
ASV_2517	0	0	0	0	0	0	18	0
ASV_2518	0	0	0	0	0	0	0	0
ASV_2519	0	0	0	3	0	0	792	0
ASV_2520	0	0	0	1	813	0	0	0
ASV_2522	0	0	0	0	0	0	7	0
ASV_2523	0	0	0	1	0	0	367	0
ASV_2524	5	0	0	0	543	1	0	0
ASV_2525	0	0	0	0	0	0	0	0
ASV_2526	0	0	0	0	777	1	0	0
ASV_2528	0	0	0	0	40	15	0	0
ASV_2529	0	0	0	0	0	1	2	0
ASV_2531	0	0	0	0	0	0	16	0
ASV_2533	0	0	0	0	10	23	0	0
ASV_2535	0	0	0	0	0	0	0	0
ASV_2537	0	0	0	0	0	0	0	0
ASV_2538	0	0	0	0	0	0	0	0
ASV_2539	0	0	0	0	0	0	11	0
ASV_2540	0	0	0	0	0	0	15	0
ASV_2541	1	0	0	2	8	3	0	0
ASV_2542	0	0	0	0	563	1	0	0
ASV_2544	0	0	0	0	283	117	0	0
ASV_2545	0	0	0	0	587	0	0	0
ASV_2546	0	0	0	0	11	2	0	0
ASV_2547	0	0	0	0	0	0	0	1
ASV_2551	0	0	0	0	1	0	0	0
ASV_2553	0	0	0	0	0	0	0	0
ASV_2554	0	0	0	0	0	0	0	0
ASV_2555	0	0	0	0	388	3	0	0
ASV_2557	0	0	0	1	0	0	1	0
ASV_2558	0	0	0	1	0	0	0	0
ASV_2561	0	0	0	0	0	0	5	0
ASV_2562	0	0	1	0	6	2	0	0
ASV_2565	0	0	0	0	4	9	0	0
ASV_2567	0	0	0	0	1	0	0	0
ASV_2569	0	0	3	0	0	0	0	0
ASV_2571	0	0	0	0	0	0	0	0
ASV_2574	0	0	0	0	0	0	0	0
ASV_2575	0	0	0	0	0	0	0	0
ASV_2577	0	0	0	0	353	0	4	0
ASV_2578	0	0	0	0	0	0	0	0
ASV_2579	0	0	0	0	362	0	0	0
ASV_2580	0	0	0	0	389	2	0	0
ASV_2581	0	0	0	0	3	0	0	1
ASV_2583	0	0	0	0	0	0	0	0
ASV_2585	0	0	0	0	6	0	0	0
ASV_2586	0	0	1	5	10	0	0	0
ASV_2588	0	0	0	0	0	0	0	0
ASV_2589	0	0	0	0	0	0	2	0
ASV_2590	0	0	0	0	0	0	0	0
ASV_2591	0	0	64	46	12	0	0	0
ASV_2593	0	0	0	0	0	1	1	0
ASV_2594	0	0	0	0	0	0	0	0
ASV_2595	0	0	1	0	0	277	0	0
ASV_2596	0	0	0	0	0	0	0	0
ASV_2597	0	0	0	0	0	0	0	0
ASV_2609	0	0	0	0	0	0	0	0
ASV_2613	0	0	0	0	0	0	0	0
ASV_2614	0	0	0	0	0	0	0	0
ASV_2618	0	0	0	0	186	0	0	0
ASV_2619	0	0	0	0	0	5	0	0
ASV_2622	0	0	0	0	0	0	0	0
ASV_2623	0	0	0	0	121	3	0	0
ASV_2628	0	0	0	0	0	148	0	0
ASV_2630	0	0	0	0	0	0	0	0
ASV_2634	3	2	0	0	0	2	0	0
ASV_2635	1	0	0	1	12	31	1	0
ASV_2636	0	0	0	0	0	0	0	0
ASV_2641	0	0	0	0	0	0	0	0
ASV_2642	6	3	7	7	0	10	4	0
ASV_2644	0	0	0	0	0	0	0	0
ASV_2646	0	0	0	0	0	0	0	0
ASV_2648	2	0	0	0	0	1	0	1
ASV_2651	0	0	0	0	16	0	0	0
ASV_2653	0	0	0	0	80	0	0	0
ASV_2657	0	0	5	0	1	0	0	3
ASV_2658	0	0	0	2	0	0	8	0
ASV_2660	0	0	0	0	0	0	0	2
ASV_2663	0	0	0	0	0	0	0	0
ASV_2664	0	0	0	50	0	0	0	0
ASV_2667	0	0	0	0	0	0	0	0
ASV_2668	0	0	0	0	0	0	0	0
ASV_2669	1	6	0	0	0	0	0	0
ASV_2670	0	0	0	0	0	0	0	0
ASV_2676	0	0	2	0	0	1	0	0
ASV_2677	0	0	0	0	0	0	1	0
ASV_2679	0	0	0	0	0	0	0	0
ASV_2680	0	0	0	0	1	0	1	0
ASV_2683	2	0	0	1	0	0	0	0
ASV_2685	0	0	0	0	0	0	0	0
ASV_2686	1	0	2	0	0	0	0	1
ASV_2688	3	2	0	0	0	0	2	0
ASV_2689	0	0	0	0	0	0	23	0
ASV_2690	0	0	0	0	3	0	1	0
ASV_2694	0	0	0	0	0	0	0	0
ASV_2695	0	0	0	0	0	0	0	0
ASV_2696	0	0	0	0	0	0	1	0
ASV_2699	0	0	0	0	2	0	0	0
ASV_2702	1	0	0	0	1	0	0	0
ASV_2704	0	0	0	0	0	0	0	0
ASV_2706	0	0	0	0	0	0	0	0
ASV_2708	0	0	0	0	0	0	0	0
ASV_2710	0	0	0	0	3	0	0	0
ASV_2716	0	0	0	0	0	0	0	0
ASV_2718	0	0	0	0	0	0	0	0
ASV_2721	0	0	0	0	2	0	0	0
ASV_2725	2	0	0	1	0	0	0	0
ASV_2726	0	0	0	0	0	8	0	0
ASV_2727	0	0	0	0	0	0	0	0
ASV_2728	0	0	3	0	0	3	0	2
ASV_2729	0	0	0	0	0	0	0	0
ASV_2731	0	0	0	0	0	0	0	0
ASV_2735	0	0	0	0	0	0	0	0
ASV_2739	0	0	0	0	0	0	0	0
ASV_2740	0	0	0	0	4	0	0	0
ASV_2741	0	0	0	0	0	0	0	0
ASV_2742	0	0	0	0	0	0	0	0
ASV_2745	0	0	0	0	0	0	0	0
ASV_2748	0	0	0	0	0	0	4	0
ASV_2757	0	0	0	0	0	0	0	1
ASV_2758	0	0	0	0	2	0	0	0
ASV_2759	0	0	0	0	0	0	1	0
ASV_2760	0	0	0	0	0	0	0	0
ASV_2761	0	0	0	4	0	0	0	0
ASV_2765	0	0	0	0	0	0	0	0
ASV_2776	0	0	0	0	0	3	0	0
ASV_2777	0	0	0	0	0	3	0	0
ASV_2778	0	0	0	0	0	0	0	0
ASV_2779	0	0	0	0	0	0	0	0
ASV_2780	0	0	0	0	0	0	0	0
ASV_2782	0	0	0	0	0	0	0	0
ASV_2783	0	0	0	0	0	0	0	0
ASV_2803	0	0	0	0	0	0	0	0
ASV_2804	0	0	0	0	2	0	0	0
ASV_2807	0	0	0	0	0	0	0	0
ASV_2808	0	0	0	0	0	0	2	0
ASV_2809	0	0	0	0	0	0	0	0
ASV_2810	0	0	0	0	0	0	0	0
ASV_2811	0	0	0	0	0	0	0	0
ASV_2813	0	0	0	0	0	0	0	0
ASV_2821	0	0	0	0	0	0	0	0
ASV_2822	0	0	0	0	0	0	0	0
ASV_2826	0	0	0	0	0	0	0	0
ASV_2827	0	0	0	0	0	0	0	0
ASV_2828	0	0	0	0	0	0	0	0
ASV_2829	0	0	0	0	0	0	0	0
ASV_2833	0	0	0	0	0	0	0	0
ASV_2834	0	0	2	0	0	0	0	0
ASV_2835	0	0	0	0	0	0	0	0
ASV_2838	6	2	8	7	0	11	12	4
ASV_2840	0	1	2	1	0	0	0	1
ASV_2841	0	0	1	3	0	2	0	2
ASV_2843	0	0	0	0	2	0	0	0
ASV_2845	11	2	2	1	0	1	6	0
ASV_2849	0	0	0	0	0	0	0	0
ASV_2850	0	0	0	0	0	0	0	0
ASV_2851	0	0	0	0	3	0	0	0
ASV_2853	0	0	0	0	0	0	0	0
ASV_2858	1	0	5	4	0	0	0	0
ASV_2860	0	0	0	0	0	0	0	0
ASV_2862	0	0	0	0	0	0	0	0
ASV_2864	0	0	0	0	0	7	0	0
ASV_2868	0	0	2	0	0	0	0	0
ASV_2876	0	0	0	0	0	0	0	0
ASV_2879	0	0	0	0	0	0	1	0
ASV_2880	0	0	0	0	0	0	0	0
ASV_2885	0	0	0	0	0	0	0	0
ASV_2894	0	0	0	0	0	0	0	0
ASV_2897	0	0	0	1	0	0	0	0
ASV_2903	0	0	0	0	0	0	0	0
ASV_2909	0	0	0	0	0	0	4	0
ASV_2911	0	0	0	0	0	0	0	0
ASV_2912	0	0	0	0	0	0	0	0
ASV_2914	0	1	0	0	0	0	11	0
ASV_2915	0	0	2	0	0	0	0	0
ASV_2916	1	1	0	4	0	2	0	2
ASV_2921	0	0	0	0	1	0	0	0
ASV_2923	0	0	0	0	0	0	4	4
ASV_2926	14	0	0	0	0	0	0	0
ASV_2927	3	0	0	0	0	0	7	0
ASV_2930	2	0	2	0	0	0	0	0
ASV_2935	0	0	0	0	0	0	0	0
ASV_2939	0	0	0	0	0	0	0	2
ASV_2944	0	0	0	0	0	0	0	0
ASV_2945	0	0	0	0	0	0	0	0
ASV_2947	0	0	0	0	0	1	0	0
ASV_2949	0	0	0	10	0	0	0	0
ASV_2957	0	0	0	0	0	0	1	0
ASV_2961	0	0	0	0	0	0	0	0
ASV_2962	0	0	0	0	0	0	11	0
ASV_2964	0	0	2	0	0	0	0	0
ASV_2966	0	0	0	0	0	0	0	0
ASV_2968	1	0	1	0	0	0	0	2
ASV_2978	0	0	0	0	0	0	0	0
ASV_2979	0	0	0	0	0	0	0	0
ASV_2980	0	0	0	0	0	0	0	0
ASV_2981	0	0	0	0	0	0	0	0
ASV_2982	0	2	0	2	0	0	6	0
ASV_2983	10	0	0	0	0	0	0	0
ASV_2995	0	0	0	0	0	0	0	0
ASV_2996	8	0	0	0	0	0	0	0
ASV_2997	3	0	1	1	0	0	0	1
ASV_2998	0	0	0	0	0	0	0	0
ASV_2999	0	0	0	0	0	0	0	0
ASV_3000	0	0	0	0	0	0	0	0
ASV_3001	0	0	0	0	0	0	0	0
ASV_3006	0	0	0	0	0	0	2	0
ASV_3007	2	0	0	0	0	2	0	0
ASV_3013	0	0	0	0	0	3	0	0
ASV_3014	0	0	0	0	0	0	0	0
ASV_3015	0	0	0	0	8	0	0	0
ASV_3016	0	0	0	0	0	0	0	0
ASV_3022	0	0	0	0	0	0	0	0
ASV_3035	0	0	0	0	0	0	0	0
ASV_3036	0	0	0	0	1	0	0	0
ASV_3037	0	0	0	0	0	2	0	0
ASV_3038	0	0	0	0	0	0	7	0
ASV_3047	0	2	0	0	0	0	0	0
ASV_3049	0	0	0	0	0	1	0	0
ASV_3051	2	0	0	0	0	0	0	0
ASV_3076	0	0	0	0	0	0	0	0
ASV_3077	0	0	0	0	0	0	0	0
ASV_3078	0	0	0	0	0	0	0	0
ASV_3079	0	0	0	0	0	6	0	0
ASV_3080	0	0	0	0	0	0	0	0
ASV_3081	0	0	0	0	0	0	0	0
ASV_3082	0	0	0	0	0	0	0	0
ASV_3083	0	0	0	0	0	0	0	0
ASV_3084	0	0	0	0	0	0	0	0
ASV_3086	0	0	0	0	0	0	0	0
ASV_3087	0	0	0	0	0	0	0	0
ASV_3088	0	0	0	0	0	0	0	0
ASV_3094	0	0	0	3	0	0	0	0
ASV_3115	0	0	0	0	0	3	0	0
ASV_3137	0	0	0	0	0	0	0	0
ASV_3138	0	0	0	0	1	0	0	0
ASV_3139	0	0	0	4	0	0	1	0
ASV_3140	0	0	0	0	0	0	0	5
ASV_3141	0	0	0	0	0	0	0	0
ASV_3142	0	0	0	0	0	0	0	0
ASV_3143	0	0	0	0	0	0	0	0
ASV_3144	0	0	0	0	0	0	0	0
ASV_3145	0	0	0	0	0	0	0	0
ASV_3154	0	0	1	0	0	0	0	0
ASV_3211	0	0	0	0	0	0	0	0
ASV_3212	0	0	0	0	0	0	0	0
ASV_3213	0	0	3	0	1	0	0	0
ASV_3214	0	0	0	0	0	0	0	0
ASV_3215	0	0	0	0	0	0	0	0
ASV_3216	0	0	0	0	0	0	0	0
ASV_3217	0	0	0	0	0	0	0	0
ASV_3219	0	0	0	0	0	4	0	0
ASV_3220	0	0	0	0	0	4	0	0
ASV_3221	0	0	0	0	0	0	0	0
ASV_3222	0	0	0	0	0	0	0	0
ASV_3223	0	0	0	0	0	0	0	0
ASV_3224	0	0	0	0	0	0	0	0
ASV_3225	0	0	0	0	0	0	0	0
ASV_3226	0	0	0	0	0	0	0	0
ASV_3228	0	0	0	0	0	0	0	0
ASV_3229	0	0	0	0	0	0	0	0
ASV_3230	0	0	0	0	0	0	0	0
ASV_3329	0	0	2	0	0	0	0	0
ASV_3351	0	0	0	0	0	0	0	0
ASV_3352	0	0	0	0	0	0	0	0
ASV_3353	0	0	0	0	0	0	0	0
ASV_3354	0	0	0	0	0	0	0	0
ASV_3355	0	0	0	0	0	0	0	0
ASV_3356	0	0	0	0	0	0	0	0
ASV_3361	0	0	0	0	0	3	0	0
ASV_3362	0	0	0	0	0	3	0	0
ASV_3363	0	0	0	0	0	3	0	0
ASV_3364	0	0	0	0	0	3	0	0
ASV_3365	0	0	0	0	0	0	0	0
ASV_3366	0	0	0	0	0	0	0	0
ASV_3367	0	0	0	0	0	0	3	0
ASV_3368	0	0	0	0	0	0	3	0
ASV_3369	0	1	0	0	0	0	2	0
ASV_3370	0	0	0	0	0	0	0	0
ASV_3371	0	0	0	0	0	0	0	0
ASV_3372	0	0	0	0	0	0	0	3
ASV_3373	0	0	0	0	0	0	0	0
ASV_3374	0	0	0	0	0	0	0	0
ASV_3375	0	0	0	0	0	0	0	0
ASV_3376	0	0	0	0	0	0	0	0
ASV_3377	0	0	0	0	0	0	0	0
ASV_3378	0	0	0	3	0	0	0	0
ASV_3379	0	0	0	2	0	0	0	0
ASV_3380	0	0	3	0	0	0	0	0
ASV_3381	0	0	0	0	0	0	0	0
ASV_3382	0	0	0	0	0	0	0	0
ASV_3383	0	0	0	0	0	0	0	0
ASV_3384	0	0	0	0	0	0	0	0
ASV_3385	2	0	0	0	0	0	0	0
ASV_3533	0	0	0	0	0	0	0	0
ASV_3534	0	0	0	0	0	0	0	0
ASV_3535	0	0	0	0	0	0	0	0
ASV_3536	0	0	0	0	0	0	0	0
ASV_3537	0	0	0	0	2	0	0	0
ASV_3538	0	0	0	0	2	0	0	0
ASV_3539	0	0	0	0	0	0	0	0
ASV_3540	0	0	0	0	0	0	0	0
ASV_3541	0	0	0	0	0	0	0	0
ASV_3544	0	0	0	0	0	2	0	0
ASV_3545	0	0	0	0	0	2	0	0
ASV_3546	0	0	0	0	0	2	0	0
ASV_3547	0	0	0	0	0	2	0	0
ASV_3548	0	0	0	0	0	0	0	0
ASV_3549	0	0	0	0	0	0	0	0
ASV_3550	0	0	0	0	0	0	2	0
ASV_3551	0	0	0	0	0	0	2	0
ASV_3552	0	0	0	0	0	0	2	0
ASV_3553	0	0	0	0	0	0	2	0
ASV_3554	0	0	0	0	0	0	2	0
ASV_3555	0	0	0	0	0	0	0	0
ASV_3556	0	0	0	0	0	0	0	0
ASV_3557	0	0	0	0	0	0	0	0
ASV_3558	0	0	0	0	0	0	0	0
ASV_3559	0	0	0	0	0	0	0	0
ASV_3560	0	0	0	0	0	0	0	0
ASV_3561	0	0	0	0	0	0	0	0
ASV_3562	0	0	0	0	0	0	0	0
ASV_3563	0	0	0	0	0	0	0	0
ASV_3567	0	0	0	2	0	0	0	0
ASV_3568	0	0	0	2	0	0	0	0
ASV_3569	0	0	0	2	0	0	0	0
ASV_3570	0	0	0	2	0	0	0	0
ASV_3571	0	0	0	0	0	0	0	0
ASV_3572	0	0	0	0	0	0	0	0
ASV_3573	0	0	0	0	0	0	0	0
ASV_3574	0	2	0	0	0	0	0	0
ASV_3575	0	0	0	0	0	0	0	0
ASV_3576	0	0	0	0	0	0	0	0
ASV_3577	0	0	0	0	0	0	0	0
ASV_3578	0	0	0	0	0	0	0	0
ASV_3579	2	0	0	0	0	0	0	0
ASV_3580	2	0	0	0	0	0	0	0
