#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_4990	Eukaryota	unknown	Polycystinea	unassigned	unassigned	unassigned	unassigned
ASV_4991	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	g_	s_
ASV_4992	Eukaryota	unknown	Labyrinthulomycetes	unknown	Thraustochytriaceae	Oblongichytrium	unassigned
ASV_4993	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	unassigned
ASV_4994	Eukaryota	unknown	unknown	unknown	unknown	unknown	phototrophic eukaryote
ASV_4995	Eukaryota	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Goniodoma	Goniodoma polyedricum
ASV_4996	Eukaryota	Chytridiomycota	Chytridiomycetes	Polychytriales	unknown	g_	s_
ASV_4997	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_4998	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	unassigned	unassigned
ASV_4999	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_5000	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	unassigned
ASV_5001	Eukaryota	Chlorophyta	Ulvophyceae	Ulvales	unassigned	g_	s_
ASV_5002	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	unassigned
ASV_5003	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_5004	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_5005	Eukaryota	Basidiomycota	Agaricomycetes	unassigned	unassigned	unassigned	unassigned
ASV_5006	Eukaryota	unknown	unknown	unknown	unknown	unknown	s_
ASV_5007	Eukaryota	unknown	unknown	unknown	unknown	unknown	s_
ASV_5008	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5009	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_5010	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5011	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	unassigned	unassigned	unassigned
ASV_5012	Eukaryota	Nematoda	Chromadorea	Rhabditida	Panagrolaimidae	Halicephalobus	unassigned
ASV_5013	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	unassigned	s_
ASV_5014	Eukaryota	Cryptophyta	unknown	Cryptomonadales	Goniomonadaceae	Goniomonas	s_
ASV_5015	Eukaryota	Cercozoa	Thecofilosea	unknown	unknown	Mataza	s_
ASV_5016	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium divergens
ASV_5017	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	unassigned
ASV_5018	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	g_	s_
ASV_5019	Eukaryota	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia aquatica
ASV_5020	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	unassigned	unassigned	unassigned
ASV_5021	Eukaryota	Euglenozoa	unknown	Diplonemea	unknown	g_	s_
ASV_5022	Eukaryota	Euglenida	unknown	Euglenales	Euglenaceae	g_	s_
ASV_5023	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	s_
ASV_5024	Eukaryota	unknown	unknown	unknown	unknown	Solenicola	Solenicola setigera
ASV_5025	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_5026	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5027	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5028	Eukaryota	Dinoflagellata	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_5029	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_5030	Eukaryota	unknown	unknown	Choanoflagellata	Acanthoecidae	Acanthoeca	Acanthoeca sp. SIOpierAcanth1
ASV_5031	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	s_
ASV_5032	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_5033	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_5034	Eukaryota	Apicomplexa	Conoidasida	Eucoccidiorida	unassigned	g_	s_
ASV_5035	Eukaryota	Chlorophyta	unknown	unknown	unknown	unknown	Chlorophyta symbiont of Spongaster tetra
ASV_5036	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5037	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5038	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_5039	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	s_
ASV_5040	Eukaryota	unknown	unknown	Choanoflagellata	unassigned	unassigned	s_
ASV_5041	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_5042	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_5043	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_5044	Eukaryota	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	unassigned
ASV_5045	Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	unassigned	unassigned
ASV_5046	Eukaryota	Euglenozoa	unknown	Diplonemea	unknown	g_	s_
ASV_5047	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_5048	Eukaryota	Ciliophora	unassigned	unassigned	unassigned	unassigned	s_
ASV_5049	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_5050	Eukaryota	unknown	unknown	unknown	unknown	unknown	s_
ASV_5051	Eukaryota	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 1sb RG-2016
ASV_5052	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Prymnesiaceae	unassigned	s_
ASV_5053	Eukaryota	unknown	Bolidophyceae	Parmales	Triparmaceae	Bolidomonas	unassigned
ASV_5054	Eukaryota	unknown	unknown	unknown	unknown	unknown	s_
ASV_5055	Eukaryota	Dinoflagellata	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_5056	Eukaryota	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	unassigned
ASV_5057	Eukaryota	Streptophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_5058	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina scutellum
ASV_5059	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	unassigned	unassigned
ASV_5060	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_5061	Eukaryota	Ciliophora	Spirotrichea	unknown	Tontoniidae	g_	s_
ASV_5062	Eukaryota	Dinoflagellata	Dinophyceae	Coccidiniales	Chytriodiniaceae	g_	s_
ASV_5063	Eukaryota	unknown	unknown	unknown	unknown	unknown	s_
ASV_5064	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	unassigned	unassigned	s_
ASV_5065	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	unassigned	unassigned	s_
ASV_5066	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	s_
ASV_5067	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_5068	Eukaryota	unknown	unknown	Telonemida	unknown	g_	s_
ASV_5069	Eukaryota	Dinoflagellata	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	unassigned	unassigned
ASV_5070	Eukaryota	Apicomplexa	Conoidasida	Eugregarinorida	Gregarinidae	g_	s_
ASV_5071	Eukaryota	unknown	unknown	unknown	Nucleariidae	unassigned	unassigned
ASV_5072	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	unassigned
ASV_5073	Eukaryota	Chytridiomycota	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_5074	Eukaryota	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	g_	s_
ASV_5075	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_5076	Eukaryota	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	Strombidium sp. JG-2011a
ASV_5077	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	g_	s_
ASV_5078	Eukaryota	Dinoflagellata	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_5079	Eukaryota	Dinoflagellata	Dinophyceae	Blastodiniales	unknown	g_	s_
ASV_5080	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Podolampaceae	g_	s_
ASV_5081	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	unassigned	unassigned
ASV_5082	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	unassigned	unassigned	s_
ASV_5083	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	unassigned
ASV_5084	Eukaryota	Ciliophora	Spirotrichea	unassigned	unassigned	unassigned	unassigned
ASV_5085	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_5086	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5087	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	s_
ASV_5088	Eukaryota	Dinoflagellata	Dinophyceae	unassigned	unassigned	g_	s_
ASV_5089	Eukaryota	Chlorophyta	Trebouxiophyceae	unassigned	unassigned	unassigned	unassigned
ASV_5090	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_5091	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Prymnesiaceae	unassigned	s_
ASV_5092	Eukaryota	unknown	unknown	unknown	unknown	unknown	s_
ASV_5093	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_5094	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo trutta
ASV_5095	Eukaryota	Ochrophyta	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	s_
ASV_5096	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_5097	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5098	Eukaryota	Cryptophyta	unknown	Cryptomonadales	Goniomonadaceae	g_	s_
ASV_5099	Eukaryota	unknown	unknown	unknown	unknown	unknown	s_
ASV_5100	Eukaryota	Euglenozoa	unknown	Diplonemea	unknown	unknown	s_
ASV_5101	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	Discostella	Discostella woltereckii
ASV_5102	Eukaryota	Ascomycota	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_5103	Eukaryota	Cercozoa	Chlorarachniophyceae	unknown	unknown	Norrisiella	s_
ASV_5104	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_5105	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5106	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_5107	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5108	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_5109	Eukaryota	unknown	Acantharea	Arthracanthida	Acanthometridae	Acanthometra	unassigned
ASV_5110	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Corymorphidae	Corymorpha	s_
ASV_5111	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_5112	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_5113	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_5114	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Pelagiidae	Chrysaora	Chrysaora fuscescens
ASV_5115	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	g_	s_
ASV_5116	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium divergens
ASV_5117	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Proboscia	s_
ASV_5118	Eukaryota	Chlorophyta	unassigned	unassigned	unassigned	unassigned	s_
ASV_5119	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_5120	Eukaryota	Basidiomycota	Cystobasidiomycetes	unassigned	unassigned	unassigned	unassigned
ASV_5121	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	unassigned	unassigned
ASV_5122	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_5123	Eukaryota	Ciliophora	Spirotrichea	unknown	Tontoniidae	g_	s_
ASV_5124	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_5125	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5126	Eukaryota	Cryptophyta	unknown	Cryptomonadales	Goniomonadaceae	Goniomonas	unassigned
ASV_5127	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Podonidae	g_	s_
ASV_5128	Eukaryota	Arthropoda	Malacostraca	Decapoda	Polychelidae	Pentacheles	Pentacheles laevis
ASV_5129	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_5130	Eukaryota	Haptophyta	Haptophyta	unassigned	unassigned	unassigned	s_
ASV_5131	Eukaryota	Dinoflagellata	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_5132	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	g_	s_
ASV_5133	Eukaryota	unknown	unknown	unknown	unknown	unknown	s_
ASV_5134	Eukaryota	Dinoflagellata	Dinophyceae	Blastodiniales	unknown	Blastodinium	Blastodinium mangini
ASV_5135	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_5136	Eukaryota	unknown	unknown	unknown	unknown	unknown	s_
ASV_5137	Eukaryota	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	g_	s_
ASV_5138	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_5139	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_5140	Eukaryota	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
