"ASV","20190226_EB","CN18FESPkoa_SC1","CN18FESPkoa_SC59","CN18S_koa3G_SC29","CN18S_koa3G_SC30","CN18S_koa3G_SC31","CN18S_koa3G_SC57","CN18S_koa3G_SC58","CN18S_koa3G_SC59","rowsum","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"25cb4e6687aabc60469c82e6f69637a9",0,0,0,0,0,4,0,0,0,4,"Bacteria"," SAR324_clade(Marine_group_B)"," SAR324_clade(Marine_group_B)"," SAR324_clade(Marine_group_B)"," SAR324_clade(Marine_group_B)"," SAR324_clade(Marine_group_B)"," uncultured_bacterium"
"d45820a3f0fa62fecc232826deeece04",0,0,0,0,0,4,0,0,0,4,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," NS9_marine_group"," NS9_marine_group"," uncultured_marine"
"7898dcb9238360ac63f0016462c24819",0,0,0,0,0,4,0,0,0,4,"Bacteria"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Saprospiraceae"," uncultured"," uncultured_bacterium"
"103c3f14abf946f37daa78195c99a002",0,0,0,0,0,0,0,4,0,4,"Bacteria"," Deinococcota"," Deinococci"," Deinococcales"," Deinococcaceae"," Deinococcus"," Deinococcus_geothermalis"
"394eda29c886632f514dd94b58381186",0,0,0,4,0,0,0,0,0,4,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Pasteurellales"," Pasteurellaceae"," Haemophilus"," uncultured_bacterium"
"04ecfad5772d2e09a84a0f5ef460536c",0,0,0,0,0,0,0,4,0,4,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Beijerinckiaceae"," Methylobacterium-Methylorubrum"," "
"e61a5809c690bea62f9f62c0be04c3f9",0,0,0,0,4,0,0,0,0,4,"Bacteria"," Firmicutes"," Thermoanaerobacteria"," Caldicellulosiruptorales"," Caldicellulosiraptoraceae"," Caldicellulosiruptor"," "
"e8f83e1cc3e7e3686c1f53772bfb0c5a",0,4,0,0,0,0,0,0,0,4,"Bacteria"," Planctomycetota"," Phycisphaerae"," Phycisphaerales"," Phycisphaeraceae"," CL500-3"," "
"5e160fcb069f0ac9410412d37fae88e0",0,4,0,0,0,0,0,0,0,4,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Cellvibrionaceae"," "," "
"d829bee4984f82ffc2453212157caf96",0,4,0,0,0,0,0,0,0,4,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Xanthobacteraceae"," Bradyrhizobium"," "
"5e23e473f2dd1ade0f91719b45c934b6",0,4,0,0,0,0,0,0,0,4,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Halieaceae"," "," "
"581a55014641e1cd55cdc272c0365a28",0,0,0,0,4,0,0,0,0,4,"Bacteria"," Firmicutes"," Bacilli"," Lactobacillales"," Lactobacillaceae"," Lactobacillus"," Lactobacillus_fermentum"
"72d098f7b8e47b2105bf8adc90bb7171",0,0,0,0,0,4,0,0,0,4,"Bacteria"," Cyanobacteria"," Cyanobacteriia"," Chloroplast"," Chloroplast"," Chloroplast"," "
"201f3e638202f0155077b7ad8124dd81",0,0,0,0,0,4,0,0,0,4,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Alteromonadales"," Colwelliaceae"," Thalassotalea"," uncultured_bacterium"
"931bf16c32086439f09655b848d87174",0,0,0,0,0,0,4,0,0,4,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Moraxellaceae"," "," "
"16066c6c98e9cbd09a46dd8613cdc128",0,0,0,0,0,0,0,4,0,4,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodobacterales"," Rhodobacteraceae"," Amylibacter"," "
"05c2d2963f606b1530be56ab8ce2e427",0,0,0,0,0,0,0,4,0,4,"Bacteria"," Actinobacteriota"," Actinobacteria"," Bifidobacteriales"," Bifidobacteriaceae"," Bifidobacterium"," "
"05d9ee821e8604af471dd2fc5bd4a746",0,0,0,0,0,0,0,0,4,4,"Bacteria"," Firmicutes"," Clostridia"," Lachnospirales"," Lachnospiraceae"," XBB1006"," "
"03ccd199abddc8af61f433775762f174",0,0,0,0,0,0,0,0,4,4,"Bacteria"," Verrucomicrobiota"," Chlamydiae"," Chlamydiales"," Simkaniaceae"," uncultured"," "
"defcb02ec20f29352cb1b1b267f162a4",0,3,0,0,0,0,0,0,0,3,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodospirillales"," AEGEAN-169_marine_group"," AEGEAN-169_marine_group"," uncultured_bacterium"
"4d5ea57ba7338b0aca057fb93a24b82b",0,3,0,0,0,0,0,0,0,3,"Bacteria"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae"," Blastopirellula"," uncultured_bacterium"
"0032f9498596693d022238b1a2c99704",0,0,0,0,3,0,0,0,0,3,"Bacteria"," Nitrospinota"," Nitrospinia"," Nitrospinales"," Nitrospinaceae"," Nitrospina"," uncultured_bacterium"
"35b4930c8ef9b7fa7c378c7f69d1fa09",0,3,0,0,0,0,0,0,0,3,"Bacteria"," Planctomycetota"," OM190"," OM190"," OM190"," OM190"," "
"15e68564d419aeb967715703aeb33143",0,0,0,0,0,3,0,0,0,3,"Bacteria"," NB1-j"," NB1-j"," NB1-j"," NB1-j"," NB1-j"," "
"d42388fc4cf6030ffcd61d83955333c4",0,0,0,0,0,3,0,0,0,3,"Bacteria"," Planctomycetota"," Phycisphaerae"," Phycisphaerales"," Phycisphaeraceae"," CL500-3"," "
"50f786a80458992e14f2f95a6d572bd3",0,0,0,0,3,0,0,0,0,3,"Bacteria"," Bdellovibrionota"," Oligoflexia"," Oligoflexales"," uncultured"," uncultured"," uncultured_bacterium"
"52b9d297c52374778efd28c4be889c99",0,0,0,0,0,3,0,0,0,3,"Bacteria"," Planctomycetota"," 028H05-P-BN-P5"," 028H05-P-BN-P5"," 028H05-P-BN-P5"," 028H05-P-BN-P5"," "
"b584ca9ffae5512e3ee9bdaad713e8ca",3,0,0,0,0,0,0,0,0,3,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," SAR86_clade"," SAR86_clade"," SAR86_clade"," uncultured_marine"
"fc6b2072c3637d733434917292c2a368",0,0,0,0,0,3,0,0,0,3,"Bacteria"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," uncultured_bacterium"
"7d86f9bd02b44f7d0968b26132dc2666",0,0,0,0,3,0,0,0,0,3,"Bacteria"," Myxococcota"," Polyangia"," Polyangiales"," BIrii41"," BIrii41"," "
"c0b2545ebd72bbcb4101b5894aa2713f",0,0,0,0,3,0,0,0,0,3,"Bacteria"," Bacteroidota"," Bacteroidia"," Cytophagales"," Cyclobacteriaceae"," Reichenbachiella"," "
"6dd62fbc2ccae6b257ceb97961eb1a4d",0,3,0,0,0,0,0,0,0,3,"Bacteria"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae"," Rubripirellula"," "
"b1fd27acc7198772fb159e263d002d1d",0,0,0,3,0,0,0,0,0,3,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Spongiibacteraceae"," BD1-7_clade"," "
"ea035d462fc4269a7ea3e4e9b40cc438",0,0,0,0,3,0,0,0,0,3,"Bacteria"," Planctomycetota"," Phycisphaerae"," Phycisphaerales"," Phycisphaeraceae"," Urania-1B-19_marine_sediment_group"," "
"94e8e1ede567940fa39d9e23cd75d829",0,0,0,0,3,0,0,0,0,3,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Neisseriaceae"," Conchiformibius"," Conchiformibius_steedae"
"207b03a5f0ad97fda75edb0534f7678c",0,0,0,0,0,3,0,0,0,3,"Unassigned"," "," "," "," "," "," "
"ae9844b5c9322cd3b44c33f85ef40d5f",0,0,0,0,0,3,0,0,0,3,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Caulobacterales"," Hyphomonadaceae"," Hellea"," "
"131345e7d6d8a62be6e8c4c8d93ca270",0,2,0,0,0,0,0,0,0,2,"Bacteria"," Planctomycetota"," OM190"," OM190"," OM190"," OM190"," "
"dbbfb08d15f48f9778d531b1cc56b930",0,0,0,0,0,2,0,0,0,2,"Bacteria"," Desulfobacterota"," Desulfuromonadia"," Bradymonadales"," Bradymonadales"," Bradymonadales"," "
"70037dd1ceed2ad627622e1fc1211304",0,2,0,0,0,0,0,0,0,2,"Bacteria"," Verrucomicrobiota"," Lentisphaeria"," Victivallales"," "," "," "
"afaab28f537a72577d22fb00949df1f6",0,0,0,0,0,2,0,0,0,2,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Comamonadaceae"," Polaromonas"," "
"614f4c819bc71ecb406c7b7352ccda53",0,0,0,0,0,0,0,2,0,2,"Bacteria"," Firmicutes"," Clostridia"," Lachnospirales"," Lachnospiraceae"," Lachnospiraceae_NK4A136_group"," uncultured_bacterium"
