"ASV","20190226_EB","CN18FESPkoa_SC1","CN18FESPkoa_SC59","CN18S_koa3G_SC29","CN18S_koa3G_SC30","CN18S_koa3G_SC31","CN18S_koa3G_SC57","CN18S_koa3G_SC58","CN18S_koa3G_SC59","rowsum","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"64fa8f44af48a77d3c4a6533c6d78058",0,20,0,0,0,0,0,0,0,20,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Alteromonadales"," Colwelliaceae"," Thalassotalea"," "
"e0daf7fb23a3e9053c033115b7fd9674",0,0,0,0,0,19,0,0,0,19,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Halieaceae"," Luminiphilus"," "
"c8e360969108fa2125a3d56eb4dad24f",6,0,0,8,4,0,0,0,0,18,"Bacteria"," Actinobacteriota"," Acidimicrobiia"," Actinomarinales"," Actinomarinaceae"," Candidatus_Actinomarina"," uncultured_marine"
"4bbec3bb723375416616a87d785ac74a",0,9,0,0,0,9,0,0,0,18,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodobacterales"," Rhodobacteraceae"," Amylibacter"," "
"7d90d5ed128c6d4519c33e4e5b4deda9",0,9,0,0,0,9,0,0,0,18,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Crocinitomicaceae"," Fluviicola"," "
"5a8b8ceff5948380aa9dadf9bd73c79a",0,0,0,0,0,18,0,0,0,18,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," OM182_clade"," OM182_clade"," OM182_clade"," "
"555b33eb3c6ce5539cd445d2eb736bd1",0,0,0,0,0,18,0,0,0,18,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodobacterales"," Rhodobacteraceae"," "," "
"69ce99944cbb9f2afb4f08bd589cd78c",0,0,0,0,0,18,0,0,0,18,"Bacteria"," Cyanobacteria"," Cyanobacteriia"," Chloroplast"," Chloroplast"," Chloroplast"," "
"453d6310fbbb1a57f55f4b4ad4f5852d",0,0,0,9,9,0,0,0,0,18,"Bacteria"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Saprospiraceae"," Aureispira"," "
"196677adb3f60a76f2d902bce7f649b6",18,0,0,0,0,0,0,0,0,18,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," Flavobacterium"," Flavobacterium_sp."
"48d167e255c1e17c6fb473c14da98c1d",18,0,0,0,0,0,0,0,0,18,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Rhizobiaceae"," Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"," Rhizobium_sp."
"0d2381ae24d433bbe2c424474b6adbb8",0,0,0,18,0,0,0,0,0,18,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," Polaribacter"," "
"7857d3187944415a804e443783213d31",0,0,0,0,0,17,0,0,0,17,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Oceanospirillales"," Pseudohongiellaceae"," Pseudohongiella"," uncultured_marine"
"ee6b5cdb40d67975c589a6b57f107d63",0,17,0,0,0,0,0,0,0,17,"Bacteria"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Saprospiraceae"," uncultured"," "
"516a67156dacfa4341327a7e2a22f877",8,0,0,0,0,0,9,0,0,17,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Geobacillus"," Geobacillus_stearothermophilus"
"1c0640727449285edabbda36ba0d8d8e",0,16,0,0,0,0,0,0,0,16,"Bacteria"," Cyanobacteria"," Cyanobacteriia"," Synechococcales"," Cyanobiaceae"," Synechococcus_CC9902"," "
"8fb4413ed236cf03df5e94100c843f31",0,0,0,0,16,0,0,0,0,16,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," NS9_marine_group"," NS9_marine_group"," "
"acdc4f302ddfcdb282f60e732b1e2737",0,0,0,9,0,7,0,0,0,16,"Bacteria"," Verrucomicrobiota"," Verrucomicrobiae"," Verrucomicrobiales"," Rubritaleaceae"," Rubritalea"," uncultured_bacterium"
"0fe60d6e5132c2d1f7a21b7f8cb69038",0,16,0,0,0,0,0,0,0,16,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," Pseudofulvibacter"," "
"0dd12fd071ed3a3cd713413eaf25ec56",0,16,0,0,0,0,0,0,0,16,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Cellvibrionaceae"," Aestuariicella"," "
"a30697dd9e9f5f6cc44fac2a2869b6e4",0,0,0,0,0,16,0,0,0,16,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Vibrionales"," Vibrionaceae"," Vibrio"," Vibrio_tapetis"
"77ba425e2961f299d8d7b83922702d85",0,15,0,0,0,0,0,0,0,15,"Bacteria"," Cyanobacteria"," Cyanobacteriia"," Chloroplast"," Chloroplast"," Chloroplast"," uncultured_bacterium"
"d15bc449222795a9ff230013aa633686",0,0,0,0,0,0,3,10,2,15,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Moraxellaceae"," Acinetobacter"," "
"f84a5455a4f6fb3979f21796cdff4da4",15,0,0,0,0,0,0,0,0,15,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Caulobacterales"," Caulobacteraceae"," Brevundimonas"," Brevundimonas_sp."
"0677e084aec8f5a05bda75179cc2e312",0,0,0,0,0,15,0,0,0,15,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Vibrionales"," Vibrionaceae"," uncultured"," Paraphotobacterium_marinum"
"5a1b35d657cec6d9831458529d98be2d",0,0,0,14,0,0,0,0,0,14,"Bacteria"," Cyanobacteria"," Cyanobacteriia"," Chloroplast"," Chloroplast"," Chloroplast"," "
"92f1720367db58c68a96eceb9feb416a",0,0,0,7,0,0,7,0,0,14,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Beijerinckiaceae"," Methylobacterium-Methylorubrum"," "
"0562e97bf8665edd5ae85899297a44a8",0,0,0,14,0,0,0,0,0,14,"Bacteria"," Deinococcota"," Deinococci"," Thermales"," Thermaceae"," Thermus"," "
"3e51b0fac906c035976041a2fdd9691a",0,14,0,0,0,0,0,0,0,14,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodospirillales"," Thalassospiraceae"," Thalassospira"," "
"38d92afaf362fa03e3d60c6e1cbcc941",0,0,0,0,0,14,0,0,0,14,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," Polaribacter"," "
"8135beec331a8d558070c38b580e4b8e",0,0,0,0,0,0,14,0,0,14,"Bacteria"," Firmicutes"," Clostridia"," Oscillospirales"," Ruminococcaceae"," Ruminococcus"," uncultured_bacterium"
"4cb4b3b897dd36f45699450b88e280f8",0,0,0,0,0,13,0,0,0,13,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Cellvibrionaceae"," uncultured"," "
"945184b6386c192c0066e0a98a154780",0,0,0,0,13,0,0,0,0,13,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacterales"," Enterobacteriaceae"," Enterobacter"," "
"d83f60183d81253a505beaeef3cd168f",0,0,0,10,3,0,0,0,0,13,"Bacteria"," Actinobacteriota"," Actinobacteria"," Micrococcales"," Micrococcaceae"," Rothia"," uncultured_bacterium"
"46be1a166af8afcceeb6608e763d9d9a",0,0,0,0,0,13,0,0,0,13,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Alteromonadales"," Alteromonadaceae"," Paraglaciecola"," "
"b3f5b9373551f7f7505447c5f2564496",0,13,0,0,0,0,0,0,0,13,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Oceanospirillales"," Saccharospirillaceae"," Oleispira"," "
"94d26de262080dee53f5ec4477aacb02",0,13,0,0,0,0,0,0,0,13,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Cellvibrionaceae"," "," "
"09685b5dcf34a3a4d3b10b63c04e9c9f",0,0,0,0,13,0,0,0,0,13,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Spongiibacteraceae"," BD1-7_clade"," "
"c6c3ab4e828fb40d6e05967b7aac9338",0,0,0,0,0,12,0,0,0,12,"Bacteria"," Firmicutes"," Clostridia"," Lachnospirales"," Lachnospiraceae"," Blautia"," "
"67e57538490df3cd9ed3ae7587be27ac",0,0,0,0,4,0,0,0,8,12,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Rhodocyclaceae"," Dechloromonas"," "
"7f2c0d0a29e4e27b8204e5893bc316ad",0,0,0,12,0,0,0,0,0,12,"Bacteria"," Actinobacteriota"," Actinobacteria"," Micrococcales"," Microbacteriaceae"," Leucobacter"," "
"dcdedcf206915b0a9c4d8202cb95c0b5",0,0,0,0,12,0,0,0,0,12,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacterales"," Enterobacteriaceae"," Enterobacter"," "
"230c5d4144a8a1949286d5062f5f1730",0,0,0,0,12,0,0,0,0,12,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Cryomorphaceae"," Vicingus"," uncultured_bacterium"
"5f6ce86d66d483cb884c8f41c60118da",11,0,0,0,0,0,0,0,0,11,"Bacteria"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," uncultured_bacterium"
"1d669aacc3d1cc0ab4ed1df1d2dcd103",0,0,0,0,0,11,0,0,0,11,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Oceanospirillales"," Kangiellaceae"," Aliikangiella"," uncultured_bacterium"
"55aa6573f62dfd0b1ad8ec02c1876874",11,0,0,0,0,0,0,0,0,11,"Bacteria"," Bdellovibrionota"," Bdellovibrionia"," Bacteriovoracales"," Bacteriovoracaceae"," Peredibacter"," "
"29cc023aebc585ecd2bf6fae8230e8cc",0,11,0,0,0,0,0,0,0,11,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," "," "
"2eb220cbd3c451fea03025ca64ad375a",0,0,0,0,11,0,0,0,0,11,"Bacteria"," Deinococcota"," Deinococci"," Deinococcales"," Deinococcaceae"," Deinococcus"," Deinococcus_geothermalis"
"58e281f98f1b1429997870aae16b8231",0,0,0,0,11,0,0,0,0,11,"Bacteria"," Patescibacteria"," Gracilibacteria"," JGI_0000069-P22"," JGI_0000069-P22"," JGI_0000069-P22"," "
"ce34904a9c76397224328e6c6290b5dc",0,0,0,0,0,11,0,0,0,11,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Alteromonadales"," Colwelliaceae"," Colwellia"," "
"9ee8cfa3e2c4643f5de1f0f3151a9ed6",10,0,0,0,0,0,0,0,0,10,"Bacteria"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," Marinimicrobia_(SAR406_clade)"," "
"ba4cf1b625caee747f23d5687f063458",0,0,0,0,10,0,0,0,0,10,"Bacteria"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Saprospiraceae"," Aureispira"," "
"557d923b771ffccf23232435947560e5",0,0,0,0,0,10,0,0,0,10,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Spongiibacteraceae"," BD1-7_clade"," uncultured_bacterium"
"616996b708fff13f5146961f7ab1d376",0,0,0,0,0,10,0,0,0,10,"Bacteria"," Planctomycetota"," OM190"," OM190"," OM190"," OM190"," "
"e6d20ebb2a7d177202a95811a987189c",0,0,0,0,10,0,0,0,0,10,"Bacteria"," Cyanobacteria"," Cyanobacteriia"," Chloroplast"," Chloroplast"," Chloroplast"," "
"f9dee6887f8b38374ef6e82bbec7f9c3",0,10,0,0,0,0,0,0,0,10,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Crocinitomicaceae"," Fluviicola"," uncultured_bacterium"
"86b8ae6f51d8820b3c3449115b757e89",0,0,0,10,0,0,0,0,0,10,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodobacterales"," Rhodobacteraceae"," "," "
"cc6b261e10b7521da1762b64c7b66f20",0,0,0,0,0,10,0,0,0,10,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Caulobacterales"," Hyphomonadaceae"," Maricaulis"," "
"41e48cb4278c5243132d0890ba865c05",0,10,0,0,0,0,0,0,0,10,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodobacterales"," Rhodobacteraceae"," Limimaricola"," "
"e70f1b98c88940159d67371b3b23f15e",0,0,0,0,0,10,0,0,0,10,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Alteromonadales"," Colwelliaceae"," Colwellia"," "
"2f6933e38aaa156e1cff2c27c9fc4c43",0,0,0,0,0,10,0,0,0,10,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," Kordia"," "
"fcd4f1369a7e61e6dfda99e1710ccc16",0,9,0,0,0,0,0,0,0,9,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Methylophilaceae"," OM43_clade"," "
"21703465b5552a42dbb5a6bb337029e5",0,0,0,0,9,0,0,0,0,9,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," NS9_marine_group"," NS9_marine_group"," "
"65641452be75528754b5ae258ba661c1",0,0,0,0,0,0,9,0,0,9,"Bacteria"," Firmicutes"," Bacilli"," Lactobacillales"," Aerococcaceae"," Aerococcus"," "
"becc8fc13debcfd515a4c127da646f41",0,9,0,0,0,0,0,0,0,9,"Bacteria"," Bacteroidota"," Bacteroidia"," Cytophagales"," Cyclobacteriaceae"," Algoriphagus"," "
"a8e53bd66879cd51ecb4e7daf552accb",9,0,0,0,0,0,0,0,0,9,"Bacteria"," Actinobacteriota"," Actinobacteria"," Bifidobacteriales"," Bifidobacteriaceae"," Gardnerella"," Gardnerella_vaginalis"
"5fe8a79baa0e9601bc73ff3938dbf497",9,0,0,0,0,0,0,0,0,9,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Sphingomonadales"," Sphingomonadaceae"," Sphingobium"," "
"33f99a2951a5053c36c8db837ba6cff9",9,0,0,0,0,0,0,0,0,9,"Bacteria"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales"," Omnitrophaceae"," Candidatus_Omnitrophus"," uncultured_bacterium"
"734ccbea39a486c862781ba12af429e6",0,9,0,0,0,0,0,0,0,9,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Spongiibacteraceae"," Spongiibacter"," "
"380ef192275401ebb2f90ac8b1eeb22a",0,0,0,0,0,0,9,0,0,9,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Geobacillus"," "
"64376b778ae398e5c11ba96719f9d8ae",0,0,0,0,0,0,0,8,0,8,"Bacteria"," Cyanobacteria"," Cyanobacteriia"," Chloroplast"," Chloroplast"," Chloroplast"," "
"019ffc359bf4e0393e59d3986e5eac1c",0,0,0,8,0,0,0,0,0,8,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," Mesoflavibacter"," "
"55bd346f56f1ebb7e5dbc4dc20105ec1",0,0,0,0,0,8,0,0,0,8,"Bacteria"," Verrucomicrobiota"," Verrucomicrobiae"," Opitutales"," Puniceicoccaceae"," Lentimonas"," uncultured_marine"
"46fa1e054fa119c56c7fa89e77a72af6",8,0,0,0,0,0,0,0,0,8,"Bacteria"," Bacteroidota"," Bacteroidia"," Sphingobacteriales"," env.OPS_17"," env.OPS_17"," uncultured_bacterium"
"f1b09fd2c7c2248c545068755bb00712",0,8,0,0,0,0,0,0,0,8,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Micavibrionales"," Micavibrionaceae"," uncultured"," uncultured_bacterium"
"46b50a46146112d2585961248146a612",0,8,0,0,0,0,0,0,0,8,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodobacterales"," Rhodobacteraceae"," Limimaricola"," "
"65f9c4fd5a84479707002fd015bf0a45",0,8,0,0,0,0,0,0,0,8,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," "," "," "," "
"9dc2716611a032ec1e5fc183d872c332",0,8,0,0,0,0,0,0,0,8,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodospirillales"," Terasakiellaceae"," Terasakiella"," "
"3d5baff45729bf2214074c2e9f77ad10",0,0,0,8,0,0,0,0,0,8,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Moraxellaceae"," Acinetobacter"," "
"89888604a1053fec51e2a3661d17b07e",0,0,0,0,8,0,0,0,0,8,"Bacteria"," Chloroflexi"," KD4-96"," KD4-96"," KD4-96"," KD4-96"," uncultured_bacterium"
"0b731dc64229706e65449d8c87229359",0,0,0,0,8,0,0,0,0,8,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Vibrionales"," Vibrionaceae"," Enterovibrio"," "
"f3eebf139d1c3ca5d61eb657e22b41d8",0,0,0,0,0,0,0,8,0,8,"Bacteria"," Firmicutes"," Bacilli"," Lactobacillales"," Enterococcaceae"," Tetragenococcus"," Tetragenococcus_halophilus"
"5fa36bf0aa2381ae4e5d0d1b7fd2f2d3",0,0,0,0,0,0,0,8,0,8,"Bacteria"," Firmicutes"," Bacilli"," Lactobacillales"," Streptococcaceae"," Streptococcus"," "
"495c1bd1608a1dad54d3e2824ce899ef",7,0,0,0,0,0,0,0,0,7,"Archaea"," Crenarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae"," Candidatus_Nitrosopumilus"," uncultured_archaeon"
"041792056bd7be0d5d925d8a6546e833",0,7,0,0,0,0,0,0,0,7,"Archaea"," Crenarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae"," Candidatus_Nitrosopumilus"," "
"ae1c8acafd0f5311b02ff603be1d9aa0",0,7,0,0,0,0,0,0,0,7,"Bacteria"," Verrucomicrobiota"," Verrucomicrobiae"," Verrucomicrobiales"," Rubritaleaceae"," Roseibacillus"," "
"e93ecb09fa8a36e95c47be4d8ff628e1",0,7,0,0,0,0,0,0,0,7,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," UBA10353_marine_group"," UBA10353_marine_group"," UBA10353_marine_group"," "
"6f4e8d53540daa897094612f2e212f68",0,7,0,0,0,0,0,0,0,7,"Bacteria"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Saprospiraceae"," uncultured"," "
"cbf645f6b435b80c774b23a8c325100d",0,0,0,0,7,0,0,0,0,7,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," NS9_marine_group"," NS9_marine_group"," "
"579ddae324b26892bed7de1c7a8ca7da",0,0,0,0,0,7,0,0,0,7,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," UBA10353_marine_group"," UBA10353_marine_group"," UBA10353_marine_group"," uncultured_bacterium"
"7243e728fc01f0800d167b0bff079fd3",0,0,0,0,0,7,0,0,0,7,"Bacteria"," Bdellovibrionota"," Bdellovibrionia"," Bacteriovoracales"," Bacteriovoracaceae"," Halobacteriovorax"," "
"5da8dd7b442681c297e5a98c13bdc4b4",0,0,0,0,0,7,0,0,0,7,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," NS7_marine_group"," NS7_marine_group"," uncultured_bacterium"
"1735122f6452284cae1574c71c9a6eec",0,0,0,0,0,0,0,7,0,7,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Aeribacillus"," "
"fd496fd32dc8c08ade2e8b6c9d8ee13d",0,0,0,7,0,0,0,0,0,7,"Bacteria"," Firmicutes"," Bacilli"," Lactobacillales"," Streptococcaceae"," Streptococcus"," Streptococcus_salivarius"
"869c8de7f8f025cf1dd509a538ec6640",0,0,0,0,0,7,0,0,0,7,"Bacteria"," Bdellovibrionota"," Bdellovibrionia"," Bacteriovoracales"," Bacteriovoracaceae"," Peredibacter"," "
"2ed88e616c155c875b46f151b5767338",0,0,0,0,0,7,0,0,0,7,"Bacteria"," Campilobacterota"," Campylobacteria"," Campylobacterales"," Arcobacteraceae"," uncultured"," uncultured_bacterium"
"c61a2a459b873a06b858ad3dd43f8e5b",0,0,0,0,0,0,0,7,0,7,"Bacteria"," Firmicutes"," Thermoanaerobacteria"," Caldicellulosiruptorales"," Caldicellulosiraptoraceae"," Caldicellulosiruptor"," "
"eeb9042c44c08519d02fc21d1d434433",0,0,0,0,0,0,0,7,0,7,"Bacteria"," Firmicutes"," Clostridia"," Peptostreptococcales-Tissierellales"," Peptostreptococcaceae"," Romboutsia"," "
"8a44a4e06b1a74f11ee8e2686464e0d5",0,0,0,0,4,0,0,0,2,6,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodobacterales"," Rhodobacteraceae"," Planktomarina"," "
"cb5ec78471cee394f3979e8918c5af2b",0,0,0,0,6,0,0,0,0,6,"Bacteria"," Cyanobacteria"," Cyanobacteriia"," Chloroplast"," Chloroplast"," Chloroplast"," uncultured_bacterium"
"b3d73b5df65928a4f8c59f2eb7dcd58b",0,0,0,0,0,6,0,0,0,6,"Bacteria"," Verrucomicrobiota"," Verrucomicrobiae"," Verrucomicrobiales"," Rubritaleaceae"," Roseibacillus"," "
"89e4b801c46c06154706c5bcbe846ce0",0,0,0,0,0,6,0,0,0,6,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," NS9_marine_group"," NS9_marine_group"," "
"4e0f03ee3f3935bde66207bf3654005e",0,0,0,0,0,6,0,0,0,6,"Bacteria"," Verrucomicrobiota"," Verrucomicrobiae"," Arctic97B-4_marine_group"," Arctic97B-4_marine_group"," Arctic97B-4_marine_group"," uncultured_bacterium"
"2335d8abf4463bbd6a75d8ddd86e6315",0,6,0,0,0,0,0,0,0,6,"Bacteria"," Verrucomicrobiota"," Verrucomicrobiae"," Opitutales"," Puniceicoccaceae"," Lentimonas"," "
"2a508f70a8f52033d3d6cb8204bd5fe7",0,6,0,0,0,0,0,0,0,6,"Bacteria"," Planctomycetota"," OM190"," OM190"," OM190"," OM190"," uncultured_bacterium"
"b640a831f0c28e6d60ba3f6b278f38fa",0,0,0,0,0,6,0,0,0,6,"Bacteria"," Verrucomicrobiota"," Verrucomicrobiae"," Verrucomicrobiales"," Rubritaleaceae"," Persicirhabdus"," uncultured_bacterium"
"f7e80d8a8a88ee12a62cbb6b04b1bdac",0,0,0,0,0,0,0,6,0,6,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," SAR11_clade"," Clade_I"," Clade_Ia"," "
"c2fc01869143c8ead8a76efe3ddb966b",0,0,0,0,0,0,0,0,6,6,"Bacteria"," Firmicutes"," Bacilli"," Lactobacillales"," Enterococcaceae"," Tetragenococcus"," Tetragenococcus_halophilus"
"a22c8ef72659b99e76dd5d4ec6b37843",6,0,0,0,0,0,0,0,0,6,"Bacteria"," Actinobacteriota"," Coriobacteriia"," Coriobacteriales"," Atopobiaceae"," Atopobium"," "
"b25042e177d93328dacdc1dbb769dab1",0,6,0,0,0,0,0,0,0,6,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Xanthomonadales"," Xanthomonadaceae"," Pseudoxanthomonas"," "
"4c60791cd348e3eb3c5dd4505faa28f0",0,6,0,0,0,0,0,0,0,6,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," NS9_marine_group"," NS9_marine_group"," uncultured_marine"
"92886da043b3cfb88c385fc9b72752d5",0,0,0,0,6,0,0,0,0,6,"Bacteria"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Chitinophagaceae"," uncultured"," uncultured_bacterium"
"6360f20f11f29bbb5911ec5bda6768cc",0,0,0,0,6,0,0,0,0,6,"Bacteria"," Actinobacteriota"," Actinobacteria"," Micrococcales"," Cellulomonadaceae"," Pseudactinotalea"," "
"52bcc677a9429381325d8cba44f87b89",0,0,0,0,0,6,0,0,0,6,"Bacteria"," Myxococcota"," Myxococcia"," Myxococcales"," Myxococcaceae"," P3OB-42"," uncultured_bacterium"
"c97ea25ba069877eac769cb05968724c",0,0,0,0,0,0,6,0,0,6,"Bacteria"," Firmicutes"," Clostridia"," Clostridia_UCG-014"," Clostridia_UCG-014"," Clostridia_UCG-014"," uncultured_bacterium"
"1465263a45b13a1177d289dc021156d1",0,0,0,0,0,0,6,0,0,6,"Bacteria"," Firmicutes"," Clostridia"," Clostridiales"," Clostridiaceae"," "," "
"ad16b779f2ec6d8afc200de7c5d2f39a",0,0,0,0,0,0,0,6,0,6,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Sphingomonadales"," Sphingomonadaceae"," Sphingopyxis"," "
"6112d362565c5797eb555106a550d353",0,0,0,0,0,0,0,0,6,6,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Cellvibrionaceae"," Cellvibrio"," uncultured_bacterium"
"9e1443d204c8febad33372ad6ae2015d",0,5,0,0,0,0,0,0,0,5,"Bacteria"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae"," uncultured"," "
"b632f1471fdbc48a83f80b09ee9ea027",0,0,0,0,0,5,0,0,0,5,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Nitrosococcales"," Methylophagaceae"," uncultured"," "
"aba1f4c3aac94b38f14cad917cbf0e93",0,0,0,0,0,5,0,0,0,5,"Bacteria"," Planctomycetota"," OM190"," OM190"," OM190"," OM190"," uncultured_bacterium"
"ed565b271e6416f9c7eaeba653a384f8",0,0,0,0,0,5,0,0,0,5,"Bacteria"," Cyanobacteria"," Cyanobacteriia"," Chloroplast"," Chloroplast"," Chloroplast"," uncultured_bacterium"
"e710b8ac685f11cc7c09374158f8e5f0",0,0,0,0,0,5,0,0,0,5,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Cellvibrionales"," Spongiibacteraceae"," BD1-7_clade"," "
"76ff56adf5a8f60da6894bf988d75c28",0,0,0,0,0,5,0,0,0,5,"Bacteria"," Fibrobacterota"," Fibrobacteria"," Fibrobacterales"," Fibrobacteraceae"," uncultured"," uncultured_microorganism"
"e86aff9d83cae9a0a12ce9418a82f731",0,5,0,0,0,0,0,0,0,5,"Bacteria"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Cryomorphaceae"," NS10_marine_group"," "
"736e6dd8d2bc9932b7ea59fa4dc45798",0,0,0,0,0,5,0,0,0,5,"Bacteria"," Planctomycetota"," OM190"," OM190"," OM190"," OM190"," uncultured_bacterium"
"f988d7b8d97f8fd37d19493d5ad21aa9",0,0,0,0,0,5,0,0,0,5,"Bacteria"," Bdellovibrionota"," Bdellovibrionia"," Bdellovibrionales"," Bdellovibrionaceae"," OM27_clade"," uncultured_marine"
"d7348b86110af99c20176a0c0aa0697a",0,0,0,0,0,2,0,0,3,5,"Bacteria"," Cyanobacteria"," Vampirivibrionia"," Obscuribacterales"," Obscuribacteraceae"," Candidatus_Obscuribacter"," uncultured_bacterium"
"4ad8db20b074326a0cf62c3f373ebd63",0,0,0,0,0,0,5,0,0,5,"Bacteria"," Actinobacteriota"," Actinobacteria"," Corynebacteriales"," Corynebacteriaceae"," Corynebacterium"," "
"f2b1085884a3beddee34ab92b75083ce",0,0,0,0,0,0,5,0,0,5,"Bacteria"," Cyanobacteria"," Cyanobacteriia"," Chloroplast"," Chloroplast"," Chloroplast"," "
"ff5a61445b5934a14903e4c8e17edcca",0,0,0,0,0,4,0,0,0,4,"Bacteria"," Cyanobacteria"," Cyanobacteriia"," Chloroplast"," Chloroplast"," Chloroplast"," uncultured_bacterium"
