"ASV","20180724_EB_Y","20180802_EB_Y","20180815_EB_Y","20180908_CB_GG","20180909_CB_GG","20180910_CB_GG","20181211_EB_FF","20181212_EB_FF","20181218_EB_FF","20190619_EB_GG","CN18FESPkoa_SC1_FF","CN18FESPkoa_SC59_FF","CN18S_koa3G_SC29_FF","CN18S_koa3G_SC30_FF","CN18S_koa3G_SC31_FF","CN18S_koa3G_SC57_FF","CN18S_koa3G_SC58_FF","CN18S_koa3G_SC59_FF","pcr_blank_1_FF","pcr_blank_2_FF","pcr_blank_3_FF","pcrblank_1_GG","pcrblank_1_Y","pcrblank_2_GG","pcrblank_2_Y","pcrblank_3_GG","pcrblank_3_Y","rowsum","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_40565",0,0,0,0,0,0,0,0,26,0,0,143999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144025,"Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Moerisiidae","g_","s_"
"ASV_9138",0,0,0,0,0,0,123807,0,0,0,0,0,1,8,2,0,0,0,8,19,8,0,0,0,0,0,0,123853,"Eukaryota","Oomycota","Oomycetes","unknown","unknown","g_","s_"
"ASV_8839",0,0,0,0,0,0,0,8,92159,0,0,44,0,0,4,6,6,1,0,0,0,0,0,0,0,0,0,92228,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Braconidae","g_","s_"
"ASV_9059",0,0,0,0,0,0,0,0,0,0,38,4,0,1,0,706,3,79099,0,0,0,0,0,0,1,0,0,79852,"Eukaryota","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","g_","s_"
"ASV_45529",0,0,0,3,56463,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56468,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_40567",0,0,0,0,0,0,4,0,1,0,0,0,0,53862,5,5,2,1,2,3,6,0,0,0,0,0,0,53891,"Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Moerisiidae","g_","s_"
"ASV_8251",1,0,0,1,2,0,0,5,1,0,22,13,49608,0,7,6,1,2,6,1,5,0,4,0,0,1,3,49689,"Eukaryota","Haptophyta","Haptophyta","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis globosa"
"ASV_8431",0,0,0,0,0,0,0,0,0,0,38595,0,509,0,2,0,3,0,0,0,0,0,0,0,0,0,0,39109,"Eukaryota","unknown","unknown","Longamoebia","Acanthamoebidae","g_","s_"
"ASV_40569",0,0,0,0,0,0,0,0,38673,0,0,23,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,38700,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Monomorium","Monomorium bicolor complex BOLD:AAB9999"
"ASV_40570",0,0,0,0,0,0,37446,0,0,0,0,0,1,6,0,0,0,0,1,7,1,0,0,0,0,0,0,37462,"Eukaryota","Ochrophyta","Phaeophyceae","Ectocarpales","Scytosiphonaceae","g_","s_"
"ASV_629",3,3,8,0,0,0,0,1,2,5,13,6,0,2,36816,4,1,1,1,3,2,2,5,0,3,1,4,36886,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_8261",0,0,0,0,0,0,0,0,0,35204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35205,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens"
"ASV_45531",0,0,0,1,35098,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35104,"Eukaryota","Arthropoda","Insecta","Diptera","unassigned","g_","s_"
"ASV_8681",0,0,0,0,0,0,0,0,0,0,34505,0,0,0,188,0,1,0,0,0,0,0,0,0,0,0,0,34694,"Eukaryota","Gastrotricha","unknown","Macrodasyida","Macrodasyidae","Urodasys","s_"
"ASV_45532",0,0,0,0,0,0,0,0,0,33988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33988,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_40571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30780,2,2,0,0,0,0,0,0,0,0,0,0,30784,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_8773",15,6,26522,0,1,0,0,0,0,0,40,1,0,1,36,5,10,6,2,0,0,0,1,0,0,1,1,26648,"Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Sphaeronectidae","Sphaeronectes","Sphaeronectes gracilis"
"ASV_8291",2,0,0,0,0,0,0,0,0,0,0,0,0,8,26245,2,0,0,0,0,0,0,0,0,0,0,0,26257,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","Acartia californiensis"
"ASV_46",2551,1,0,4886,0,0,0,1,42,0,2648,3,718,9804,505,1,2,0,0,0,0,0,0,0,0,0,0,21162,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_44435",0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6,20074,6,0,0,0,0,0,0,0,0,0,20090,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4914",0,0,0,0,0,0,0,0,0,0,962,0,0,0,3,1,16620,57,0,1,1,0,0,0,0,0,0,17645,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","unassigned"
"ASV_40575",0,0,0,0,0,0,0,2,0,0,0,0,14640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14642,"unassigned","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_45537",0,0,0,14261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14262,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_8246",0,0,0,0,1,1,1,2,0,0,4,4,11746,0,15,2,14,4,3,1,3,0,1,0,2,0,0,11804,"Eukaryota","Ochrophyta","Phaeophyceae","Sphacelariales","Sphacelariaceae","g_","s_"
"ASV_31719",1,0,11443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11444,"Eukaryota","Cnidaria","Hydrozoa","Leptothecata","unassigned","g_","s_"
"ASV_40580",0,0,0,0,0,0,2,0,0,0,0,0,0,8887,2,0,0,1,0,0,0,0,0,0,0,0,0,8892,"Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Moerisiidae","g_","s_"
"ASV_8248",1,0,7,0,0,1,0,0,0,0,13,1,4,2,8235,1,5,10,0,0,6,0,0,0,0,0,2,8288,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_605",0,0,0,0,0,0,0,0,0,0,348,0,7142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7490,"Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_14558",0,0,0,0,0,0,0,0,6031,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6035,"Eukaryota","Arthropoda","Insecta","unassigned","unassigned","g_","s_"
"ASV_28239",1,0,5128,0,0,0,0,0,0,0,14,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,5503,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_40587",0,0,0,0,0,0,0,0,0,0,5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5095,"Eukaryota","Gastrotricha","unknown","Macrodasyida","Macrodasyidae","Urodasys","s_"
"ASV_40588",0,0,0,0,0,0,0,0,0,0,0,0,0,4989,0,0,0,0,0,1,5,0,0,0,0,0,0,4995,"unassigned","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_12705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4865,0,0,0,0,0,0,0,0,0,2,0,3,4870,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia setigera"
"ASV_12539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4622,0,0,0,0,0,0,0,0,0,1,0,1,4624,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia setigera"
"ASV_45548",0,0,0,0,0,0,0,0,0,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4611,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_31751",0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,1,0,0,0,0,0,0,4067,0,0,4254,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_472",0,0,0,0,0,0,0,0,0,0,4217,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4220,"Eukaryota","unknown","unknown","Bicosoecida","Cafeteriaceae","Cafeteria","s_"
"ASV_31756",0,3699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3699,"Eukaryota","Bacillariophyta","unassigned","unassigned","unassigned","g_","s_"
"ASV_48",0,0,0,0,1,0,0,3,3,1,3545,10,31,3,12,7,1,2,0,0,0,2,2,1,0,0,1,3625,"Eukaryota","Haptophyta","Haptophyta","Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi"
"ASV_44436",0,0,0,0,0,0,0,0,0,0,0,3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3474,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_44437",0,0,0,0,0,0,0,0,0,0,0,3470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3470,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_40591",0,0,0,0,0,0,0,0,3029,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3034,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Braconidae","g_","s_"
"ASV_8225",4,1,0,1,4,2,4,4,6,7,1996,16,814,5,6,0,10,0,2,2,2,5,1,3,1,1,9,2906,"Eukaryota","Haptophyta","Haptophyta","Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi"
"ASV_1130",0,10,3,0,0,0,1,4,2,1,75,6,1,0,2522,0,6,0,5,3,3,0,0,0,0,0,7,2649,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_31763",0,0,2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541,"Eukaryota","Ascomycota","Dothideomycetes","unassigned","unassigned","g_","s_"
"ASV_45561",0,0,0,0,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440,"Eukaryota","Porifera","Demospongiae","unassigned","unassigned","g_","s_"
"ASV_31770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198,0,0,2198,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_9559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,0,2013,"Eukaryota","Bacillariophyta","Fragilariophyceae","Thalassionemales","Thalassionemataceae","g_","s_"
"ASV_40600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1951,0,0,0,0,0,0,0,0,0,1965,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","unassigned"
"ASV_40602",0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1951,"Eukaryota","Oomycota","Oomycetes","unknown","unknown","g_","s_"
"ASV_21529",0,0,0,0,0,0,0,0,0,0,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818,"Eukaryota","Gastrotricha","unknown","Macrodasyida","Macrodasyidae","g_","s_"
"ASV_40595",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,0,0,0,0,1775,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_40606",0,0,0,0,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1775,"Eukaryota","Oomycota","Oomycetes","unassigned","unassigned","g_","s_"
"ASV_44440",0,0,0,0,0,0,0,0,0,0,0,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_45572",0,0,0,0,0,0,0,0,0,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_9555",0,0,0,0,0,0,0,0,4,0,0,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630,"Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Moerisiidae","g_","s_"
"ASV_45579",0,0,0,0,0,0,0,0,0,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_821",0,0,0,0,0,0,0,0,0,0,18,0,0,0,972,0,0,0,0,0,0,0,0,0,0,406,0,1396,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_40613",0,0,0,0,0,0,0,0,0,0,0,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,"Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Moerisiidae","g_","s_"
"ASV_9060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0,0,0,0,0,0,1325,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_40615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,2,0,0,0,0,0,0,0,0,0,1312,"Eukaryota","Arthropoda","Insecta","Coleoptera","Carabidae","Trechus","Trechus quadristriatus"
"ASV_40624",0,0,0,0,0,0,0,0,1209,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Braconidae","g_","s_"
"ASV_12821",1,0,0,0,0,0,0,0,0,0,0,0,0,1178,0,1,0,0,0,0,0,0,0,0,0,0,0,1180,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa spinifera"
"ASV_9668",0,0,0,0,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,"Eukaryota","unknown","Raphidophyceae","Chattonellales","Chattonellaceae","g_","s_"
"ASV_31809",0,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,"Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Sphaeronectidae","Sphaeronectes","Sphaeronectes gracilis"
"ASV_44441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,0,0,0,0,1125,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_8507",0,0,0,0,0,0,0,0,0,0,1030,25,1,2,8,3,0,0,1,1,0,0,0,0,0,0,0,1071,"Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","g_","s_"
"ASV_44443",0,0,0,0,0,0,0,0,0,0,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_8648",0,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,"Eukaryota","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","g_","s_"
"ASV_18007",0,0,0,0,0,0,0,0,0,0,4,0,0,0,989,0,0,0,0,0,0,0,0,0,0,0,0,993,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_40642",0,0,0,0,0,0,947,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,950,"Eukaryota","Oomycota","Oomycetes","unassigned","unassigned","g_","s_"
"ASV_44444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,947,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_45596",0,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_8639",0,0,0,0,0,0,0,0,0,0,0,0,0,583,295,0,0,0,0,0,0,0,0,0,0,0,0,878,"Eukaryota","Arthropoda","unknown","unknown","unknown","g_","s_"
"ASV_45601",0,0,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_44445",0,0,0,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_40616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,826,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_45605",0,0,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_40650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,802,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_9513",0,0,0,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,"Eukaryota","unknown","unknown","unknown","Vexilliferidae","g_","s_"
"ASV_24572",0,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,787,"Eukaryota","Cnidaria","Hydrozoa","unassigned","unassigned","g_","s_"
"ASV_40652",0,0,0,0,0,0,0,0,783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","g_","s_"
"ASV_8381",0,0,2,0,0,0,0,0,0,0,0,0,2,0,751,0,0,0,0,0,0,0,0,0,0,0,0,755,"Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","g_","s_"
"ASV_8396",0,0,0,0,0,0,0,0,0,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","unassigned","g_","s_"
"ASV_40657",0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Monomorium","Monomorium bicolor complex BOLD:AAB9999"
"ASV_40655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,702,"Eukaryota","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","g_","s_"
"ASV_10017",0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,"Eukaryota","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","g_","s_"
"ASV_40658",0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,1,0,0,0,0,0,0,0,0,692,"Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Moerisiidae","g_","s_"
"ASV_40659",0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,"Eukaryota","Oomycota","Oomycetes","unknown","unknown","g_","s_"
"ASV_44446",0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_9028",0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,"Bacteria","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_31884",0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,"Eukaryota","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinaceae","g_","s_"
"ASV_8226",1,0,1,2,1,4,9,6,2,3,474,8,67,6,7,1,10,4,4,0,2,1,2,3,1,0,1,620,"Eukaryota","Haptophyta","Haptophyta","Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi"
"ASV_44448",0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_44447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,558,0,0,0,0,0,0,0,0,0,560,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_31894",0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,"Eukaryota","Ascomycota","Dothideomycetes","unassigned","unassigned","g_","s_"
"ASV_45647",0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_40669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,547,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia setigera"
"ASV_16595",0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,"Eukaryota","unknown","unknown","Bicosoecida","Cafeteriaceae","g_","s_"
"ASV_148",0,0,0,0,0,0,3,0,0,491,3,3,0,0,3,5,3,3,0,0,0,2,0,0,0,0,0,516,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_227",0,0,2,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,516,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens"
"ASV_40677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,511,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_40649",0,0,0,0,0,0,0,1,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,482,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_40685",0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Monomorium","Monomorium bicolor complex BOLD:AAB9999"
"ASV_45675",0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_8355",0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,"Eukaryota","unknown","unknown","unknown","Vexilliferidae","g_","s_"
"ASV_40683",0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,"Eukaryota","Gastrotricha","unknown","Macrodasyida","Macrodasyidae","Urodasys","s_"
"ASV_12442",0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,"Eukaryota","Annelida","Polychaeta","Sabellida","Sabellariidae","unassigned","unassigned"
"ASV_40684",0,0,0,0,0,0,0,0,0,0,4,0,0,51,0,0,379,0,0,0,0,0,0,0,0,0,0,434,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium digitatum"
"ASV_40694",0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,"Eukaryota","Ochrophyta","Phaeophyceae","Ectocarpales","Scytosiphonaceae","g_","s_"
"ASV_40648",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,429,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","unassigned"
"ASV_8559",0,0,0,0,0,0,0,0,0,0,414,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,417,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","unassigned","g_","s_"
"ASV_40675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,95,270,0,0,0,0,0,0,0,0,0,0,399,"Eukaryota","Arthropoda","Insecta","Coleoptera","Carabidae","Trechus","Trechus quadristriatus"
"ASV_44451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,373,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_40621",0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,80,1,1,0,0,0,0,0,0,0,0,343,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","unassigned"
"ASV_40721",0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,"unassigned","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_40725",0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","Paracalanus sp. C AC-2013"
"ASV_45724",0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_9508",0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium sclerotiorum"
"ASV_40729",0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,"Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_8227",0,0,1,2,7,1,18,18,3,5,39,53,10,5,36,3,18,4,8,2,18,4,1,3,12,1,33,305,"Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"ASV_44454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,300,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_40736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,298,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_8783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,1,0,0,0,1,287,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","g_","s_"
"ASV_31989",287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
