#OTUID	CN18Sc14_8_eDNA	CN18Sc15_8_eDNA	CN18Sc18_8_eDNA	CN18Sc27_8_eDNA	CN18SESPkoa_SC36	CN18SESPkoa_SC39	CN18SESPkoa_SC41	CN18SESPkoa_SC44
6efcd9846560ff414ec2d5d259c0ec88	0	41	44	57	152	0	0	0
bae957b9ca156334a740e37e8e72fffa	0	240	48	90	339	60	414	60
d4c845ae69d4db97ccb449c6201eb936	0	0	21	0	176	0	17	3
aba1f4c3aac94b38f14cad917cbf0e93	52	0	4	0	55	0	0	0
1111bb73192b927241f2edfc0cd0b057	0	6	6	8	26	0	0	0
cbf645f6b435b80c774b23a8c325100d	68	0	0	0	39	0	0	0
4237c23d2b5e8dd8805b1c33e717b138	10	0	0	0	16	0	0	0
161aaebcc3675176950dfd4d4c226eef	0	0	0	0	0	0	0	0
e4e224ccbb860ca9ef1564ff12c72446	0	0	49	18	166	17	27	2
04646abad1607ceead8127b822910820	0	54	35	40	519	148	100	9
f7579eb4d7e31225af1f7d48a7d05599	6	0	3	0	16	0	0	0
5ff323acce00d536a83b5c44a64be29a	68	3	10	9	15	0	0	0
a4a41bfba8713f513f17072e03335344	74	0	0	0	69	0	0	0
c9e02bad50c06e2dc5a6d47950a84d5d	0	0	0	0	0	0	0	0
226ca6b52d7af139c06f232fd38e3569	0	182	79	338	329	77	184	23
de7319f71a4f4024128b3fe6020cc387	0	0	0	8	28	0	0	0
5cd31663040bf7588947171cb9591b45	26	141	177	135	235	34	54	0
3ab56ad8dedf8e34a6b3afe2c1a46c0d	31	0	0	0	0	0	0	0
fd187133c3cb6a8878443e7f6ae0c77e	0	0	36	65	72	0	0	0
8cff7bc3fb5f7586f26e4837583cb108	0	71	112	118	183	21	32	0
e7a0eef88b872be8bc4e73ec3ee88a74	0	31	127	0	739	287	0	0
9d3c387e6dd89ec0ec390b283f2a9dcd	47	0	0	0	95	0	0	0
4adcbb4a1165be03d01c86e5c4ef1e01	0	0	0	0	0	0	0	0
fc01a1ca3c8df6b32c69a756ec138664	0	180	160	177	407	80	117	10
319aab5b67538c018b47b24b49ff3bfc	0	0	0	0	0	0	0	0
9d8fe4e3af92dcfd5a71a06e0c853867	0	0	0	0	113	0	0	0
511b8cbeed033e304ddd62186fc8c04b	49	0	0	0	0	0	0	0
e30f2240792c6b70b56bf50df34be4b6	0	210	222	137	334	78	78	0
aa6558e0b5b4d57e01d63c6800a78452	0	83	44	0	440	158	356	32
7c3473cf63302d75fc5e0aa7da467c30	0	0	7	11	32	0	0	0
138627b94060267b04e6feaeb11f5c64	46	0	0	0	12	0	0	0
5acdfbf5330bcf2d3a211056d3deecab	60	0	0	0	32	0	0	0
331a57cf16737537f7672ab3d88c771a	0	0	0	0	22	0	0	0
6cc4c17fa6b07f18fb7b5e0d3c39ea4e	43	0	6	0	48	0	0	0
775225d70b3ba7cd64d29ac389305846	38	0	0	0	61	0	0	0
dcd1521a3b33b6abb50cb12d0868dd05	54	0	0	0	61	0	0	0
1253387fbd8468fbc753ee5e260a9f4c	0	74	112	116	576	119	42	0
fbdbaff990689e59c5d38e79775ac823	0	0	3	0	16	0	0	0
5f86fdb2653219fa95d2e641f2c2ae6c	0	0	191	0	776	0	145	0
d0499c906875ce82d03567f91ca86897	0	0	0	0	733	268	100	0
e22b86793b278d48c41b490a68a9c054	36	0	0	0	71	0	0	0
ab1eb4bae9d6ab31173d84f5add27b60	30	0	0	0	0	0	0	0
d6f30c2ceed71beac5839ed244b3e275	0	0	0	0	21	0	0	0
0010115000e57870415cbc499f128214	0	17	87	0	723	131	114	9
5f6ce86d66d483cb884c8f41c60118da	0	0	0	0	0	0	0	0
579ddae324b26892bed7de1c7a8ca7da	55	0	0	0	0	0	0	0
7a001ad3d1bfe971fc859a32f64643ff	15	4	14	42	100	0	0	0
2bba79d02a14e755f051dcb94a42befd	6	0	0	0	27	0	0	0
105743793c6a5181fd65e13ed4c5d930	0	66	61	0	524	166	109	30
bca9f328e441d81e23ec918363fc4e82	62	0	0	0	69	0	0	0
70580c5fdb0e12b99fd4ad77b8f9e3ab	0	0	0	0	6	0	0	0
52e58c7fb3c1e6440aa3eb7a91149055	0	0	0	0	0	0	0	0
b7f9c3057778cb3f96cfc4bcc7d8b0c8	0	0	0	0	17	0	0	0
1269674a986d80712ac6d026343f1782	0	0	0	0	67	36	0	0
ef6ef7d2c6304fcecd57b77c5296c6d2	0	80	38	111	135	21	28	0
c37da434065670cb5007c8c79d2c45d1	0	17	48	30	56	0	17	0
747eff5abaa32d0e714a044339f47005	0	187	96	243	274	67	128	20
9a8df6a1afc866bff6e1354cd11e78f4	0	0	0	0	0	0	0	0
d720a3c48b22cd6fa568ed34c75562df	36	0	4	0	30	0	5	0
5eadbce56d28cdb8221e10fe993752f9	38	0	90	29	72	0	0	0
eb0ed060b10ee6e034ffbafae7a7b991	22	0	0	0	0	0	0	0
62e99fadc610f0c5d2679bf9a83d2954	17	0	0	0	18	0	0	0
e6eda78c7742d9384ad90a2db9203ce8	0	0	0	0	17	0	0	0
a9e6fd79f1b93bcd7894490f4f222dfd	0	0	53	0	356	0	0	0
101c0c9430ab9610f1817971a2a75e7f	0	0	0	0	0	0	0	0
a517338ad7d478a7240d07dfe6bccccf	0	96	85	61	443	82	165	12
66f2fc45e80f327c04800f50f11794e4	0	0	0	3	11	0	0	0
1f25302398a08fa973d6ebae46465f9e	21	0	25	4	35	0	0	0
39fa7989820ffdd38a71551d9949728c	18	0	0	0	0	0	0	0
6e6cb138f701ff8f81b1deb4f8689ef7	27	5	15	15	31	0	0	0
aae7e377ce75c16ac158f34fda07b065	4	0	0	0	10	0	0	0
258e8ff042fc984d7e7bf19b90050b71	0	0	0	0	0	0	0	0
75f2d86b19d70e02dca807117a5bc435	51	0	0	0	0	0	0	0
4241bfb6a100ca861e43ba81c45df5c8	0	0	0	0	15	0	0	0
ed565b271e6416f9c7eaeba653a384f8	10	10	52	11	142	26	25	0
a39300035694fec651fe6ede93a756be	0	0	0	0	0	0	0	0
01ea09400e5939354ddafa439728e0ff	0	0	0	0	0	0	0	0
0ef1a882f080365dd966cf1ca0f4a539	0	0	0	0	0	0	0	0
0c5de8a8bc82621e434d464cac4ee994	0	0	0	0	0	0	0	0
7e3afd557936b2fca581e16722158e4d	0	0	0	0	0	0	0	0
757b734a3c4d17d535f54c9bc592ac5d	0	301	0	255	91	29	210	17
0000d1a50f0c9ae122d1b45df38c4638	0	0	0	0	53	0	0	0
3d667bfa3b233a38ee37216c6ac7a371	47	0	0	0	56	0	0	0
63f0f4f126dd56cf83165c40e2d2452d	0	0	0	0	36	0	0	0
fb7cb7dd7e209a1a673981e1f1e54664	0	0	36	28	53	0	0	0
5bc3559c6fc9cc7cf9d03185cf780f59	0	0	38	0	186	50	42	0
809d41b8bd817aea7a96a739cb48b522	0	27	178	38	154	52	0	0
d43f711be318aff6b4d49c3804b3d0b2	12	0	15	0	68	13	0	0
00cd7d175f98877e73cf46a3579c30dc	0	0	49	0	512	309	0	0
030397a368ee38e3c7b8816fd177f6b4	36	8	61	20	82	0	0	0
cda9e3856a0c477000068d3664024eca	0	0	0	0	0	0	0	0
e0e95a1d121b8e0f8da1309ec73d35a7	42	6	21	30	83	6	0	0
c4b8585c182c80585c1ef93a0163dfa4	33	0	0	0	35	0	0	0
5e72e63af064c0b364c4053a77314fd4	0	0	60	9	90	22	0	0
65eebc0b6bf0d8e23852d1f4d2ed6e93	14	81	62	85	251	52	118	8
92d29d3e7aa8e2735c550e6ed0693fe1	36	0	0	0	35	0	0	0
ba99fc71575fe514732b72c97af7a852	0	0	0	0	32	0	0	0
b21a8ad25f0004562939bf69c64d1425	40	0	0	0	29	0	0	0
b7b32d0e3941d3fd8a597b425b27a06a	0	144	120	119	193	64	116	24
bf02bcd471e1b127ccc339e04bfc5054	0	0	0	0	0	0	0	0
8c9005f2b4cf5828c5e853da073dc005	0	0	0	0	0	0	0	0
2ab1db932f63447b1e5381a006e395fa	0	0	0	0	31	0	0	0
adaa6fdb4e5ef877c09e901ce0949636	0	0	0	0	14	0	0	0
c752c663154a1a9b406736639350f546	48	0	0	0	16	0	0	0
4bfbb5ffdb7f43c31f714c302bb4be0a	0	0	0	0	0	0	0	0
d86e15b24f13f9a71faf1f9846656b81	0	0	0	0	0	0	0	0
24f3374f67496210c6b6b23ac41e60f8	0	0	0	0	29	0	0	0
5221ed6699eda411e4d274256746ad7a	0	0	0	0	0	0	0	0
d1cbc895ef46b2f58229fd07356c7d43	0	37	169	0	440	120	38	6
1ea3cbbb63418c3fef70cf27ab211ae9	0	0	0	0	0	0	0	0
376cf916af9475f2c4171d1ea9001f8c	0	0	0	0	0	0	0	0
0429a8a999c3238e12bbfaa1714d385e	0	0	0	0	0	0	0	0
e0b375bae1b37c73a8b03caf0a47226d	0	0	0	0	47	0	0	0
4e0f03ee3f3935bde66207bf3654005e	0	0	0	0	0	0	0	0
42b3b6640ecd34514347fe07bea0c119	0	0	0	0	0	0	0	0
fec9300a69b67b0e8c5795489ed467e2	0	0	0	0	0	0	0	0
606a6934401754dab35dc86e0f0fa0df	0	0	0	33	331	18	0	0
74d467d02f7142b09f2512c41ee43329	0	0	13	0	65	5	6	0
cf7cbf425e3d148adfca15b332865125	0	0	0	0	0	0	0	0
1b78d0e4ed4baf512e0b07d438f6254e	0	0	0	0	4	0	0	0
2335d8abf4463bbd6a75d8ddd86e6315	0	0	26	0	55	0	0	0
2451bf11084114ca90981e182dab8e91	0	0	0	0	62	0	0	0
304e2fcb4ac02a87fcf8c352af7c62a9	0	173	70	123	280	0	129	0
667e25b035fbff281e295f0982716e35	0	10	0	0	304	58	313	48
ff6a6ec91876168c46cadd2a02cb6ad2	20	0	18	23	56	0	0	0
b40fb7908173ee6634e537189d7d9f03	6	0	0	0	0	0	0	0
db5dde69e07509ee9a7d85715ac9796e	0	0	2	0	3	0	0	0
5b11c2cd60e7d52df73e742888194fd8	6	20	32	0	225	17	31	2
81e9420331884bc011b1db392f1f0adc	37	0	10	17	19	0	0	0
18389a6125d971c665bf7b4c20c25ff8	0	0	0	0	0	0	0	0
9ec049e0714760d912782ca12eeda0a3	0	0	0	0	0	0	0	0
e7207445bfcd34695321dbebdad2040a	0	0	0	0	0	0	0	0
0a922e14af2551ed5637affa053c39a1	0	0	0	0	0	0	0	0
4c4427e76841abb179e47073614238ee	0	363	0	204	81	12	87	0
a3dfe33d012c3184abc2757033f1b810	23	0	0	0	0	0	0	0
674aa2579485e9502bffbf09ff8d8868	4	0	6	0	60	0	19	0
4a7896d9ef35f43e3bdb573eca80cd35	0	0	0	0	35	0	0	0
de747df3122d5ce746dff20a616facc0	0	0	0	0	0	0	0	0
451d920a381b722ea00d78b6df52e6ef	0	0	0	0	0	0	0	0
6aea797cd2cbe3e696407b2c1a36b9df	0	0	0	0	54	0	0	0
b91a38d83e62aa47a62099015304f406	0	33	22	16	201	55	17	0
2c0b1d66e29c6cfc0567a282ede8243b	34	0	0	0	38	0	0	0
7878519bdd31eb9cc8ef437ed9a80319	0	0	0	0	0	0	0	0
1be4b02749caf14f5d5fa4a9522532a8	0	0	0	0	61	0	0	0
80264b20b31f4cea5a4508e50067a377	0	0	0	0	52	0	0	0
a0966d0fa3605aab65945dc7050531ad	0	61	32	90	94	15	72	16
08c23f79246e1f94d8352af44be5bc0a	10	0	0	0	15	0	0	0
f2b93e531d0009b6dd0d4e9014ceb281	0	0	0	0	0	0	0	0
fc70810b834d1cbe4aa4e5f48023f98b	26	0	0	0	0	0	0	0
8f6f84caf885e62e1588872b71f34fc0	0	0	30	0	69	15	0	0
86be5888dd2d3ab174b406bd0756ef62	0	200	0	141	197	0	147	20
d4f0ddbb09f78c5d2bb778acb9a9c4b5	24	14	60	8	457	56	57	13
7aefd28b11a35426f768b29b99c925cc	32	0	0	0	0	0	0	0
5492e1e3f69ff758c60a3e5094ae1aec	0	0	0	0	0	0	0	0
bc960878b53873cf12bddeb196d31443	0	0	0	0	23	0	0	0
959f245497b6ac8e038f5a5b52f6165f	0	77	17	32	165	26	309	36
e21056ff49fb9ec27be6c81a9aeaeed4	0	0	0	0	21	0	0	0
2d3c9b0cb3db2de6598085f9cebe99dc	0	0	55	0	434	197	0	0
452ffc04ae15275b0dc9d7f10cb9b41e	40	0	0	0	22	0	0	0
979ba1913764709d6f067f0096f7e73a	0	18	20	27	39	0	8	0
1a04461b51bc23b48c24529fbdb95d2b	53	40	153	45	158	0	0	0
e6a271d4abde572cc7787913f93a147e	0	19	14	7	486	78	17	8
f47d2327aefe0f1ad0cd73e5facd0442	35	0	113	19	464	45	0	0
60f080392f75d470b8049e89acb58746	0	0	0	0	129	0	0	0
840fe620986b1e5dd2d6b2f55e3ffaf1	0	0	0	0	0	0	0	0
67b9680fea88caaebb7595d0d52b5a36	42	0	5	0	10	0	0	0
8ed6bda0d75e30bc17506e81e0300abf	0	0	0	0	5	0	0	0
96c3f1dd3539df8663b7918c377e2c57	43	0	0	2	74	0	0	0
efa9dafd48ad6deec1a30eef7b3f8b2e	33	0	0	5	0	0	0	0
c0510657900976ac8217abecc568a54e	25	0	0	0	34	0	0	0
01e24bde346826966ed332b46c986323	13	0	16	0	2	0	0	0
1757ba7c60146c9b2823189855fe308e	30	0	16	0	62	3	0	0
c58f245f718201381358c68ad1ec9aa5	30	0	0	0	0	0	0	0
79f4c3ea0477dedeaa4872ba08aec75a	0	0	0	0	0	0	0	0
d647f8554aa3da99eac52c79c9ef7202	29	0	0	0	58	2	0	0
3d23d4637929d4151bc3f4d76ed15253	0	0	0	0	0	0	0	0
1aeaff62bbfef0fb6eeaddfaaa00757e	0	0	0	0	0	0	0	0
f85df372a5f42f2f3609ab27b1a893df	18	0	0	0	0	0	0	0
40ecf39276b19f59f668a0f3ef466f57	0	128	0	57	271	52	122	0
da17238966c60db90fdd4e9cf003947e	11	0	0	0	16	0	0	0
ffa4eea716328e237364b19955e1e7b7	12	0	0	0	14	0	0	0
65a2012075f229bf4580a899bbb2d4ac	0	0	0	0	0	0	0	0
408f6406b3f72827c16539cbc40d7563	39	0	0	0	19	0	0	0
fcdd9dd0e808513b19e6482210648061	0	7	15	16	57	12	4	2
4b220fe06f1c8baf3c83c65bd68bf5e0	0	0	0	0	0	0	0	0
7643083b8c5dc02bbd2e5ce387fa1ffa	0	0	0	0	0	0	0	0
0166d954fcdac0001c41f8c3c74f2df0	0	0	0	0	16	0	0	0
65b976b2a6c6145909244323d9bd6c5b	0	0	10	0	39	0	0	0
6504902a1632c76ab0f7ee1b473fa491	0	0	0	0	6	0	0	0
0e7b4d24cb0404fdabfd32af14c0a929	29	0	0	0	47	0	0	0
70236b563770af807a6157478c4b6eee	0	24	35	0	186	29	55	0
a6145a6964185a51baede5b3d825cb6c	0	0	0	0	27	0	0	0
ad0bf88826aba1a9b2612db50a8c91f0	0	0	7	0	23	0	0	0
2a508f70a8f52033d3d6cb8204bd5fe7	0	0	0	0	0	0	0	0
b738ffb8ebb61c957a0577f884828169	38	0	0	0	0	0	0	0
c4020c136a283ea0f7aacd7ed966ccbd	23	0	0	0	28	0	0	0
12290cb3058266bae8d310eb0a5bf1bc	5	0	10	0	29	0	0	0
04b4c9c6bd378204ba3924c5cf9ce0a8	37	0	0	0	45	0	0	0
6221c40ed6827853b7adcf4455ada9b0	0	0	0	0	0	0	0	0
565d358ee8f419a10efe872af3de57f5	0	0	0	0	19	0	0	0
1e381970b0b48c82b5225ae017ad951c	14	0	8	6	19	0	0	0
ef7f91ba945ed13eec9c1f33eb5f8196	17	0	0	0	29	0	0	0
f7e5469cecf7a1d8991d712bb8b8f97d	0	0	0	0	0	0	0	0
50f786a80458992e14f2f95a6d572bd3	0	0	0	0	0	0	0	0
673d8d5b38725159e3c6249314467382	0	0	23	0	76	27	0	0
e87edcc620b5f3e1bb15e3031643c50e	19	0	0	0	10	0	0	0
4f5181f3d3cc81ac12bd05c81be57ffe	0	0	0	0	0	9	0	0
5e8a2682279f0f25b6a089794bc21fd2	0	0	0	0	0	0	0	0
39263d3ed0ca942b77e8482f9cee7fcd	65	0	0	0	44	0	0	0
8e8c6a9ae807418366429cad9d4d9084	24	0	0	0	19	0	0	0
23b4b4382c12839574e22def6c89a627	0	0	0	0	0	0	0	0
677449bcad55483d11edd37d1d7c62be	0	0	0	0	0	0	0	0
2c8406a2b6ea805d77a1e02b440ad6e2	24	0	0	0	21	0	0	0
4bca09b0e91f744c4183dd594d3790f4	0	0	9	0	0	0	0	0
b640a831f0c28e6d60ba3f6b278f38fa	0	99	72	134	104	25	75	16
0dc84ad98fa6725706514cda6f1829a8	49	0	0	0	52	0	0	0
5ed61569aab30a877a67c2e53b08cddc	32	0	0	0	0	0	0	0
69ce99944cbb9f2afb4f08bd589cd78c	10	26	0	0	336	52	21	0
dad30fa59059a2826aa474a241e9a234	0	3	7	2	18	11	2	0
eaf004c5ab24702a54f5bcf4a7175944	0	0	0	0	0	0	0	0
46c8bb06222f0a9308a2ba7216ccb178	0	0	0	0	335	96	34	0
a8febf2f722f84744d0f33a4274711de	0	0	0	0	0	0	0	0
556ed80c421f4d3e95b768b2572dec8e	28	0	0	0	47	0	0	0
7c7de256777fbb215ff479f72b44f76c	25	0	0	0	17	0	0	0
f123ae4a7b1b2421b767905ba0d6f353	0	0	0	0	0	0	0	0
934f2c7b0e658da27fb047172152e24f	25	0	0	0	0	0	0	0
d995e752bb4b11bbc2cd4615b63be7dc	15	0	0	0	10	0	0	0
9b14775319083b70ba2de5cd6e9f5eb2	0	0	0	0	0	0	0	0
339a1f8d8b31a165072b62710e46cbc0	38	0	0	0	26	0	0	0
bc03cc2bd8a104abb5b12d375a1a75c5	0	0	0	0	0	0	0	0
e2b7a6b348861d8e4850bd360cb25bb8	0	0	0	0	0	0	0	0
e710b8ac685f11cc7c09374158f8e5f0	0	0	38	0	164	12	7	0
35ce3b9c72ab39d74ecb41bb9809ee5f	0	0	0	0	0	0	0	0
7214f58cfb6cdbfd568c5d8212319e29	0	0	16	8	92	13	16	0
c82071de71510ecddbf3eadd47e3ded5	16	0	0	0	24	0	0	0
968f578aa34bb7a72b9c9038826b00f2	0	0	0	0	0	0	0	0
1c6451076daed97004c170cf9985b5f8	0	0	0	0	295	106	87	0
0193ef6909dc168c44cbfba4aff87b8f	0	0	0	0	0	0	0	0
ab1520df28207766f8f8bc10b2f35f74	0	0	11	14	0	0	0	0
8ab579c5a813a3d9d3822cf764af2155	0	119	41	95	125	0	67	0
b4f13396c4c07004d4dd4cf00ee837b8	0	0	0	0	278	0	69	0
158689f8505bbb5e6baba5660f7674cb	35	0	32	48	279	0	0	0
f3062b9ce026437862633dccc178496d	0	0	0	0	0	0	0	0
cb07d134852d71be6f67b03e440489c7	0	0	5	6	11	0	0	0
ed5ebfdb8c039c36da930501677a6f9e	0	0	0	0	0	0	0	0
1cb1cab4e83db881e4cc221cb4a980f7	0	5	0	10	13	0	6	0
0a5b5b3b14b8454dbf6c5c212a4d8d11	0	0	0	0	0	0	0	0
c3fcc3be940b16086e752b9638f04238	0	0	32	0	70	24	0	0
0a4920fc0d88605bf008cb4a19f42ece	0	0	0	0	0	0	0	0
d86018806aff01576f1feb28d691f5a4	0	0	0	0	0	0	0	0
d87e93fecf042a25be2ff48738e152f5	0	0	0	0	295	46	124	0
9a775f252545e605a34eed8be83a7049	0	0	0	0	0	0	0	0
059f987baf951c4e8d2ca6e46d60b148	0	0	12	0	45	0	2	0
dc6e02b78fbe527a3922cdb306ba7a39	0	32	33	14	233	45	76	11
29f2980a667f45e10b07c2eb1041ba25	0	0	0	0	0	0	0	0
0759f29494789f29f8137e12266e3317	0	42	0	18	207	31	0	0
ec0ad6b3d3ff6ad864f0915c52396b6a	0	0	0	0	51	0	0	0
acdc4f302ddfcdb282f60e732b1e2737	0	23	72	45	92	15	9	0
ed612e1033e3f2631d8d1108ac4ef4e4	0	0	0	0	13	0	0	0
b15c85a6891c18c7af88d700b3d8f8df	0	0	0	0	27	0	0	0
a93f129d85af8e930b51552e60917ba5	0	0	37	21	293	89	0	0
d50a4c0ab8825017f8397c8ae8f0d4fe	0	0	0	0	5	0	0	0
18b64432fa20f4327bd06033097c719e	0	0	4	0	14	0	0	0
7548fbaec85e1a3ac972463827d350f1	0	0	0	0	75	0	0	0
21f40624b4837624e45946cf306dcfd6	51	0	0	0	0	0	0	0
f8eec775b3766b65b6ce353c4b820966	0	0	0	0	244	143	53	0
ff6b0eccda618285dac5647e09f7cc87	16	0	0	0	0	0	0	0
11a78aba03316416ddbb0867f2ef9f4e	0	0	0	0	0	0	0	0
8fa095b129fb7d8a3e0a76715d0bbd65	0	0	0	0	5	0	0	0
749e27cc42c5a8143cc4199fd321924a	0	0	0	0	0	0	0	0
0ac8aeb8346136b08cd7ed06322ee360	0	0	0	0	0	0	0	0
fa7a2599a3f9c59c576a571a64c684ef	0	0	0	0	0	0	0	0
42da80e2045909b791f7698ce4b72fcd	0	0	0	0	32	0	0	0
0020b18ea22f14705e4762b3ae7262c4	41	0	0	0	49	0	0	0
177394cf4daf3ba7e1f3097ec8f048f8	0	0	0	0	68	0	0	0
e9a3b108a33b729c062e6a00803b331a	0	0	0	0	256	103	73	0
7bf2b9a1f579ca3182fed135dbe026bd	0	76	57	82	174	0	42	0
e19419fce1c8d6296acfaabf74b7845d	0	7	57	4	241	40	11	0
9d73d5bc6ce5954f4aa9c1a0716e48e8	0	0	0	0	228	199	0	0
70d2f47df46c5ecc4aefd0d178cc3799	12	5	30	0	63	0	0	0
2cc5b882b600ee5b7d05849ef2152ad8	16	0	0	0	0	0	0	0
da2ea29e96cea4f7a3c6c7546e45b215	0	0	43	0	44	0	0	0
68bddd84ea654a0ae3af80b8b0ebeb84	0	0	0	0	0	0	0	0
9da2cd91fba38cac83148a9c6d60b537	0	0	0	0	56	0	0	0
c6e2ef580363c2f92ed041cd4abdce64	14	0	0	0	8	0	0	0
7953f5f3d6689c9578053faac9bc0926	20	0	0	0	0	0	0	0
b093534e7b9c5927e310a7d13a781bd9	10	0	7	0	49	0	0	0
c89eb0f63d444c54de16b9fe986b8800	0	0	0	0	0	0	0	0
3f7a8a8be131d59e9aab46368d1591f7	0	0	0	0	0	0	0	0
b5fb6e9c3785568e3575a0c5da9d4257	3	6	20	12	194	10	30	0
358876ce1bb9fdd99e846adc8fc8c829	0	0	114	0	217	69	0	0
8820a1408f0d23cd52b222d0ee84f499	17	0	0	0	0	0	0	0
41c97694fe462b5275efd68e7aed51fb	32	0	6	0	10	0	0	0
2ea0ae7a46fdf3b091edc5449a40e332	0	0	86	58	215	0	48	0
9486233e60300dde1d419bc6b15bbf53	0	0	0	0	0	0	0	0
ddaebe95bb6bee3bffec43486832e623	0	150	0	54	44	0	66	27
7ab2189c839685c1d896152a37c83696	0	0	0	0	0	0	0	0
347ce6fb2cedbfbde90ed550867b3708	0	24	0	0	265	0	115	0
4adb41dd263e7b1b864f935cd43d16e6	16	0	0	0	24	0	0	0
04587ac05b18ced2ee12569e2550d385	0	0	0	0	0	0	0	0
d161bd389af7ed80b9fb1a2f23ff4329	0	0	109	0	292	0	0	0
ee330423dab94f8ea27d37f7a51a7ab7	0	0	0	0	0	0	0	0
49a1382401dc09cacc5a7cdb5ab6f1c0	0	0	36	0	55	10	0	0
7925e2ad414dde5c388e2ec9b6a3a95d	56	0	0	0	85	0	0	0
cf2eea2a38138614b3121fc8cfae6b3a	0	0	0	0	0	0	0	0
4c32c520f2060bbea9e9b8e5cf5b28e1	0	0	0	0	0	0	0	0
8df20522aa92813384adafdd96128fbc	14	0	0	0	0	0	0	0
d61c52495ffa16b7fd725d2f0ef1ae19	18	0	0	0	9	0	0	0
d1fe9a3bc2bad207952d11440e2b5291	0	0	0	0	0	0	0	0
21703465b5552a42dbb5a6bb337029e5	0	0	28	0	158	0	60	0
d4c521eb8509e591cd4c99cc3c6b2137	0	0	0	0	20	0	0	0
ff3abd9d453896b477499b4666c1f86f	0	0	0	0	96	0	17	0
f965b1f5ce02f74dbef280004bb78a42	0	0	0	0	0	0	0	0
559acd01207dcd042e49c7eefa95b495	22	0	0	0	0	0	0	0
77737492a97af2abfa1050ef599978bb	0	0	0	0	0	0	0	0
cad6feaa1792e8df069f2c79ca15daaf	0	0	0	0	0	0	0	0
32ee43b2ebdfd80b6f7e227844c2aa54	0	0	0	0	0	0	0	0
5e00a087de7bd35fa41b67201102a4a8	0	0	61	0	240	39	0	0
636526723b6edd9bc9a4e2a10feeee2a	14	0	0	0	12	0	0	0
003228a4b6d654ca2a6100249e8b1a25	0	0	0	0	0	0	0	0
814a2d2a4b247e82a8e2507aebd93759	14	0	0	0	0	0	0	0
b348c53d5eb6362c848d94b5e316678a	13	0	0	0	0	0	0	0
ed35901e5b2b926c5398030f72f7d6ac	30	0	0	0	0	0	0	0
f4589f1ca6677a7efd4a6ff7501de9f8	0	0	0	0	0	0	0	0
c6c3ab4e828fb40d6e05967b7aac9338	16	0	0	0	27	0	0	0
ee6b5cdb40d67975c589a6b57f107d63	6	0	0	0	0	0	0	0
8f342b543a914d216c28fe4d1366bb47	0	0	0	0	0	0	0	0
f4202a90b33a828d5d266cb9d121ca23	0	0	0	0	72	0	22	0
33aef4a3ea3094a9e373cd4c8a025880	0	0	0	0	11	0	0	0
233fa68b7d8e55899c39d3788fcdd0a0	7	0	0	0	12	0	0	0
c453de181b64bd69930d30afa3d18060	0	23	44	0	204	71	27	0
523b0fd903458cb27c21267f3eff89b9	0	0	34	0	116	20	0	0
662380f2b6f56586220b1d15f7da48f8	0	0	0	0	55	0	39	0
fa2b0ef6049fad1556ffcb7460a7e928	30	0	0	0	0	0	0	0
3f435f715fed254e04bc501e6f81582d	0	0	0	0	0	0	0	0
f94757554dd7d871c5f92d5e910645f2	12	0	0	0	0	0	0	0
2fd5cca56d8fad002b35316c65e49070	0	0	55	0	172	38	0	0
ae5d59197be22c455bc98998aff75eaa	12	0	0	7	30	0	0	0
62285e9caf4ab2f7b8d532818f48b5f7	0	0	7	0	12	3	0	0
6eef4631fac5bc08cb4ce34a24ccd8f0	10	0	2	0	5	0	0	0
0ad44af266958a36aeebcbfbbd048f8a	24	0	0	0	0	0	0	0
b60ed057b744cd0bd1a358cefb2b764e	0	0	0	0	173	0	179	0
727b93547c506f4e8d550c669d849a9f	0	0	12	0	0	0	0	0
cf2752910266aa9986d441f815389f2c	6	0	0	0	23	0	0	0
8c812c1dba3499ce71808af95264397f	0	0	10	0	21	0	0	0
5916ebb014ffb97bf7e72ba4f489970d	18	0	0	0	0	0	0	0
d7970e5a09d15a8bc94a41c4ef774677	33	0	24	7	218	5	12	0
c205e5517e756c56dd421f2b20858df9	0	0	0	0	0	0	0	0
20ebab43718fef4ad3337c293d96b66e	0	0	0	0	0	0	0	0
98f2dbbf7a8eb7a28ff3d9c23382d384	4	15	25	25	41	5	4	2
6f6d2505c92f3b7bc37d70a5378ad8b5	3	6	24	6	59	11	0	0
3daf51d5231cf8c60c8de52c8ae12b10	25	0	0	0	32	0	0	0
6d431ac2eeb1de1f29f7a3d0b838edad	26	0	12	6	31	0	0	0
ecf16220a9d63e2ab6efabdadbbfbd34	0	0	0	0	0	0	0	0
a615961280af48a025d862f925a8f049	0	0	0	0	0	0	0	0
f30b546a68a43e74f0e8552558ac5288	0	0	0	0	0	0	0	0
12071c3f10673cf4fbc662340dc2f356	9	0	0	3	10	0	0	0
0074238c998c7fb81601ba6ca910cee2	24	0	3	0	18	0	0	0
bc5593081c603faf9990d8f73ccce91d	9	0	0	0	0	0	0	0
df6ec06d4dd2d37ff8237b272b77c84e	0	0	0	0	0	0	0	0
76ff56adf5a8f60da6894bf988d75c28	0	0	31	2	47	6	0	0
56109ff3cf47780b534b7251761dc46e	28	0	0	21	44	0	0	0
