#OTUID	CN18SKOA_ESP37_NN	CN18SKOA_ESP40_NN	CN18SKOA_ESP42_NN	CN18SKOA_ESP45_NN	CN18SKOA_ESP47_NN	CN18SKOA_ESP49_NN	CN18Sc09_2_eDNA_NN	CN18Sc10_2_eDNA_NN	CN18Sc14_2_eDNA_NN	CN18Sc15_2_eDNA_NN	CN18Sc18_2_eDNA_NN	CN18Sc27_2_eDNA_NN
ASV_2828	0	0	0	0	0	0	279	0	0	0	0	0
ASV_2829	0	0	0	0	0	0	235	0	0	0	0	0
ASV_2833	0	0	0	0	0	0	95	0	0	0	0	0
ASV_2834	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2835	0	0	0	0	0	0	89	0	0	0	0	0
ASV_2838	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2840	0	0	1	0	0	0	0	0	0	0	0	0
ASV_2841	0	1	0	0	0	0	0	0	0	0	0	0
ASV_2843	6	0	4	11	1	16	1	0	3	2	0	1
ASV_2845	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2849	5	18	0	1	2	3	1	0	0	9	4	0
ASV_2850	25	14	0	0	0	0	0	0	0	0	0	2
ASV_2851	5	7	0	5	1	4	6	4	3	1	0	0
ASV_2853	0	0	0	0	0	36	0	0	0	0	0	0
ASV_2858	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2860	4	1	0	0	6	1	1	0	11	2	3	4
ASV_2862	0	0	0	4	4	24	0	0	0	0	0	0
ASV_2864	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2868	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2876	0	0	0	0	0	0	0	0	0	25	1	0
ASV_2879	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2880	0	0	0	25	0	0	0	0	0	0	0	0
ASV_2885	0	0	1	0	2	0	0	0	0	0	0	0
ASV_2894	6	0	0	1	0	3	1	0	1	8	0	0
ASV_2897	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2903	18	0	0	0	0	0	0	0	0	0	0	0
ASV_2909	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2911	0	0	0	0	0	0	0	17	0	0	0	0
ASV_2912	3	12	0	0	0	0	0	0	0	0	0	2
ASV_2914	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2915	0	0	0	0	0	0	0	0	0	14	0	0
ASV_2916	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2921	0	0	0	0	0	0	0	0	0	11	0	2
ASV_2923	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2926	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2927	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2930	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2935	1	9	0	0	0	0	0	0	0	0	0	3
ASV_2939	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2944	2	0	0	0	0	3	0	0	0	2	0	0
ASV_2945	0	0	0	0	0	0	0	0	0	0	12	0
ASV_2947	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2949	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2957	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2961	0	0	0	0	0	0	0	0	0	11	0	0
ASV_2962	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2964	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2966	0	0	1	0	0	0	0	0	0	0	0	0
ASV_2968	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2978	2	0	0	0	0	0	6	1	0	0	0	0
ASV_2979	2	0	0	7	0	0	0	0	1	0	0	0
ASV_2980	0	0	0	0	0	0	0	0	0	10	0	0
ASV_2981	0	0	0	0	0	0	0	0	0	10	0	0
ASV_2982	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2983	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2995	0	0	0	0	0	0	0	9	0	0	0	0
ASV_2996	0	0	0	0	0	0	0	0	0	1	0	0
ASV_2997	0	0	0	0	0	0	0	0	0	0	0	2
ASV_2998	0	0	0	0	9	0	0	0	0	0	0	0
ASV_2999	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3000	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3001	0	9	0	0	0	0	0	0	0	0	0	0
ASV_3006	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3007	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3013	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3014	0	0	0	0	0	0	0	0	0	7	0	0
ASV_3015	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3016	0	8	0	0	0	0	0	0	0	0	0	0
ASV_3022	0	0	0	0	0	0	2	0	0	0	0	0
ASV_3035	5	0	0	0	0	0	0	0	2	0	0	0
ASV_3036	0	0	0	0	6	0	0	0	0	0	0	0
ASV_3037	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3038	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3047	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3049	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3051	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3076	2	0	0	0	0	0	1	0	0	3	0	0
ASV_3077	0	0	0	0	0	0	0	0	6	0	0	0
ASV_3078	0	0	0	0	0	0	0	0	0	6	0	0
ASV_3079	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3080	0	0	0	0	0	0	0	0	0	0	6	0
ASV_3081	0	0	0	4	0	0	0	0	0	0	0	2
ASV_3082	0	0	0	3	3	0	0	0	0	0	0	0
ASV_3083	0	0	0	6	0	0	0	0	0	0	0	0
ASV_3084	2	0	0	4	0	0	0	0	0	0	0	0
ASV_3086	0	6	0	0	0	0	0	0	0	0	0	0
ASV_3087	6	0	0	0	0	0	0	0	0	0	0	0
ASV_3088	6	0	0	0	0	0	0	0	0	0	0	0
ASV_3094	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3115	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3137	0	0	0	0	0	0	0	5	0	0	0	0
ASV_3138	0	0	0	0	0	0	0	0	0	0	4	0
ASV_3139	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3140	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3141	0	0	0	0	5	0	0	0	0	0	0	0
ASV_3142	0	0	0	0	5	0	0	0	0	0	0	0
ASV_3143	0	0	0	5	0	0	0	0	0	0	0	0
ASV_3144	0	0	0	5	0	0	0	0	0	0	0	0
ASV_3145	0	5	0	0	0	0	0	0	0	0	0	0
ASV_3154	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3211	0	0	0	0	0	0	4	0	0	0	0	0
ASV_3212	0	0	0	0	0	0	0	4	0	0	0	0
ASV_3213	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3214	0	0	0	0	0	0	0	0	0	4	0	0
ASV_3215	0	0	0	0	0	0	0	0	0	4	0	0
ASV_3216	0	0	0	0	0	0	0	0	0	4	0	0
ASV_3217	3	0	0	0	0	0	0	0	0	1	0	0
ASV_3219	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3220	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3221	0	0	2	0	0	0	0	0	0	0	0	2
ASV_3222	0	0	0	0	4	0	0	0	0	0	0	0
ASV_3223	0	0	0	0	4	0	0	0	0	0	0	0
ASV_3224	0	0	0	0	4	0	0	0	0	0	0	0
ASV_3225	0	2	0	2	0	0	0	0	0	0	0	0
ASV_3226	0	3	0	1	0	0	0	0	0	0	0	0
ASV_3228	4	0	0	0	0	0	0	0	0	0	0	0
ASV_3229	4	0	0	0	0	0	0	0	0	0	0	0
ASV_3230	4	0	0	0	0	0	0	0	0	0	0	0
ASV_3329	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3351	0	0	0	0	0	0	3	0	0	0	0	0
ASV_3352	0	0	0	0	0	0	3	0	0	0	0	0
ASV_3353	0	0	0	0	0	0	0	0	0	3	0	0
ASV_3354	0	0	0	0	0	0	0	0	0	3	0	0
ASV_3355	0	0	0	0	0	0	0	0	0	3	0	0
ASV_3356	0	0	0	0	2	0	0	0	0	1	0	0
ASV_3361	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3362	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3363	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3364	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3365	0	0	0	0	0	0	0	0	0	0	3	0
ASV_3366	0	0	0	0	0	0	0	0	0	0	3	0
ASV_3367	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3368	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3369	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3370	0	0	0	0	0	0	0	0	0	0	0	3
ASV_3371	0	0	0	0	0	0	0	0	0	0	0	3
ASV_3372	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3373	0	0	0	0	3	0	0	0	0	0	0	0
ASV_3374	0	0	0	0	3	0	0	0	0	0	0	0
ASV_3375	0	0	0	3	0	0	0	0	0	0	0	0
ASV_3376	0	0	0	3	0	0	0	0	0	0	0	0
ASV_3377	0	0	0	3	0	0	0	0	0	0	0	0
ASV_3378	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3379	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3380	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3381	0	3	0	0	0	0	0	0	0	0	0	0
ASV_3382	3	0	0	0	0	0	0	0	0	0	0	0
ASV_3383	3	0	0	0	0	0	0	0	0	0	0	0
ASV_3384	3	0	0	0	0	0	0	0	0	0	0	0
ASV_3385	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3533	0	0	0	0	0	0	2	0	0	0	0	0
ASV_3534	0	0	0	0	0	0	2	0	0	0	0	0
ASV_3535	0	0	0	0	0	0	0	2	0	0	0	0
ASV_3536	0	0	0	0	0	0	0	0	2	0	0	0
ASV_3537	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3538	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3539	0	0	0	0	0	0	0	0	0	2	0	0
ASV_3540	0	0	0	0	0	0	0	0	0	2	0	0
ASV_3541	0	0	0	0	0	0	0	0	0	2	0	0
ASV_3544	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3545	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3546	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3547	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3548	0	0	0	0	0	0	0	0	0	0	2	0
ASV_3549	0	0	0	0	0	0	0	0	0	0	2	0
ASV_3550	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3551	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3552	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3553	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3554	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3555	0	0	0	0	0	0	0	0	0	0	0	2
ASV_3556	0	0	0	0	0	0	0	0	0	0	0	2
ASV_3557	0	0	0	0	0	0	0	0	0	0	0	2
ASV_3558	0	0	0	0	2	0	0	0	0	0	0	0
ASV_3559	0	0	0	0	2	0	0	0	0	0	0	0
ASV_3560	0	0	0	2	0	0	0	0	0	0	0	0
ASV_3561	0	0	0	2	0	0	0	0	0	0	0	0
ASV_3562	0	0	0	2	0	0	0	0	0	0	0	0
ASV_3563	0	0	2	0	0	0	0	0	0	0	0	0
ASV_3567	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3568	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3569	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3570	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3571	0	2	0	0	0	0	0	0	0	0	0	0
ASV_3572	0	2	0	0	0	0	0	0	0	0	0	0
ASV_3573	0	2	0	0	0	0	0	0	0	0	0	0
ASV_3574	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3575	2	0	0	0	0	0	0	0	0	0	0	0
ASV_3576	2	0	0	0	0	0	0	0	0	0	0	0
ASV_3577	2	0	0	0	0	0	0	0	0	0	0	0
ASV_3578	2	0	0	0	0	0	0	0	0	0	0	0
ASV_3579	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3580	0	0	0	0	0	0	0	0	0	0	0	0
