#OTUID	CN18SESPkoa_SC36_Y	CN18SESPkoa_SC39_Y	CN18SESPkoa_SC41_Y	CN18SESPkoa_SC44_Y	CN18Sc14_8_eDNA_Y	CN18Sc15_8_eDNA_Y	CN18Sc18_8_eDNA_Y	CN18Sc27_8_eDNA_Y
ASV_44434	0	0	0	0	0	0	0	0
ASV_44435	0	0	0	0	0	0	0	0
ASV_44436	0	0	0	0	0	0	0	0
ASV_44438	0	0	0	0	0	0	0	0
ASV_44439	0	0	0	0	0	0	0	0
ASV_44440	0	0	0	0	0	0	0	0
ASV_44442	0	0	0	0	0	0	0	0
ASV_44448	0	0	0	0	0	0	0	0
ASV_44449	0	0	0	0	0	0	0	0
ASV_44450	0	0	0	0	0	0	0	0
ASV_44452	0	0	0	0	0	0	0	0
ASV_44455	0	0	0	0	0	0	0	0
ASV_44459	0	0	0	0	0	0	0	0
ASV_44460	0	0	0	0	0	0	0	0
ASV_44461	0	0	0	0	0	0	0	0
ASV_44463	0	0	0	0	0	0	0	0
ASV_44464	0	0	0	0	0	0	0	0
ASV_44465	0	0	0	0	0	0	0	0
ASV_44466	0	0	0	0	0	0	0	0
ASV_44467	0	0	0	0	0	0	0	0
ASV_44468	0	0	0	0	0	0	0	0
ASV_44469	0	0	0	0	0	0	0	0
ASV_44471	0	0	0	0	0	0	0	0
ASV_44472	0	0	0	0	0	0	0	0
ASV_44473	0	0	0	0	0	0	0	0
ASV_44474	0	0	0	0	0	0	0	0
ASV_44475	0	0	0	0	0	0	0	0
ASV_44476	0	0	0	0	0	0	0	0
ASV_44478	0	0	0	0	0	0	0	0
ASV_44479	0	0	0	0	0	0	0	0
ASV_44480	0	0	0	0	0	0	0	0
ASV_44482	0	0	0	0	0	0	0	0
ASV_44483	0	0	0	0	0	0	0	0
ASV_44484	0	0	0	0	0	0	0	0
ASV_44486	0	0	0	0	0	0	0	0
ASV_44487	0	0	0	0	0	0	0	0
ASV_44488	0	0	0	0	0	0	0	0
ASV_44489	0	0	0	0	0	0	0	0
ASV_44490	0	0	0	0	0	0	0	0
ASV_44491	0	0	0	0	0	0	0	0
ASV_44492	0	0	0	0	0	0	0	0
ASV_44493	0	0	0	0	0	0	0	0
ASV_44494	0	0	0	0	0	0	0	0
ASV_44495	0	0	0	0	0	0	0	0
ASV_44496	0	0	0	0	0	0	0	0
ASV_44497	0	0	0	0	0	0	0	0
ASV_44498	0	0	0	0	0	0	0	0
ASV_44499	0	0	0	0	0	0	0	0
ASV_44501	0	0	0	0	0	0	0	0
ASV_44502	0	0	0	0	0	0	0	0
ASV_44503	0	0	0	0	0	0	0	0
ASV_44506	0	0	0	0	0	0	0	0
ASV_44507	0	0	0	0	0	0	0	0
ASV_44508	0	0	0	0	0	0	0	0
ASV_44509	0	0	0	0	0	0	0	0
ASV_44510	0	0	0	0	0	0	0	0
ASV_44511	0	0	0	0	0	0	0	0
ASV_44512	0	0	0	0	0	0	0	0
ASV_44513	0	0	0	0	0	0	0	0
ASV_44514	0	0	0	0	0	0	0	0
ASV_44515	0	0	0	0	0	0	0	0
ASV_44516	0	0	0	0	0	0	0	0
ASV_44517	0	0	0	0	0	0	0	0
ASV_44519	0	0	0	0	0	0	0	0
ASV_44520	0	0	0	0	0	0	0	0
ASV_44521	0	0	0	0	0	0	0	0
ASV_44522	0	0	0	0	0	0	0	0
ASV_44523	0	0	0	0	0	0	0	0
ASV_44524	0	0	0	0	0	0	0	0
ASV_44525	0	0	0	0	0	0	0	0
ASV_44526	0	0	0	0	0	0	0	0
ASV_44528	0	0	0	0	0	0	0	0
ASV_44529	0	0	0	0	0	0	0	0
ASV_44530	0	0	0	0	0	0	0	0
ASV_44531	0	0	0	0	0	0	0	0
ASV_44533	0	0	0	0	0	0	0	0
ASV_44534	0	0	0	0	0	0	0	0
ASV_44535	0	0	0	0	0	0	0	0
ASV_44536	0	0	0	0	0	0	0	0
ASV_44537	0	0	0	0	0	0	0	0
ASV_44538	0	0	0	0	0	0	0	0
ASV_44539	0	0	0	0	0	0	0	0
ASV_44541	0	0	0	0	0	0	0	0
ASV_44542	0	0	0	0	0	0	0	0
ASV_44543	0	0	0	0	0	0	0	0
ASV_44544	0	0	0	0	0	0	0	0
ASV_44545	0	0	0	0	0	0	0	0
ASV_44546	0	0	0	0	0	0	0	0
ASV_44547	0	0	0	0	0	0	0	0
ASV_44548	0	0	0	0	0	0	0	0
ASV_44549	0	0	0	0	0	0	0	0
ASV_44550	0	0	0	0	0	0	0	0
ASV_44551	0	0	0	0	0	0	0	0
ASV_44552	0	0	0	0	0	0	0	0
ASV_44553	0	0	0	0	0	0	0	0
ASV_44554	0	0	0	0	0	0	0	0
ASV_44555	0	0	0	0	0	0	0	0
ASV_44556	0	0	0	0	0	0	0	0
ASV_44558	0	0	0	0	0	0	0	0
ASV_44559	0	0	0	0	0	0	0	0
ASV_44560	0	0	0	0	0	0	0	0
ASV_44561	0	0	0	0	0	0	0	0
ASV_44562	0	0	0	0	0	0	0	0
ASV_44563	0	0	0	0	0	0	0	0
ASV_44564	0	0	0	0	0	0	0	0
ASV_44565	0	0	0	0	0	0	0	0
ASV_44566	0	0	0	0	0	0	0	0
ASV_44567	0	0	0	0	0	0	0	0
ASV_44568	0	0	0	0	0	0	0	0
ASV_44569	0	0	0	0	0	0	0	0
ASV_44570	0	0	0	0	0	0	0	0
ASV_44571	0	0	0	0	0	0	0	0
ASV_44572	0	0	0	0	0	0	0	0
ASV_44573	0	0	0	0	0	0	0	0
ASV_44574	0	0	0	0	0	0	0	0
ASV_44575	0	0	0	0	0	0	0	0
ASV_44577	0	0	0	0	0	0	0	0
ASV_44578	0	0	0	0	0	0	0	0
ASV_44579	0	0	0	0	0	0	0	0
ASV_44580	0	0	0	0	0	0	0	0
ASV_44581	0	0	0	0	0	0	0	0
ASV_44582	0	0	0	0	0	0	0	0
ASV_44583	0	0	0	0	0	0	0	0
ASV_44585	0	0	0	0	0	0	0	0
ASV_44586	0	0	0	0	0	0	0	0
ASV_44587	0	0	0	0	0	0	0	0
ASV_44588	0	0	0	0	0	0	0	0
ASV_44589	0	0	0	0	0	0	0	0
ASV_44590	0	0	0	0	0	0	0	0
ASV_44591	0	0	0	0	0	0	0	0
ASV_44593	0	0	0	0	0	0	0	0
ASV_44594	0	0	0	0	0	0	0	0
ASV_44596	0	0	0	0	0	0	0	0
ASV_44597	0	0	0	0	0	0	0	0
ASV_44598	0	0	0	0	0	0	0	0
ASV_44599	0	0	0	0	0	0	0	0
ASV_44600	0	0	0	0	0	0	0	0
ASV_44601	0	0	0	0	0	0	0	0
ASV_44602	0	0	0	0	0	0	0	0
ASV_44603	0	0	0	0	0	0	0	0
ASV_44604	0	0	0	0	0	0	0	0
ASV_44606	0	0	0	0	0	0	0	0
ASV_44607	0	0	0	0	0	0	0	0
ASV_44608	0	0	0	0	0	0	0	0
ASV_44609	0	0	0	0	0	0	0	0
ASV_44610	0	0	0	0	0	0	0	0
ASV_44611	0	0	0	0	0	0	0	0
ASV_44612	0	0	0	0	0	0	0	0
ASV_44613	0	0	0	0	0	0	0	0
ASV_44614	0	0	0	0	0	0	0	0
ASV_44615	0	0	0	0	0	0	0	0
ASV_44616	0	0	0	0	0	0	0	0
ASV_44618	0	0	0	0	0	0	0	0
ASV_44620	0	0	0	0	0	0	0	0
ASV_44621	0	0	0	0	0	0	0	0
ASV_44622	0	0	0	0	0	0	0	0
ASV_44623	0	0	0	0	0	0	0	0
ASV_44625	0	0	0	0	0	0	0	0
ASV_44626	0	0	0	0	0	0	0	0
ASV_44628	0	0	0	0	0	0	0	0
ASV_44629	0	0	0	0	0	0	0	0
ASV_44630	0	0	0	0	0	0	0	0
ASV_44631	0	0	0	0	0	0	0	0
ASV_44632	0	0	0	0	0	0	0	0
ASV_44633	0	0	0	0	0	0	0	0
ASV_44634	0	0	0	0	0	0	0	0
ASV_44635	0	0	0	0	0	0	0	0
ASV_44637	0	0	0	0	0	0	0	0
ASV_44638	0	0	0	0	0	0	0	0
ASV_44639	0	0	0	0	0	0	0	0
ASV_44640	0	0	0	0	0	0	0	0
ASV_44641	0	0	0	0	0	0	0	0
ASV_44642	0	0	0	0	0	0	0	0
ASV_44643	0	0	0	0	0	0	0	0
ASV_44644	0	0	0	0	0	0	0	0
ASV_44645	0	0	0	0	0	0	0	0
ASV_44646	0	0	0	0	0	0	0	0
ASV_44647	0	0	0	0	0	0	0	0
ASV_44648	0	0	0	0	0	0	0	0
ASV_44649	0	0	0	0	0	0	0	0
ASV_44650	0	0	0	0	0	0	0	0
ASV_44651	0	0	0	0	0	0	0	0
ASV_44652	0	0	0	0	0	0	0	0
ASV_44653	0	0	0	0	0	0	0	0
ASV_44655	0	0	0	0	0	0	0	0
ASV_44656	0	0	0	0	0	0	0	0
ASV_44657	0	0	0	0	0	0	0	0
ASV_44658	0	0	0	0	0	0	0	0
ASV_44659	0	0	0	0	0	0	0	0
ASV_44663	0	0	0	0	0	0	0	0
ASV_44664	0	0	0	0	0	0	0	0
ASV_44665	0	0	0	0	0	0	0	0
ASV_44666	0	0	0	0	0	0	0	0
ASV_44667	0	0	0	0	0	0	0	0
ASV_44668	0	0	0	0	0	0	0	0
ASV_44669	0	0	0	0	0	0	0	0
ASV_44670	0	0	0	0	0	0	0	0
ASV_44672	0	0	0	0	0	0	0	0
ASV_44673	0	0	0	0	0	0	0	0
ASV_44674	0	0	0	0	0	0	0	0
ASV_44675	0	0	0	0	0	0	0	0
ASV_44676	0	0	0	0	0	0	0	0
ASV_44677	0	0	0	0	0	0	0	0
ASV_44678	0	0	0	0	0	0	0	0
ASV_44679	0	0	0	0	0	0	0	0
ASV_44682	0	0	0	0	0	0	0	0
ASV_44683	0	0	0	0	0	0	0	0
ASV_44684	0	0	0	0	0	0	0	0
ASV_44685	0	0	0	0	0	0	0	0
ASV_44686	0	0	0	0	0	0	0	0
ASV_44687	0	0	0	0	0	0	0	0
ASV_44688	0	0	0	0	0	0	0	0
ASV_44689	0	0	0	0	0	0	0	0
ASV_44690	0	0	0	0	0	0	0	0
ASV_44691	0	0	0	0	0	0	0	0
ASV_44692	0	0	0	0	0	0	0	0
ASV_44693	0	0	0	0	0	0	0	0
ASV_44696	0	0	0	0	0	0	0	0
ASV_44697	0	0	0	0	0	0	0	0
ASV_44698	0	0	0	0	0	0	0	0
ASV_44699	0	0	0	0	0	0	0	0
ASV_44700	0	0	0	0	0	0	0	0
ASV_44701	0	0	0	0	0	0	0	0
ASV_44702	0	0	0	0	0	0	0	0
ASV_44703	0	0	0	0	0	0	0	0
ASV_44704	0	0	0	0	0	0	0	0
ASV_44705	0	0	0	0	0	0	0	0
ASV_44707	0	0	0	0	0	0	0	0
ASV_44708	0	0	0	0	0	0	0	0
ASV_44709	0	0	0	0	0	0	0	0
ASV_44710	0	0	0	0	0	0	0	0
ASV_44711	0	0	0	0	0	0	0	0
ASV_44712	0	0	0	0	0	0	0	0
ASV_44713	0	0	0	0	0	0	0	0
ASV_44714	0	0	0	0	0	0	0	0
ASV_44715	0	0	0	0	0	0	0	0
ASV_44716	0	0	0	0	0	0	0	0
ASV_44717	0	0	0	0	0	0	0	0
ASV_44718	0	0	0	0	0	0	0	0
ASV_44719	0	0	0	0	0	0	0	0
ASV_44720	0	0	0	0	0	0	0	0
ASV_44721	0	0	0	0	0	0	0	0
ASV_44722	0	0	0	0	0	0	0	0
ASV_44723	0	0	0	0	0	0	0	0
ASV_44724	0	0	0	0	0	0	0	0
ASV_44725	0	0	0	0	0	0	0	0
ASV_44727	0	0	0	0	0	0	0	0
ASV_44728	0	0	0	0	0	0	0	0
ASV_44729	0	0	0	0	0	0	0	0
ASV_44732	0	0	0	0	0	0	0	0
ASV_44734	0	0	0	0	0	0	0	0
ASV_44735	0	0	0	0	0	0	0	0
ASV_44736	0	0	0	0	0	0	0	0
ASV_44737	0	0	0	0	0	0	0	0
ASV_44738	0	0	0	0	0	0	0	0
ASV_44739	0	0	0	0	0	0	0	0
ASV_44740	0	0	0	0	0	0	0	0
ASV_44741	0	0	0	0	0	0	0	0
ASV_44743	0	0	0	0	0	0	0	0
ASV_44744	0	0	0	0	0	0	0	0
ASV_44745	0	0	0	0	0	0	0	0
ASV_44746	0	0	0	0	0	0	0	0
ASV_44747	0	0	0	0	0	0	0	0
ASV_44748	0	0	0	0	0	0	0	0
ASV_44749	0	0	0	0	0	0	0	0
ASV_44750	0	0	0	0	0	0	0	0
ASV_44751	0	0	0	0	0	0	0	0
ASV_44752	0	0	0	0	0	0	0	0
ASV_44753	0	0	0	0	0	0	0	0
ASV_44755	0	0	0	0	0	0	0	0
ASV_44756	0	0	0	0	0	0	0	0
ASV_44757	0	0	0	0	0	0	0	0
ASV_44758	0	0	0	0	0	0	0	0
ASV_44761	0	0	0	0	0	0	0	0
ASV_44762	0	0	0	0	0	0	0	0
ASV_44764	0	0	0	0	0	0	0	0
ASV_44765	0	0	0	0	0	0	0	0
ASV_44766	0	0	0	0	0	0	0	0
ASV_44767	0	0	0	0	0	0	0	0
ASV_44768	0	0	0	0	0	0	0	0
ASV_44769	0	0	0	0	0	0	0	0
ASV_44770	0	0	0	0	0	0	0	0
ASV_44771	0	0	0	0	0	0	0	0
ASV_44772	0	0	0	0	0	0	0	0
ASV_44773	0	0	0	0	0	0	0	0
ASV_44774	0	0	0	0	0	0	0	0
ASV_44776	0	0	0	0	0	0	0	0
ASV_44777	0	0	0	0	0	0	0	0
ASV_44778	0	0	0	0	0	0	0	0
ASV_44779	0	0	0	0	0	0	0	0
ASV_44785	0	0	0	0	0	0	0	0
ASV_44786	0	0	0	0	0	0	0	0
ASV_44787	0	0	0	0	0	0	0	0
ASV_44788	0	0	0	0	0	0	0	0
ASV_44789	0	0	0	0	0	0	0	0
ASV_44790	0	0	0	0	0	0	0	0
ASV_44791	0	0	0	0	0	0	0	0
ASV_44792	0	0	0	0	0	0	0	0
ASV_44793	0	0	0	0	0	0	0	0
ASV_44794	0	0	0	0	0	0	0	0
ASV_44795	0	0	0	0	0	0	0	0
ASV_44796	0	0	0	0	0	0	0	0
ASV_44797	0	0	0	0	0	0	0	0
ASV_44798	0	0	0	0	0	0	0	0
ASV_44799	0	0	0	0	0	0	0	0
ASV_44800	0	0	0	0	0	0	0	0
ASV_44801	0	0	0	0	0	0	0	0
ASV_44802	0	0	0	0	0	0	0	0
ASV_44803	0	0	0	0	0	0	0	0
ASV_44804	0	0	0	0	0	0	0	0
ASV_44805	0	0	0	0	0	0	0	0
ASV_44806	0	0	0	0	0	0	0	0
ASV_44807	0	0	0	0	0	0	0	0
ASV_44809	0	0	0	0	0	0	0	0
ASV_44812	0	0	0	0	0	0	0	0
ASV_44817	0	0	0	0	0	0	0	0
ASV_44818	0	0	0	0	0	0	0	0
ASV_44819	0	0	0	0	0	0	0	0
ASV_44820	0	0	0	0	0	0	0	0
ASV_44821	0	0	0	0	0	0	0	0
ASV_44822	0	0	0	0	0	0	0	0
ASV_44823	0	0	0	0	0	0	0	0
ASV_44824	0	0	0	0	0	0	0	0
ASV_44825	0	0	0	0	0	0	0	0
ASV_44826	0	0	0	0	0	0	0	0
ASV_44827	0	0	0	0	0	0	0	0
ASV_44828	0	0	0	0	0	0	0	0
ASV_44829	0	0	0	0	0	0	0	0
ASV_44830	0	0	0	0	0	0	0	0
ASV_44831	0	0	0	0	0	0	0	0
ASV_44832	0	0	0	0	0	0	0	0
ASV_44837	0	0	0	0	0	0	0	0
ASV_44839	0	0	0	0	0	0	0	0
ASV_44840	0	0	0	0	0	0	0	0
ASV_44841	0	0	0	0	0	0	0	0
ASV_44842	0	0	0	0	0	0	0	0
ASV_44843	0	0	0	0	0	0	0	0
ASV_44844	0	0	0	0	0	0	0	0
ASV_44845	0	0	0	0	0	0	0	0
ASV_44846	0	0	0	0	0	0	0	0
ASV_44847	0	0	0	0	0	0	0	0
ASV_44848	0	0	0	0	0	0	0	0
ASV_44849	0	0	0	0	0	0	0	0
ASV_44851	0	0	0	0	0	0	0	0
ASV_44852	0	0	0	0	0	0	0	0
ASV_44853	0	0	0	0	0	0	0	0
ASV_44854	0	0	0	0	0	0	0	0
ASV_44855	0	0	0	0	0	0	0	0
ASV_44857	0	0	0	0	0	0	0	0
ASV_44858	0	0	0	0	0	0	0	0
ASV_44859	0	0	0	0	0	0	0	0
ASV_44860	0	0	0	0	0	0	0	0
ASV_44862	0	0	0	0	0	0	0	0
ASV_44863	0	0	0	0	0	0	0	0
ASV_44864	0	0	0	0	0	0	0	0
ASV_44865	0	0	0	0	0	0	0	0
ASV_44866	0	0	0	0	0	0	0	0
ASV_44867	0	0	0	0	0	0	0	0
ASV_44869	0	0	0	0	0	0	0	0
ASV_44870	0	0	0	0	0	0	0	0
ASV_44871	0	0	0	0	0	0	0	0
ASV_44875	0	0	0	0	0	0	0	0
ASV_44879	0	0	0	0	0	0	0	0
ASV_44880	0	0	0	0	0	0	0	0
ASV_44881	0	0	0	0	0	0	0	0
ASV_44883	0	0	0	0	0	0	0	0
ASV_44884	0	0	0	0	0	0	0	0
ASV_44885	0	0	0	0	0	0	0	0
ASV_44886	0	0	0	0	0	0	0	0
ASV_44888	0	0	0	0	0	0	0	0
ASV_44889	0	0	0	0	0	0	0	0
ASV_44890	0	0	0	0	0	0	0	0
ASV_44891	0	0	0	0	0	0	0	0
ASV_44892	0	0	0	0	0	0	0	0
ASV_44894	0	0	0	0	0	0	0	0
ASV_44895	0	0	0	0	0	0	0	0
ASV_44897	0	0	0	0	0	0	0	0
ASV_44901	0	0	0	0	0	0	0	0
ASV_44911	0	0	0	0	0	0	0	0
ASV_44912	0	0	0	0	0	0	0	0
ASV_44913	0	0	0	0	0	0	0	0
ASV_44914	0	0	0	0	0	0	0	0
ASV_44916	0	0	0	0	0	0	0	0
ASV_44917	0	0	0	0	0	0	0	0
ASV_44918	0	0	0	0	0	0	0	0
ASV_44920	0	0	0	0	0	0	0	0
ASV_44922	0	0	0	0	0	0	0	0
ASV_44923	0	0	0	0	0	0	0	0
ASV_44924	0	0	0	0	0	0	0	0
ASV_44925	0	0	0	0	0	0	0	0
ASV_44926	0	0	0	0	0	0	0	0
ASV_44927	0	0	0	0	0	0	0	0
ASV_44928	0	0	0	0	0	0	0	0
ASV_44930	0	0	0	0	0	0	0	0
ASV_44932	0	0	0	0	0	0	0	0
ASV_44933	0	0	0	0	0	0	0	0
ASV_44934	0	0	0	0	0	0	0	0
ASV_44935	0	0	0	0	0	0	0	0
ASV_44936	0	0	0	0	0	0	0	0
ASV_44939	0	0	0	0	0	0	0	0
ASV_44940	0	0	0	0	0	0	0	0
ASV_44941	0	0	0	0	0	0	0	0
ASV_44942	0	0	0	0	0	0	0	0
ASV_44951	0	0	0	0	0	0	0	0
ASV_44955	0	0	0	0	0	0	0	0
ASV_44960	0	0	0	0	0	0	0	0
ASV_44961	0	0	0	0	0	0	0	0
ASV_44965	0	0	0	0	0	0	0	0
ASV_44967	0	0	0	0	0	0	0	0
ASV_44970	0	0	0	0	0	0	0	0
ASV_44973	0	0	0	0	0	0	0	0
ASV_44974	0	0	0	0	0	0	0	0
ASV_44975	0	0	0	0	0	0	0	0
ASV_44976	0	0	0	0	0	0	0	0
ASV_44977	0	0	0	0	0	0	0	0
ASV_44978	0	0	0	0	0	0	0	0
ASV_44979	0	0	0	0	0	0	0	0
ASV_44980	0	0	0	0	0	0	0	0
ASV_44981	0	0	0	0	0	0	0	0
ASV_44982	0	0	0	0	0	0	0	0
ASV_44984	0	0	0	0	0	0	0	0
ASV_44985	0	0	0	0	0	0	0	0
ASV_44986	0	0	0	0	0	0	0	0
ASV_44989	0	0	0	0	0	0	0	0
ASV_44990	0	0	0	0	0	0	0	0
ASV_44991	0	0	0	0	0	0	0	0
ASV_44992	0	0	0	0	0	0	0	0
ASV_44993	0	0	0	0	0	0	0	0
ASV_44994	0	0	0	0	0	0	0	0
ASV_44995	0	0	0	0	0	0	0	0
ASV_44996	0	0	0	0	0	0	0	0
ASV_44997	0	0	0	0	0	0	0	0
ASV_45005	0	0	0	0	0	0	0	0
ASV_45008	0	0	0	0	0	0	0	0
ASV_45009	0	0	0	0	0	0	0	0
ASV_45010	0	0	0	0	0	0	0	0
ASV_45011	0	0	0	0	0	0	0	0
ASV_45012	0	0	0	0	0	0	0	0
ASV_45013	0	0	0	0	0	0	0	0
ASV_45015	0	0	0	0	0	0	0	0
ASV_45016	0	0	0	0	0	0	0	0
ASV_45017	0	0	0	0	0	0	0	0
ASV_45018	0	0	0	0	0	0	0	0
ASV_45019	0	0	0	0	0	0	0	0
ASV_45020	0	0	0	0	0	0	0	0
ASV_45021	0	0	0	0	0	0	0	0
ASV_45022	0	0	0	0	0	0	0	0
ASV_45023	0	0	0	0	0	0	0	0
ASV_45024	0	0	0	0	0	0	0	0
ASV_45025	0	0	0	0	0	0	0	0
ASV_45031	0	0	0	0	0	0	0	0
ASV_45032	0	0	0	0	0	0	0	0
ASV_45033	0	0	0	0	0	0	0	0
ASV_45035	0	0	0	0	0	0	0	0
ASV_45036	0	0	0	0	0	0	0	0
ASV_45037	0	0	0	0	0	0	0	0
ASV_45038	0	0	0	0	0	0	0	0
ASV_45042	0	0	0	0	0	0	0	0
ASV_45045	0	0	0	0	0	0	0	0
ASV_45053	0	0	0	0	0	0	0	0
ASV_45056	0	0	0	0	0	0	0	0
ASV_45057	0	0	0	0	0	0	0	0
ASV_45058	0	0	0	0	0	0	0	0
ASV_45061	0	0	0	0	0	0	0	0
ASV_45067	0	0	0	0	0	0	0	0
ASV_45089	0	0	0	0	0	0	0	0
ASV_45090	0	0	0	0	0	0	0	0
ASV_45094	0	0	0	0	0	0	0	0
ASV_45095	0	0	0	0	0	0	0	0
ASV_45096	0	0	0	0	0	0	0	0
ASV_45097	0	0	0	0	0	0	0	0
ASV_45098	0	0	0	0	0	0	0	0
ASV_45099	0	0	0	0	0	0	0	0
ASV_45100	0	0	0	0	0	0	0	0
ASV_45101	0	0	0	0	0	0	0	0
ASV_45106	0	0	0	0	0	0	0	0
ASV_45107	0	0	0	0	0	0	0	0
ASV_45108	0	0	0	0	0	0	0	0
ASV_45109	0	0	0	0	0	0	0	0
ASV_45110	0	0	0	0	0	0	0	0
ASV_45111	0	0	0	0	0	0	0	0
ASV_45112	0	0	0	0	0	0	0	0
ASV_45116	0	0	0	0	0	0	0	0
ASV_45117	0	0	0	0	0	0	0	0
ASV_45118	0	0	0	0	0	0	0	0
ASV_45119	0	0	0	0	0	0	0	0
ASV_45120	0	0	0	0	0	0	0	0
ASV_45121	0	0	0	0	0	0	0	0
ASV_45122	0	0	0	0	0	0	0	0
ASV_45127	0	0	0	0	0	0	0	0
ASV_45129	0	0	0	0	0	0	0	0
ASV_45136	0	0	0	0	0	0	0	0
ASV_45137	0	0	0	0	0	0	0	0
ASV_45138	0	0	0	0	0	0	0	0
ASV_45139	0	0	0	0	0	0	0	0
ASV_45140	0	0	0	0	0	0	0	0
ASV_45143	0	0	0	0	0	0	0	0
ASV_45144	0	0	0	0	0	0	0	0
ASV_45145	0	0	0	0	0	0	0	0
ASV_45146	0	0	0	0	0	0	0	0
ASV_45147	0	0	0	0	0	0	0	0
ASV_45148	0	0	0	0	0	0	0	0
ASV_45149	0	0	0	0	0	0	0	0
ASV_45150	0	0	0	0	0	0	0	0
ASV_45151	0	0	0	0	0	0	0	0
ASV_45152	0	0	0	0	0	0	0	0
ASV_45153	0	0	0	0	0	0	0	0
ASV_45154	0	0	0	0	0	0	0	0
ASV_45155	0	0	0	0	0	0	0	0
ASV_45156	0	0	0	0	0	0	0	0
ASV_45157	0	0	0	0	0	0	0	0
ASV_45158	0	0	0	0	0	0	0	0
ASV_45159	0	0	0	0	0	0	0	0
ASV_45160	0	0	0	0	0	0	0	0
ASV_45161	0	0	0	0	0	0	0	0
ASV_45162	0	0	0	0	0	0	0	0
ASV_45163	0	0	0	0	0	0	0	0
ASV_45164	0	0	0	0	0	0	0	0
ASV_45171	0	0	0	0	0	0	0	0
ASV_45172	0	0	0	0	0	0	0	0
ASV_45173	0	0	0	0	0	0	0	0
ASV_45174	0	0	0	0	0	0	0	0
ASV_45181	0	0	0	0	0	0	0	0
ASV_45184	0	0	0	0	0	0	0	0
ASV_45185	0	0	0	0	0	0	0	0
ASV_45186	0	0	0	0	0	0	0	0
ASV_45187	0	0	0	0	0	0	0	0
ASV_45188	0	0	0	0	0	0	0	0
ASV_45189	0	0	0	0	0	0	0	0
ASV_45192	0	0	0	0	0	0	0	0
ASV_45193	0	0	0	0	0	0	0	0
ASV_45229	0	0	0	0	0	0	0	0
ASV_45230	0	0	0	0	0	0	0	0
ASV_45252	0	0	0	0	0	0	0	0
ASV_45253	0	0	0	0	0	0	0	0
ASV_45266	0	0	0	0	0	0	0	0
ASV_45267	0	0	0	0	0	0	0	0
ASV_45268	0	0	0	0	0	0	0	0
ASV_45269	0	0	0	0	0	0	0	0
ASV_45270	0	0	0	0	0	0	0	0
ASV_45275	0	0	0	0	0	0	0	0
ASV_45276	0	0	0	0	0	0	0	0
ASV_45277	0	0	0	0	0	0	0	0
ASV_45290	0	0	0	0	0	0	0	0
ASV_45291	0	0	0	0	0	0	0	0
ASV_45293	0	0	0	0	0	0	0	0
ASV_45296	0	0	0	0	0	0	0	0
ASV_45297	0	0	0	0	0	0	0	0
ASV_45298	0	0	0	0	0	0	0	0
ASV_45299	0	0	0	0	0	0	0	0
ASV_45300	0	0	0	0	0	0	0	0
ASV_45301	0	0	0	0	0	0	0	0
ASV_45302	0	0	0	0	0	0	0	0
ASV_45303	0	0	0	0	0	0	0	0
ASV_45305	0	0	0	0	0	0	0	0
ASV_45306	0	0	0	0	0	0	0	0
ASV_45307	0	0	0	0	0	0	0	0
ASV_45308	0	0	0	0	0	0	0	0
ASV_45309	0	0	0	0	0	0	0	0
ASV_45310	0	0	0	0	0	0	0	0
ASV_45311	0	0	0	0	0	0	0	0
ASV_45312	0	0	0	0	0	0	0	0
ASV_45313	0	0	0	0	0	0	0	0
ASV_45318	0	0	0	0	0	0	0	0
ASV_45319	0	0	0	0	0	0	0	0
ASV_45320	0	0	0	0	0	0	0	0
ASV_45321	0	0	0	0	0	0	0	0
ASV_45322	0	0	0	0	0	0	0	0
ASV_45323	0	0	0	0	0	0	0	0
ASV_45324	0	0	0	0	0	0	0	0
ASV_45325	0	0	0	0	0	0	0	0
ASV_45326	0	0	0	0	0	0	0	0
ASV_45327	0	0	0	0	0	0	0	0
ASV_45333	0	0	0	0	0	0	0	0
ASV_45334	0	0	0	0	0	0	0	0
ASV_45335	0	0	0	0	0	0	0	0
ASV_45337	0	0	0	0	0	0	0	0
ASV_45338	0	0	0	0	0	0	0	0
ASV_45339	0	0	0	0	0	0	0	0
ASV_45340	0	0	0	0	0	0	0	0
ASV_45341	0	0	0	0	0	0	0	0
ASV_45342	0	0	0	0	0	0	0	0
ASV_45343	0	0	0	0	0	0	0	0
ASV_45344	0	0	0	0	0	0	0	0
ASV_45350	0	0	0	0	0	0	0	0
ASV_45351	0	0	0	0	0	0	0	0
ASV_45352	0	0	0	0	0	0	0	0
ASV_45353	0	0	0	0	0	0	0	0
ASV_45354	0	0	0	0	0	0	0	0
ASV_45355	0	0	0	0	0	0	0	0
ASV_45356	0	0	0	0	0	0	0	0
ASV_45357	0	0	0	0	0	0	0	0
ASV_45358	0	0	0	0	0	0	0	0
ASV_45359	0	0	0	0	0	0	0	0
ASV_45360	0	0	0	0	0	0	0	0
ASV_45361	0	0	0	0	0	0	0	0
ASV_45362	0	0	0	0	0	0	0	0
ASV_45363	0	0	0	0	0	0	0	0
ASV_45364	0	0	0	0	0	0	0	0
ASV_45365	0	0	0	0	0	0	0	0
ASV_45366	0	0	0	0	0	0	0	0
ASV_45367	0	0	0	0	0	0	0	0
