#OTUID	CN18SESPkoa_SC37_Y	CN18SESPkoa_SC40_Y	CN18SESPkoa_SC42_Y	CN18SESPkoa_SC45_Y	CN18SESPkoa_SC47_Y	CN18SESPkoa_SC49_Y	CN18Sc09_2_eDNA_Y	CN18Sc10_2_eDNA_Y	CN18Sc14_2_eDNA_Y	CN18Sc15_2_eDNA_Y	CN18Sc18_2_eDNA_Y	CN18Sc27_2_eDNA_Y
ASV_36379	0	0	0	0	0	0	47	0	0	0	0	0
ASV_36380	0	0	0	3	1	1	2	0	2	3	0	1
ASV_36381	1	1	0	0	2	2	0	4	2	0	2	1
ASV_36382	0	2	0	0	2	0	0	0	5	1	0	3
ASV_36383	1	1	2	0	0	0	0	1	8	0	1	0
ASV_36384	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36385	1	0	0	0	0	0	0	0	0	0	0	0
ASV_36386	0	1	3	0	0	0	0	2	1	3	0	0
ASV_36387	0	0	1	1	0	1	0	4	2	0	1	0
ASV_36388	0	0	3	0	0	0	0	0	4	1	0	0
ASV_36389	0	0	0	1	2	0	2	3	0	2	2	1
ASV_36390	4	0	4	1	4	0	1	0	1	1	1	1
ASV_36391	3	0	0	1	0	3	0	2	8	1	2	3
ASV_36392	1	1	1	0	1	2	8	1	6	0	0	0
ASV_36393	6	1	0	0	1	0	3	1	2	0	0	1
ASV_36394	0	1	0	0	0	0	3	0	0	0	0	2
ASV_36395	0	0	1	2	5	0	2	3	2	1	0	0
ASV_36396	4	1	3	1	0	0	1	2	4	0	0	2
ASV_36397	2	1	0	0	0	0	0	6	4	0	0	0
ASV_36398	1	0	0	1	0	0	0	0	4	1	2	0
ASV_36399	6	2	1	0	0	1	0	2	0	0	0	0
ASV_36400	7	0	0	3	2	10	0	0	0	0	0	0
ASV_36401	0	0	0	1	0	0	2	0	9	2	0	1
ASV_36402	1	0	1	0	0	0	1	0	2	0	3	1
ASV_36403	2	1	2	1	1	1	1	0	1	0	0	0
ASV_36404	1	0	1	0	0	0	0	2	7	2	1	0
ASV_36405	3	2	0	1	3	0	0	2	7	0	0	0
ASV_36406	0	1	0	4	0	1	2	4	1	3	1	2
ASV_36407	2	0	0	6	2	0	1	2	1	0	0	3
ASV_36408	5	0	2	1	2	0	1	0	3	0	0	5
ASV_36409	1	0	0	0	0	5	0	0	3	0	3	0
ASV_36410	1	3	0	1	4	0	0	0	1	0	0	0
ASV_36411	0	0	24	0	0	1	0	0	2	0	0	1
ASV_36413	2	0	0	0	1	0	0	0	6	2	0	0
ASV_36414	0	3	2	0	2	2	0	1	1	0	1	1
ASV_36415	0	0	0	0	0	0	0	5	1	2	0	0
ASV_36416	1	3	0	0	4	2	0	0	1	2	0	0
ASV_36417	0	0	40	0	1	0	0	0	0	0	0	0
ASV_36418	0	0	0	2	0	0	3	1	0	0	5	0
ASV_36419	1	0	2	3	2	0	2	4	0	3	4	0
ASV_36420	0	1	0	1	0	0	1	0	1	2	1	5
ASV_36421	0	0	0	0	0	3	0	4	3	2	2	0
ASV_36422	3	5	3	0	1	1	0	0	4	2	0	2
ASV_36423	0	4	2	1	0	3	0	3	1	2	0	0
ASV_36424	3	0	0	1	0	0	0	5	1	0	1	0
ASV_36425	1	0	1	1	0	4	7	1	0	0	0	4
ASV_36426	1	0	0	0	1	0	4	3	6	1	0	2
ASV_36427	0	0	0	0	0	0	2	2	0	0	0	0
ASV_36428	0	0	0	0	0	2	2	0	2	0	2	0
ASV_36429	4	1	0	1	3	8	1	0	1	0	0	1
ASV_36430	0	0	1	0	1	0	1	0	5	1	0	0
ASV_36431	0	2	0	2	0	0	0	0	0	0	0	0
ASV_36432	0	1	0	0	1	0	0	1	1	1	2	0
ASV_36433	2	0	0	0	2	0	0	3	1	0	0	4
ASV_36434	4	0	0	2	0	1	0	2	5	0	0	2
ASV_36435	0	0	3	4	1	0	0	4	4	0	0	1
ASV_36436	0	1	5	0	0	0	0	0	0	9	0	0
ASV_36437	1	1	2	1	3	0	0	0	0	0	0	6
ASV_36438	1	0	0	1	1	0	2	3	3	0	2	0
ASV_36439	0	0	2	0	0	3	1	2	1	1	1	0
ASV_36440	0	0	0	1	3	0	0	0	3	1	0	0
ASV_36441	5	0	1	2	4	5	0	4	2	0	2	0
ASV_36442	0	1	1	0	6	0	0	0	1	0	0	1
ASV_36443	0	0	0	0	5	0	2	0	1	4	2	0
ASV_36444	0	0	0	0	0	0	1	0	0	0	1	0
ASV_36445	0	1	0	1	0	0	1	0	1	1	1	2
ASV_36446	0	0	3	0	2	0	0	0	0	0	1	0
ASV_36447	0	2	3	4	0	0	0	2	5	0	0	2
ASV_36448	0	3	0	0	0	0	0	1	3	3	0	0
ASV_36449	0	0	1	0	3	0	0	1	0	0	0	0
ASV_36450	0	0	4	0	0	0	0	0	0	0	0	0
ASV_36451	3	0	2	3	0	3	0	1	0	1	3	0
ASV_36452	0	0	1	0	1	1	0	0	0	1	0	4
ASV_36453	6	1	0	0	0	0	8	0	0	0	10	3
ASV_36454	1	1	0	0	3	3	3	0	0	0	1	0
ASV_36455	0	1	0	0	0	0	0	0	1	6	3	1
ASV_36456	0	0	1	4	0	0	0	1	1	0	0	2
ASV_36457	0	0	0	13	0	1	0	2	0	0	0	0
ASV_36458	0	0	0	0	0	33	0	0	0	1	0	0
ASV_36459	0	2	3	0	0	0	2	0	6	1	2	1
ASV_36460	1	1	1	0	0	3	0	0	1	5	0	0
ASV_36461	1	0	1	0	1	0	0	2	1	1	0	2
ASV_36462	0	1	2	0	4	0	0	0	0	0	2	3
ASV_36463	2	2	0	3	0	1	0	2	2	0	1	0
ASV_36464	0	0	1	0	0	5	0	0	3	2	2	0
ASV_36465	1	3	1	0	0	0	0	0	2	2	0	0
ASV_36466	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36467	7	1	0	1	2	0	0	1	0	4	2	2
ASV_36469	0	0	0	1	0	0	5	0	4	0	0	1
ASV_36470	1	0	0	3	1	0	3	0	4	1	2	0
ASV_36471	2	1	0	0	0	3	2	0	3	0	0	1
ASV_36472	0	0	1	0	2	0	1	1	10	1	0	0
ASV_36473	1	2	1	0	2	1	1	2	3	0	0	0
ASV_36474	0	0	0	0	0	0	0	5	3	2	1	0
ASV_36475	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36476	2	1	0	1	2	0	0	3	3	1	1	0
ASV_36477	0	1	0	0	2	1	0	3	2	1	1	0
ASV_36478	0	0	0	0	0	0	0	0	0	2	0	0
ASV_36479	0	1	0	0	4	0	2	4	0	4	1	1
ASV_36480	1	0	0	0	2	0	2	0	2	0	0	0
ASV_36481	0	0	1	0	0	1	1	0	1	0	1	0
ASV_36482	3	0	1	1	0	2	0	0	0	0	0	2
ASV_36483	0	0	0	0	0	0	0	0	2	0	0	0
ASV_36484	1	0	2	0	2	0	0	0	3	0	1	0
ASV_36486	0	0	1	2	0	0	0	0	3	3	1	0
ASV_36487	0	0	0	3	0	0	0	6	1	0	3	2
ASV_36488	0	1	3	2	2	0	0	1	1	0	1	1
ASV_36489	2	0	0	1	5	0	0	1	0	0	0	1
ASV_36490	1	0	3	0	0	1	0	1	0	2	1	2
ASV_36491	0	0	4	1	0	0	0	2	0	1	0	0
ASV_36493	0	0	0	0	0	0	0	0	0	0	33	0
ASV_36495	2	0	0	0	2	0	4	4	0	0	0	0
ASV_36496	0	2	0	5	0	1	3	1	2	0	2	0
ASV_36497	2	2	1	0	0	2	2	0	0	4	0	0
ASV_36498	0	0	2	5	0	0	0	1	2	0	0	0
ASV_36499	4	0	0	0	2	0	0	1	3	0	2	1
ASV_36500	0	0	0	0	0	0	0	2	2	1	1	0
ASV_36501	2	0	0	2	0	1	0	0	0	0	2	0
ASV_36502	1	0	0	0	3	0	0	0	0	2	1	0
ASV_36503	0	0	0	0	1	0	5	0	0	1	0	1
ASV_36504	2	0	0	0	0	4	2	5	2	0	1	1
ASV_36505	2	2	0	1	2	5	2	0	1	0	0	1
ASV_36506	0	0	2	2	2	0	2	2	0	0	0	0
ASV_36507	0	2	0	0	0	0	1	0	0	1	2	0
ASV_36508	2	0	0	6	0	1	1	0	1	0	0	0
ASV_36509	1	2	1	1	0	2	1	0	0	0	1	0
ASV_36510	2	0	0	1	0	0	0	0	2	0	0	0
ASV_36511	5	0	0	6	1	0	0	0	1	1	0	2
ASV_36512	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36514	0	0	1	1	0	0	3	6	1	3	0	0
ASV_36515	1	0	0	0	2	3	2	1	0	2	0	3
ASV_36516	2	0	4	0	0	0	1	3	0	4	0	0
ASV_36517	0	8	0	0	0	0	0	0	0	2	0	0
ASV_36518	1	0	1	2	0	0	0	0	0	0	0	1
ASV_36519	0	0	0	0	0	2	0	0	0	0	1	1
ASV_36520	3	0	1	0	0	0	0	3	0	1	1	0
ASV_36521	6	0	0	0	0	0	0	0	2	0	3	18
ASV_36522	0	0	0	0	0	0	0	0	0	28	0	0
ASV_36523	0	0	26	1	0	0	0	0	0	0	0	0
ASV_36524	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36525	0	30	0	0	0	0	0	0	0	0	0	0
ASV_36526	0	0	0	0	0	0	18	0	0	0	0	0
ASV_36527	2	0	0	0	2	1	3	4	0	1	0	2
ASV_36528	2	4	0	0	1	1	2	0	0	0	0	0
ASV_36529	0	0	1	1	0	0	1	1	1	1	1	0
ASV_36530	3	0	1	0	0	0	1	0	3	0	0	0
ASV_36531	0	0	0	4	0	0	1	1	0	0	0	0
ASV_36532	9	0	2	0	0	0	1	3	3	1	0	0
ASV_36533	1	0	0	3	0	1	0	2	1	0	0	0
ASV_36534	0	1	5	0	5	0	0	0	3	2	0	3
ASV_36535	2	0	0	0	1	0	0	0	1	0	0	4
ASV_36536	0	3	1	0	1	0	0	0	0	0	0	1
ASV_36537	1	0	0	0	2	0	0	0	3	1	1	2
ASV_36538	0	1	0	0	5	0	0	2	2	0	0	1
ASV_36539	3	0	3	0	0	1	0	1	1	0	0	0
ASV_36540	2	0	0	0	0	0	0	0	0	0	1	0
ASV_36541	0	0	0	0	0	0	0	0	0	0	29	0
ASV_36543	2	1	0	4	0	0	1	4	2	0	1	0
ASV_36544	0	0	1	0	1	5	0	0	0	1	0	0
ASV_36545	1	0	2	0	8	0	0	4	0	0	0	0
ASV_36546	0	0	0	2	6	3	0	4	3	2	0	0
ASV_36547	0	0	0	0	1	0	0	0	2	1	0	1
ASV_36548	0	0	0	2	0	9	0	2	2	0	0	0
ASV_36549	0	0	0	0	0	2	0	0	1	0	0	0
ASV_36550	1	0	0	3	0	3	0	0	0	2	0	0
ASV_36551	1	0	0	0	0	1	0	0	0	0	0	0
ASV_36552	0	0	0	0	1	0	0	2	0	2	0	0
ASV_36554	0	0	0	0	0	0	0	0	0	6	0	0
ASV_36555	7	0	0	0	1	1	0	2	0	0	0	0
ASV_36557	2	0	0	0	3	0	3	2	0	0	1	1
ASV_36558	1	0	0	0	1	0	2	3	2	0	4	0
ASV_36559	0	0	2	2	2	4	2	0	1	0	0	0
ASV_36560	0	2	5	0	0	0	1	4	0	0	0	1
ASV_36561	0	0	1	3	4	4	1	0	0	1	0	0
ASV_36562	0	0	0	1	2	0	1	0	7	1	0	0
ASV_36563	0	0	0	0	0	0	0	1	1	0	0	2
ASV_36564	0	0	0	0	0	4	0	0	1	2	0	3
ASV_36565	1	0	0	0	2	0	0	1	0	1	1	0
ASV_36566	0	2	0	0	0	0	0	0	4	1	1	0
ASV_36567	0	0	1	0	0	0	0	2	0	0	0	0
ASV_36568	0	0	0	0	2	0	0	0	1	2	0	1
ASV_36569	0	0	0	1	0	0	0	0	6	0	0	0
ASV_36570	0	0	0	0	2	0	0	1	5	0	0	0
ASV_36571	0	0	0	2	0	0	0	2	3	0	0	0
ASV_36572	0	1	2	0	0	1	0	0	2	0	0	0
ASV_36573	0	0	0	0	2	0	0	0	0	0	0	5
ASV_36574	0	1	0	0	0	2	0	4	0	0	0	2
ASV_36576	2	0	0	0	0	0	0	1	0	0	2	1
ASV_36577	0	0	0	0	0	2	4	1	0	1	0	0
ASV_36578	0	0	0	0	0	4	2	0	0	0	0	1
ASV_36579	0	0	0	1	0	3	1	3	0	1	0	4
ASV_36580	0	0	0	0	0	0	1	4	2	0	0	0
ASV_36581	3	0	0	0	1	2	1	1	0	1	0	1
ASV_36582	0	0	12	0	0	0	1	0	0	0	0	0
ASV_36583	2	0	2	1	0	1	0	0	0	0	0	2
ASV_36584	0	0	1	0	0	0	0	1	1	0	2	0
ASV_36585	2	0	4	0	2	0	0	0	0	0	1	0
ASV_36586	0	3	2	0	4	0	0	0	0	0	0	0
ASV_36587	2	0	0	0	1	0	0	3	5	1	0	2
ASV_36588	0	1	4	0	0	0	0	5	0	0	1	0
ASV_36589	0	0	0	0	0	0	0	0	0	2	0	2
ASV_36590	0	0	0	2	0	0	0	0	0	0	0	0
ASV_36591	0	17	0	0	6	0	0	0	0	0	0	1
ASV_36593	26	0	0	0	0	0	0	0	0	0	0	0
ASV_36595	1	0	0	1	0	0	2	2	2	0	0	0
ASV_36596	2	0	0	1	3	0	2	2	0	0	4	0
ASV_36597	0	0	0	0	0	4	2	0	0	0	0	0
ASV_36598	2	0	0	2	0	1	1	0	0	3	0	0
ASV_36599	0	4	0	0	2	0	1	2	0	0	0	0
ASV_36600	2	0	0	0	1	4	1	0	0	0	0	0
ASV_36601	3	0	2	0	0	0	1	0	0	1	0	0
ASV_36602	4	0	0	0	3	0	1	0	2	0	0	1
ASV_36603	0	0	0	0	1	0	1	0	9	0	0	2
ASV_36604	1	1	0	0	0	2	0	1	7	0	0	0
ASV_36605	0	0	1	0	6	2	0	1	3	0	0	0
ASV_36606	0	0	0	0	0	7	0	0	2	0	0	0
ASV_36607	0	0	0	3	4	0	0	0	1	0	2	0
ASV_36608	0	0	0	0	0	0	0	0	0	1	0	0
ASV_36609	0	0	0	0	0	0	0	0	0	1	0	2
ASV_36610	0	0	1	0	0	4	0	1	0	0	0	0
ASV_36611	0	1	0	0	1	0	0	2	0	0	0	1
ASV_36612	0	1	0	0	0	0	0	0	0	0	0	0
ASV_36613	2	0	3	0	3	0	6	0	0	0	0	0
ASV_36614	0	0	0	0	0	0	4	1	2	0	0	0
ASV_36615	0	0	0	0	4	0	2	2	0	0	1	0
ASV_36616	3	2	0	1	1	0	2	0	0	0	0	0
ASV_36617	0	0	0	0	0	0	1	0	0	0	0	0
ASV_36618	0	1	2	2	1	0	1	0	0	0	0	0
ASV_36619	0	0	3	0	0	0	1	0	0	0	0	0
ASV_36620	0	0	0	1	0	0	0	0	2	2	0	0
ASV_36621	0	0	0	0	0	0	0	2	3	0	1	0
ASV_36622	3	0	0	0	0	0	0	4	2	0	0	0
ASV_36623	0	0	1	1	0	2	0	0	3	1	0	0
ASV_36624	2	2	0	2	0	3	0	0	0	0	0	6
ASV_36625	0	0	0	0	12	0	0	0	11	0	1	0
ASV_36626	0	0	0	1	0	0	0	1	4	0	0	1
ASV_36627	2	0	1	3	0	0	0	0	4	1	0	0
ASV_36628	0	0	0	1	3	0	0	1	3	0	1	0
ASV_36629	0	0	0	0	0	4	0	5	2	0	0	0
ASV_36630	0	0	0	1	0	0	0	2	0	0	0	1
ASV_36631	4	0	0	0	1	1	0	0	0	3	0	0
ASV_36632	2	0	0	0	0	2	0	3	0	1	0	0
ASV_36633	0	0	0	0	2	0	0	1	0	0	0	3
ASV_36636	0	2	0	0	0	22	0	0	0	0	0	0
ASV_36637	24	0	0	0	0	0	0	0	0	0	0	0
ASV_36638	0	0	2	0	3	0	2	0	0	1	0	0
ASV_36640	2	2	4	0	0	1	0	0	1	0	1	0
ASV_36641	0	0	0	0	0	0	0	4	0	0	0	4
ASV_36642	0	0	0	3	2	0	0	0	0	0	0	0
ASV_36643	0	0	0	0	0	0	0	0	22	0	0	0
ASV_36644	0	0	0	0	1	0	0	0	3	4	0	0
ASV_36645	3	0	1	2	0	2	0	0	1	0	0	0
ASV_36646	0	1	2	0	2	0	0	0	1	1	0	0
ASV_36647	0	0	0	0	0	2	0	5	0	0	0	0
ASV_36648	2	0	0	0	0	0	0	3	0	2	1	2
ASV_36650	0	0	0	2	0	1	2	2	2	0	0	0
ASV_36651	0	3	0	0	1	0	2	4	0	1	1	0
ASV_36652	0	0	2	0	0	0	2	0	1	0	0	0
ASV_36653	0	0	0	1	0	0	2	0	5	0	1	0
ASV_36654	1	0	0	3	0	0	0	0	1	2	0	0
ASV_36655	2	3	0	0	0	0	0	2	3	1	0	2
ASV_36656	0	0	0	1	0	0	0	0	0	0	0	0
ASV_36657	0	0	0	0	0	13	0	0	0	1	0	0
ASV_36658	0	0	1	0	0	0	0	0	0	1	0	0
ASV_36659	0	0	0	0	0	4	0	0	2	0	2	1
ASV_36660	1	0	0	0	0	0	0	0	0	2	0	3
ASV_36661	0	0	0	0	6	3	0	6	2	0	0	0
ASV_36662	0	2	0	0	10	0	0	0	1	0	0	0
ASV_36664	0	5	3	2	0	0	0	2	0	0	0	2
ASV_36665	0	0	0	0	2	0	0	1	0	1	0	3
ASV_36666	2	0	0	2	1	0	0	0	0	0	0	0
ASV_36667	0	1	0	1	0	0	0	0	0	1	0	0
ASV_36668	0	0	0	0	1	0	0	0	0	0	0	0
ASV_36669	0	3	0	0	0	0	0	0	0	1	1	0
ASV_36670	2	2	1	0	0	0	0	0	0	1	1	1
ASV_36671	0	0	0	2	0	0	0	0	0	0	0	4
ASV_36672	0	0	0	0	1	0	0	0	0	0	0	0
ASV_36673	1	0	0	0	0	0	0	0	0	0	0	0
ASV_36677	1	0	1	0	0	0	9	0	0	0	0	0
ASV_36678	2	0	0	0	2	1	3	1	1	2	1	2
ASV_36679	0	0	3	0	0	0	2	0	0	0	0	0
ASV_36680	2	0	0	2	0	0	2	0	0	0	0	0
ASV_36681	0	0	0	0	0	0	2	0	1	0	1	0
ASV_36682	0	2	0	0	0	1	1	0	0	1	0	0
ASV_36683	0	0	0	0	0	0	0	3	0	0	0	0
ASV_36684	0	0	0	0	0	3	0	0	0	2	0	0
ASV_36685	0	0	0	2	1	0	0	0	0	0	2	0
ASV_36686	0	0	0	0	3	1	0	0	2	2	0	0
ASV_36687	0	0	0	0	1	3	0	1	0	0	1	0
ASV_36688	0	0	0	0	2	0	0	1	2	2	0	0
ASV_36689	1	0	0	0	3	0	0	2	2	0	0	0
ASV_36690	0	0	0	0	5	0	0	0	2	0	1	1
ASV_36691	6	0	1	0	0	0	0	0	1	1	0	0
ASV_36692	0	0	0	0	3	2	0	0	0	0	0	0
ASV_36693	0	0	0	2	1	0	0	4	0	0	0	0
ASV_36694	0	1	0	2	0	1	0	2	0	0	0	0
ASV_36695	0	2	0	0	3	0	0	0	0	0	0	3
ASV_36696	0	0	0	0	0	0	16	3	0	0	0	0
ASV_36697	0	0	0	0	3	1	3	1	4	0	0	1
ASV_36698	4	2	0	0	0	0	2	0	0	0	0	0
ASV_36699	0	0	0	0	0	2	2	0	3	2	0	3
ASV_36700	0	0	3	0	0	0	1	4	0	0	0	0
ASV_36701	1	0	0	0	0	1	1	0	0	0	0	0
ASV_36702	0	0	0	1	0	1	1	0	0	0	0	0
ASV_36703	0	2	0	0	0	1	0	0	2	0	0	0
ASV_36704	0	0	0	0	3	0	0	0	0	0	3	0
ASV_36705	0	0	0	0	0	0	0	1	0	0	0	1
ASV_36706	0	0	0	0	0	0	0	0	0	3	0	2
ASV_36707	0	0	2	2	0	0	0	0	2	1	1	0
ASV_36708	0	3	0	0	0	0	0	4	2	0	0	0
ASV_36709	2	0	0	0	0	4	0	0	1	1	0	0
ASV_36710	1	0	0	0	0	1	0	0	1	4	0	0
ASV_36711	0	0	0	0	0	0	0	1	1	0	1	0
ASV_36712	0	0	0	0	0	0	0	0	0	2	1	0
ASV_36713	0	2	1	0	0	0	0	0	0	0	0	1
ASV_36714	0	0	1	0	2	0	0	3	0	1	1	0
ASV_36715	1	0	0	4	1	0	0	0	0	1	0	0
ASV_36716	1	0	0	0	0	0	0	0	0	1	1	3
ASV_36717	0	0	0	0	17	0	0	0	0	0	0	0
ASV_36719	0	0	0	0	1	0	4	2	0	0	1	0
ASV_36720	1	0	0	0	0	0	1	0	0	0	0	0
ASV_36721	0	0	0	0	0	2	1	1	1	1	1	2
ASV_36722	0	0	0	1	1	2	1	0	0	0	0	2
ASV_36723	0	0	0	0	0	0	1	3	2	2	0	0
ASV_36724	0	0	0	0	0	0	1	3	0	0	0	0
ASV_36725	0	0	0	0	0	1	0	1	1	0	0	0
ASV_36726	0	1	0	0	0	0	0	0	0	2	1	0
ASV_36727	0	0	0	0	0	2	0	0	0	0	0	0
ASV_36728	2	0	0	0	0	0	0	0	6	0	0	0
ASV_36729	0	0	0	0	0	0	0	0	4	0	0	0
ASV_36730	2	0	0	0	0	0	0	3	3	2	0	2
ASV_36731	0	0	0	0	1	0	0	2	1	0	1	0
ASV_36732	0	2	0	3	5	0	0	0	1	0	0	0
ASV_36733	0	0	1	4	2	4	0	0	0	0	1	0
ASV_36734	0	0	0	0	0	0	0	0	0	1	0	0
ASV_36735	0	0	0	0	0	0	0	4	0	1	0	0
ASV_36736	2	3	0	0	0	0	0	0	0	0	0	3
ASV_36737	0	0	1	0	2	0	0	0	0	0	0	2
ASV_36738	0	0	19	0	0	0	0	0	0	0	0	0
ASV_36739	0	0	0	0	0	0	11	0	0	0	0	0
ASV_36740	0	0	0	0	2	0	3	0	0	2	0	0
ASV_36741	0	0	0	0	1	0	2	0	0	2	0	0
ASV_36742	0	0	0	0	2	0	2	0	2	0	0	1
ASV_36743	0	0	0	3	3	0	2	0	2	0	0	0
ASV_36744	0	0	0	0	0	0	2	0	2	0	1	0
ASV_36745	0	0	1	0	3	1	1	2	0	0	1	0
ASV_36746	3	0	1	0	0	1	0	4	0	0	0	0
ASV_36747	1	0	0	0	1	0	0	0	1	0	0	1
ASV_36748	0	3	0	0	0	0	0	0	1	0	1	0
ASV_36749	0	3	0	2	3	0	0	0	2	0	1	0
ASV_36750	2	0	0	0	1	0	0	2	0	0	1	0
ASV_36751	0	0	1	0	1	0	0	0	2	2	0	0
ASV_36752	0	0	0	0	0	0	0	0	0	3	0	0
ASV_36753	0	0	0	0	0	0	0	0	5	0	0	0
ASV_36754	0	2	1	0	0	0	0	0	4	2	1	0
ASV_36755	0	0	0	0	0	0	0	0	2	0	0	0
ASV_36756	0	2	0	1	1	0	0	0	2	0	1	0
ASV_36757	1	0	0	0	0	0	0	0	1	0	0	0
ASV_36758	0	0	0	2	0	7	0	0	0	0	0	0
ASV_36759	0	0	0	0	0	0	0	2	0	1	0	0
ASV_36760	1	0	0	0	2	3	0	0	0	0	0	0
ASV_36761	0	0	0	0	0	0	0	1	0	1	1	0
ASV_36763	0	1	0	0	0	0	0	1	0	0	0	0
ASV_36764	0	0	0	2	0	0	0	0	0	0	0	0
ASV_36765	0	1	2	1	2	2	0	0	0	2	0	0
ASV_36766	0	0	0	0	0	0	0	0	0	1	2	0
ASV_36767	2	0	0	0	0	0	0	0	0	0	0	0
ASV_36768	0	0	0	0	0	0	0	0	0	0	0	3
ASV_36770	0	0	18	0	0	0	0	0	0	0	0	0
ASV_36771	0	0	0	0	2	0	3	0	0	0	0	1
ASV_36772	0	3	0	0	0	0	3	3	0	0	0	0
ASV_36773	3	0	1	0	0	0	2	0	5	0	2	0
ASV_36774	1	1	0	0	0	0	1	0	0	2	0	0
ASV_36775	2	0	0	0	0	0	1	0	0	0	0	2
ASV_36776	0	0	0	0	1	2	1	2	1	0	2	2
ASV_36777	2	0	0	1	0	2	1	0	0	1	0	0
ASV_36779	0	1	0	1	0	0	0	0	0	0	1	0
ASV_36780	0	0	0	1	2	2	0	0	0	0	1	0
ASV_36781	0	3	0	2	0	0	0	4	0	1	0	0
ASV_36782	0	0	1	0	0	0	0	1	3	0	0	0
ASV_36783	0	1	1	0	1	0	0	0	2	0	0	0
ASV_36784	0	0	0	0	0	0	0	0	2	0	0	0
ASV_36786	4	0	0	0	0	0	0	2	0	0	0	0
ASV_36787	0	0	0	0	1	0	0	2	0	3	0	0
ASV_36788	1	1	0	0	0	0	0	2	0	0	1	2
ASV_36790	0	0	0	0	0	0	3	0	0	0	0	0
ASV_36791	0	0	0	0	0	0	2	0	0	0	0	7
ASV_36792	0	0	3	1	0	1	2	0	1	0	1	0
ASV_36793	2	0	0	0	7	1	2	0	0	0	0	0
ASV_36794	0	0	0	0	0	0	2	0	0	0	1	0
ASV_36795	0	0	0	0	0	3	1	1	3	0	0	0
ASV_36796	1	0	2	0	0	0	1	0	0	1	2	0
ASV_36797	0	0	0	0	0	0	1	0	1	0	0	0
ASV_36798	0	0	0	2	0	0	1	0	0	0	1	0
ASV_36799	0	0	0	0	3	1	1	0	1	0	0	2
ASV_36800	0	0	0	0	0	1	1	0	0	0	0	0
ASV_36801	0	0	1	1	0	0	1	0	0	4	1	0
ASV_36802	0	0	2	2	0	0	1	1	0	0	0	0
ASV_36803	0	0	0	0	0	0	0	1	1	0	0	0
ASV_36804	0	0	0	0	0	1	0	1	0	0	0	1
ASV_36805	0	1	0	0	0	0	0	0	0	0	0	0
ASV_36806	0	0	0	0	0	0	0	0	0	0	2	1
ASV_36807	1	5	0	0	0	0	0	0	4	1	0	0
ASV_36808	1	0	0	1	0	0	0	0	2	0	0	0
ASV_36809	0	0	1	2	1	0	0	0	2	0	0	1
ASV_36810	3	1	0	2	3	0	0	0	0	0	1	1
ASV_36811	0	0	2	0	0	0	0	0	0	1	0	1
ASV_36812	0	0	0	0	3	1	0	0	0	0	0	0
ASV_36814	1	0	0	0	0	0	0	0	0	0	0	0
ASV_36815	3	0	0	2	1	0	0	0	0	0	2	2
ASV_36816	0	0	1	0	0	0	0	1	0	2	0	0
ASV_36817	0	0	2	0	0	0	0	2	0	1	0	4
ASV_36818	0	0	0	1	1	0	0	0	0	0	0	0
ASV_36819	1	0	0	0	0	0	0	0	0	0	0	0
ASV_36820	0	0	0	0	1	3	0	2	0	0	0	0
ASV_36821	0	0	0	1	2	3	0	1	0	0	0	0
ASV_36822	0	0	0	0	0	0	0	0	0	0	0	16
ASV_36823	0	0	16	0	0	0	0	0	0	0	0	0
ASV_36824	3	0	0	0	1	0	3	0	0	0	0	0
ASV_36825	2	0	0	0	0	2	1	0	0	0	0	1
ASV_36826	2	2	0	0	1	0	1	0	0	0	0	0
ASV_36827	0	0	0	0	0	0	1	0	0	0	0	0
ASV_36828	1	0	2	0	0	0	1	3	1	0	0	0
ASV_36829	2	0	0	0	0	0	1	6	0	0	0	0
ASV_36830	0	0	0	0	1	0	1	2	1	0	0	0
ASV_36831	0	0	0	0	1	1	0	0	0	0	0	0
ASV_36832	1	0	0	1	0	0	0	0	1	0	0	0
ASV_36833	0	2	3	0	1	0	0	0	0	1	0	0
ASV_36834	0	0	0	0	0	3	0	0	0	0	0	0
ASV_36835	0	0	0	0	1	0	0	0	0	0	0	0
ASV_36836	0	0	0	1	0	2	0	0	0	1	0	0
ASV_36837	0	1	0	0	0	0	0	0	1	0	3	0
ASV_36838	0	0	0	0	0	1	0	2	0	1	0	0
ASV_36839	0	0	0	3	0	0	0	0	3	1	0	0
ASV_36840	0	0	0	0	0	0	0	3	1	0	0	0
ASV_36841	0	1	0	0	0	0	0	0	1	1	0	0
ASV_36842	0	0	2	0	0	0	0	0	0	0	0	0
ASV_36843	3	0	0	0	0	0	0	0	0	0	0	1
ASV_36845	0	0	0	0	0	0	0	0	0	0	0	2
ASV_36846	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36847	0	0	0	0	0	0	0	3	0	0	0	0
ASV_36848	0	0	0	0	4	0	0	1	0	0	0	0
ASV_36849	1	0	0	0	0	0	0	1	0	0	0	0
ASV_36850	0	0	2	0	0	0	0	0	0	0	0	0
