#OTUID	CN18SESPkoa_SC37_Y	CN18SESPkoa_SC40_Y	CN18SESPkoa_SC42_Y	CN18SESPkoa_SC45_Y	CN18SESPkoa_SC47_Y	CN18SESPkoa_SC49_Y	CN18Sc09_2_eDNA_Y	CN18Sc10_2_eDNA_Y	CN18Sc14_2_eDNA_Y	CN18Sc15_2_eDNA_Y	CN18Sc18_2_eDNA_Y	CN18Sc27_2_eDNA_Y
ASV_15636	1	0	0	5	1	3	0	4	0	0	2	0
ASV_15637	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15638	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15642	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15645	4	3	6	10	21	4	25	16	47	14	6	10
ASV_15646	2	0	0	0	0	0	0	0	3	0	0	2
ASV_15652	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15655	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15656	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15658	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15659	2	5	3	2	0	2	2	11	4	8	3	1
ASV_15661	17	7	14	11	12	23	26	27	29	21	9	10
ASV_15663	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15664	3	9	16	22	10	19	0	17	13	19	14	5
ASV_15665	11	0	0	0	1	2	1	2	3	10	0	0
ASV_15667	4	0	5	0	5	4	5	18	8	6	4	2
ASV_15668	11	11	16	30	14	8	26	66	41	8	6	10
ASV_15671	17	11	5	21	14	4	6	8	12	5	3	1
ASV_15673	0	0	0	3	0	0	9	24	1	18	0	0
ASV_15677	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15678	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15679	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15680	0	3	0	3	16	0	26	0	13	33	6	4
ASV_15682	1	0	0	0	8	10	0	5	3	1	1	6
ASV_15684	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15686	0	0	28	1	0	0	7	2	4	9	0	0
ASV_15690	2	1	0	0	2	3	8	0	0	1	0	2
ASV_15691	7	3	5	5	9	5	8	6	10	6	2	4
ASV_15692	3	1	13	8	7	11	11	12	7	5	4	6
ASV_15693	7	16	0	1	1	2	2	3	6	4	8	0
ASV_15694	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15695	29	26	16	28	34	27	21	14	33	14	13	26
ASV_15697	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15698	0	0	0	0	0	0	0	0	2	0	0	0
ASV_15701	10	10	7	14	10	8	14	15	31	17	4	23
ASV_15704	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15710	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15713	6	1	7	1	6	3	1	0	0	2	0	1
ASV_15714	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15715	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15716	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15718	14	4	1	7	9	15	3	18	15	15	17	8
ASV_15719	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15721	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15722	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15723	0	2	1	1	0	0	0	0	0	1	0	0
ASV_15726	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15727	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15728	0	0	2	5	14	0	7	12	8	3	7	2
ASV_15731	3	1	3	3	4	2	2	5	5	2	0	1
ASV_15734	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15736	2	3	0	2	8	6	3	2	6	10	3	9
ASV_15737	1	0	7	5	0	3	1	2	22	3	0	0
ASV_15738	66	30	54	60	72	51	30	54	67	44	29	22
ASV_15739	14	12	8	4	15	8	9	15	10	9	6	8
ASV_15740	3	1	2	7	1	0	0	4	2	3	5	0
ASV_15742	1	0	0	0	0	0	0	0	0	0	0	2
ASV_15743	1	1	0	3	9	0	3	5	8	3	2	7
ASV_15744	1	0	0	1	6	0	0	0	0	0	2	1
ASV_15745	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15746	16	16	16	16	25	8	8	23	22	10	10	7
ASV_15748	5	0	1	0	0	1	0	7	4	3	2	1
ASV_15749	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15751	5	1	2	0	0	1	0	2	0	2	1	0
ASV_15752	4	0	2	0	7	1	5	5	6	1	1	2
ASV_15753	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15757	2	1	7	0	1	6	2	2	4	4	2	0
ASV_15759	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15761	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15762	2	0	4	1	7	0	5	6	6	3	0	2
ASV_15763	5	0	0	1	0	2	3	1	1	1	0	3
ASV_15766	14	12	1	9	10	6	5	14	17	11	5	12
ASV_15769	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15770	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15772	2	0	3	0	0	0	0	0	1	4	0	2
ASV_15777	0	0	0	0	4	3	0	0	0	0	0	0
ASV_15781	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15782	3	0	0	1	0	0	0	2	0	0	0	0
ASV_15785	0	1	0	0	0	0	0	0	0	0	0	0
ASV_15788	8	7	1	4	11	9	6	16	7	15	6	10
ASV_15789	0	3	1	4	0	0	3	3	0	5	0	1
ASV_15790	3	2	3	1	8	1	4	8	2	8	4	0
ASV_15791	13	0	2	3	5	0	2	8	6	5	1	3
ASV_15796	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15797	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15799	1	1	1	1	7	0	1	1	11	4	3	2
ASV_15803	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15805	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15807	0	0	0	0	0	0	0	0	0	0	4	0
ASV_15808	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15809	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15810	0	1	0	1	1	0	0	0	0	1	1	0
ASV_15814	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15816	3	3	4	9	8	1	15	7	16	9	9	2
ASV_15818	5	9	6	3	14	9	2	8	24	7	7	11
ASV_15822	5	2	2	2	8	2	1	0	5	10	5	2
ASV_15826	0	0	2	2	0	1	0	0	2	3	0	1
ASV_15827	1	1	1	2	0	0	0	1	1	0	2	0
ASV_15828	0	1	0	3	0	0	0	0	0	0	0	0
ASV_15829	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15830	1	0	3	2	0	0	1	0	0	2	0	0
ASV_15831	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15832	2	0	0	5	0	0	2	1	1	0	1	2
ASV_15833	0	0	0	0	0	0	0	0	0	3	0	0
ASV_15838	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15840	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15841	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15843	3	2	7	5	3	4	3	2	1	0	0	1
ASV_15844	0	0	0	0	0	0	0	1	0	0	0	0
ASV_15847	0	0	1	1	3	0	0	0	0	0	3	0
ASV_15850	0	0	0	3	0	0	0	15	0	0	1	0
ASV_15851	7	1	2	2	3	5	4	9	7	2	2	8
ASV_15853	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15855	2	0	4	0	2	0	0	1	0	1	2	1
ASV_15856	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15857	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15858	1	0	3	4	3	1	2	5	0	0	0	1
ASV_15860	2	3	4	5	4	4	5	4	11	5	0	4
ASV_15861	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15862	0	0	0	0	2	0	7	1	1	0	0	1
ASV_15863	12	4	9	11	21	2	3	12	13	0	4	3
ASV_15864	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15865	51	13	77	32	19	5	29	59	61	38	15	19
ASV_15866	0	2	2	0	2	3	1	2	1	0	2	3
ASV_15870	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15871	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15872	2	10	1	2	2	1	4	0	5	1	3	6
ASV_15874	8	11	12	11	14	16	6	13	11	3	0	3
ASV_15876	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15878	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15881	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15883	0	0	3	1	0	0	1	4	1	1	1	0
ASV_15884	0	0	0	0	6	0	0	4	0	0	0	0
ASV_15885	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15889	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15890	3	0	2	1	4	0	3	3	3	1	1	0
ASV_15892	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15894	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15895	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15900	0	0	0	0	0	2	1	1	9	5	0	0
ASV_15904	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15907	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15909	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15912	0	3	0	2	0	2	2	7	2	4	2	1
ASV_15915	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15916	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15919	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15920	5	0	0	2	5	5	6	1	4	2	1	0
ASV_15922	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15923	1	0	0	0	0	0	3	0	0	0	0	0
ASV_15925	0	0	0	0	0	0	0	4	0	1	0	0
ASV_15933	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15934	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15936	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15938	1	2	5	1	0	3	0	0	4	0	0	4
ASV_15939	21	7	33	13	27	13	10	50	29	19	14	5
ASV_15940	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15944	9	2	5	8	5	3	0	5	3	3	5	3
ASV_15945	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15946	0	0	0	0	0	0	0	0	4	0	0	0
ASV_15947	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15949	1	0	108	3	86	8	6	25	8	7	2	0
ASV_15954	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15955	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15956	1	1	2	1	5	0	0	3	10	0	1	2
ASV_15957	5	6	7	9	0	0	6	0	13	7	4	0
ASV_15958	12	2	5	2	3	7	2	15	6	5	2	10
ASV_15960	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15961	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15963	26	4	13	4	28	10	13	30	35	12	25	8
ASV_15970	9	4	7	9	4	12	4	0	6	8	4	7
ASV_15971	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15972	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15974	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15975	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15976	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15977	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15979	18	0	5	9	4	3	2	8	17	11	4	3
ASV_15981	0	3	8	1	3	0	0	1	2	1	2	1
ASV_15983	0	0	1	0	2	2	0	1	1	2	2	0
ASV_15984	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15985	20	3	5	9	7	7	6	13	10	1	8	6
ASV_15990	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15994	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15997	0	0	0	6	1	2	1	0	3	0	3	2
ASV_15998	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15999	27	4	28	21	13	26	13	26	37	24	13	14
ASV_16002	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16003	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16011	5	5	15	3	5	5	5	1	4	3	4	1
ASV_16012	0	0	0	0	1	0	0	0	0	0	0	0
ASV_16016	5	2	0	0	7	3	1	1	7	2	0	0
ASV_16019	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16023	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16028	2	2	1	2	5	2	1	1	3	4	2	0
ASV_16029	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16030	0	0	0	0	2	0	0	0	0	0	0	0
ASV_16032	0	2	9	0	8	1	3	4	4	0	2	7
ASV_16033	5	0	5	0	6	4	1	5	2	0	2	1
ASV_16035	2	0	1	1	0	0	2	1	0	0	0	0
ASV_16036	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16037	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16041	4	2	8	1	4	6	1	1	8	2	0	0
ASV_16042	1	0	0	2	0	4	0	2	0	0	0	0
ASV_16044	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16045	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16046	2	0	0	1	5	0	3	7	7	3	5	0
ASV_16048	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16057	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16058	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16059	0	0	0	0	0	1	0	1	0	0	0	0
ASV_16061	0	0	0	0	0	1	0	0	0	0	0	0
ASV_16062	0	0	0	0	0	0	1	0	0	1	0	0
ASV_16067	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16068	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16069	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16071	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16072	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16074	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16078	0	0	0	0	0	0	0	2	0	2	0	0
ASV_16079	3	0	0	1	2	0	0	1	6	3	2	1
ASV_16081	0	0	3	0	3	0	1	0	0	1	0	0
ASV_16082	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16084	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16085	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16086	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16090	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16093	0	0	0	0	0	0	0	0	0	1	0	0
ASV_16095	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16097	3	4	7	0	3	3	3	6	5	5	3	4
ASV_16100	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16112	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16113	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16115	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16116	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16117	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16118	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16119	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16123	0	1	0	0	2	1	0	1	0	0	2	1
ASV_16126	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16128	0	0	0	0	0	0	0	3	0	2	0	0
ASV_16130	0	1	0	0	0	2	0	0	1	0	0	0
ASV_16133	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16134	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16137	0	0	0	0	0	0	1	0	0	0	0	0
ASV_16138	1	0	0	0	0	0	0	0	0	0	0	0
ASV_16139	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16142	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16146	9	5	1	0	2	0	0	2	4	2	1	4
ASV_16149	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16150	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16152	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16153	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16155	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16157	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16158	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16159	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16160	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16161	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16162	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16163	0	0	1	0	1	0	0	0	0	2	1	0
ASV_16164	2	0	1	0	0	0	0	0	6	0	1	2
ASV_16168	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16172	0	0	0	0	0	0	0	0	0	0	1	0
ASV_16176	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16180	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16184	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16185	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16186	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16192	0	0	0	0	0	0	0	0	0	0	4	0
ASV_16194	0	0	0	0	1	3	1	0	0	0	0	1
ASV_16195	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16197	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16203	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16205	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16209	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16212	0	0	0	0	1	0	1	3	1	1	0	1
ASV_16217	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16219	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16221	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16225	0	0	0	0	2	0	0	3	0	0	0	0
ASV_16228	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16232	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16234	0	2	3	0	4	2	2	1	5	4	7	3
ASV_16254	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16256	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16265	5	2	2	4	4	1	0	7	0	1	0	0
ASV_16269	1	0	0	5	0	0	1	0	0	0	0	1
ASV_16271	0	0	0	0	0	0	0	0	2	2	0	0
ASV_16279	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16282	0	0	0	0	0	0	0	0	2	0	0	0
ASV_16286	1	0	0	0	0	0	0	0	0	0	0	0
ASV_16288	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16289	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16290	2	0	0	2	0	2	0	0	0	0	0	0
ASV_16295	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16296	5	2	7	6	7	7	7	15	14	11	4	8
ASV_16301	0	0	4	0	0	0	1	0	2	1	0	0
ASV_16304	0	1	0	0	0	0	0	0	6	0	0	0
ASV_16310	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16311	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16333	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16334	0	0	0	0	0	1	0	2	3	1	2	0
ASV_16335	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16339	13	1	5	5	4	3	8	15	15	16	4	6
ASV_16343	1	0	0	1	0	1	0	0	0	0	0	0
ASV_16344	0	0	0	0	0	0	2	0	0	0	0	0
ASV_16355	14	7	21	10	15	10	7	14	22	9	9	3
ASV_16356	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16357	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16359	0	0	0	0	2	2	0	3	0	10	1	0
ASV_16360	1	0	4	0	7	0	1	0	1	3	0	2
ASV_16370	3	1	6	1	9	7	4	3	2	1	1	2
ASV_16374	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16385	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16386	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16391	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16392	4	0	0	0	0	0	4	0	0	0	0	2
ASV_16393	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16403	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16413	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16433	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16442	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16451	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16459	0	0	0	2	0	0	0	1	0	1	0	0
ASV_16469	0	1	2	0	3	1	0	0	0	0	0	0
ASV_16474	0	2	0	0	0	0	0	0	0	0	0	0
ASV_16476	0	0	0	0	1	1	0	0	2	0	0	0
ASV_16490	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16493	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16498	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16517	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16534	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16540	0	0	0	0	0	1	0	0	0	0	0	0
ASV_16550	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16559	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16560	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16564	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16565	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16578	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16585	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16604	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16605	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16607	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16613	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16622	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16624	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16635	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16639	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16643	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16653	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16660	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16692	0	186	0	0	0	0	0	0	0	0	0	0
ASV_16698	0	0	0	0	0	1	0	0	0	0	0	0
ASV_16730	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16735	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16742	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16745	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16750	2	0	0	2	0	0	0	0	0	0	0	0
ASV_16754	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16761	0	0	0	0	31	0	0	0	0	0	0	0
ASV_16766	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16767	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16785	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16796	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16804	0	0	2	0	0	0	0	0	0	0	0	0
ASV_16805	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16811	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16816	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16824	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16825	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16830	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16836	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16838	0	0	0	0	98	0	0	0	0	0	0	0
ASV_16848	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16854	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16886	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16893	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16911	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16912	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16920	0	0	0	0	0	0	0	0	0	0	0	19
ASV_16924	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16948	1	0	0	0	0	0	0	0	0	0	0	0
ASV_16952	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16956	0	0	0	0	0	1	0	0	0	26	11	0
ASV_16960	0	0	0	0	0	0	0	0	0	0	14	1
ASV_16966	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16975	0	1	0	0	0	0	0	0	0	0	0	0
ASV_16979	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16983	0	0	25	0	5	0	0	0	0	0	0	0
ASV_17004	0	9	1	0	0	0	0	0	0	0	0	0
ASV_17016	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17021	0	2	7	0	0	0	0	0	0	0	2	0
ASV_17031	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17032	2	1	2	0	0	0	0	0	0	0	2	1
ASV_17041	0	0	0	3	0	0	0	0	5	0	0	0
ASV_17045	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17056	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17059	0	0	24	0	0	0	0	0	0	0	0	0
ASV_17073	0	1	0	8	1	3	2	0	0	0	10	6
ASV_17075	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17081	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17084	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17087	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17090	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17091	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17098	1	0	46	18	8	4	18	2	0	9	20	10
ASV_17103	0	0	0	0	0	0	0	3	0	0	0	0
ASV_17114	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17126	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17127	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17130	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17131	0	0	0	0	0	0	0	2	3	0	0	0
ASV_17133	0	0	0	0	0	0	0	0	1	0	0	0
ASV_17141	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17162	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17171	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17173	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17190	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17204	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17206	0	0	0	0	0	0	0	0	9	0	0	0
ASV_17213	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17219	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17231	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17232	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17236	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17247	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17249	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17256	4	0	0	0	0	0	0	0	3	1	2	0
ASV_17263	0	2	0	1	1	2	0	0	1	0	0	0
ASV_17273	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17276	0	0	0	1	0	0	0	0	0	0	0	0
ASV_17278	0	0	0	0	0	0	76	0	0	0	29	0
ASV_17283	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17284	0	0	0	0	0	0	0	0	0	0	0	20
ASV_17287	3	1	2	13	3	20	28	25	30	8	7	46
ASV_17288	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17297	0	0	0	0	0	1	0	0	0	0	0	0
ASV_17302	12	7	89	5	42	49	51	46	23	21	15	4
ASV_17306	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17308	0	0	1	0	5	13	14	3	0	3	0	0
ASV_17309	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17313	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17328	0	0	0	0	0	0	0	0	0	0	0	0
