"","CANON_AKU1_22_X","CANON_AKU2_22_X","CANON_AKU3_22_X","CANON_AKU4_22_X","CANON_B10_22_X","CANON_B13_22_X","CANON_B17_22_X","CANON_B1_22_X","CANON_B20_22_X","CANON_B23_22_X","CANON_CBI10_22_X","CANON_CBI1_22_X","CANON_CBI4_22_X","CANON_CBI5_22_X","CANON_CBI8_22_X","CANON_CBI9_22_X"
"ASV_12666",0,0,0,38,0,0,4,4,0,0,15,0,0,0,3,12
"ASV_12667",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"ASV_12672",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ASV_12673",22,1,5,27,7,38,60,8,5,0,110,49,1,19,31,15
"ASV_12675",1,0,0,2,0,15,7,0,0,0,29,2,57,4,18,0
"ASV_12676",0,0,2,0,0,4,7,0,1,0,7,0,3,2,9,17
"ASV_12688",409,3880,60,201,91,676,5286,1421,37,2,299,622,326,427,5408,827
"ASV_12692",0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_12696",3,0,3,0,0,1,13,1,0,0,1,0,0,0,3,13
"ASV_12705",0,0,0,0,10,0,0,4,0,0,0,0,0,0,14,0
"ASV_12706",1,80,14,38,8,42,0,6,0,3015,40,0,3,18,0,0
"ASV_12712",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
"ASV_12721",0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV_12724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_12726",0,37,0,0,0,0,0,0,4,1,0,0,0,0,3,0
"ASV_12727",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_12732",1,0,1,0,1,0,5,0,0,0,0,0,0,0,0,1
"ASV_12735",0,0,66,13,0,13,26,15,0,0,2,0,0,7,0,0
"ASV_12737",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_12740",0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,1
"ASV_12741",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_12744",0,0,0,0,0,0,0,52,0,0,7,0,0,0,8,39
"ASV_12750",0,44,0,4,19,13,91,13,9,75,74,178,70,15,60,7
"ASV_12755",0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0
"ASV_12756",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"ASV_12761",0,0,3,0,0,0,3,19,0,0,0,0,0,0,3,11
"ASV_12763",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"ASV_12777",1,2,0,1,6,0,1,3,0,4,0,0,0,0,4,0
"ASV_12779",2,3,0,0,10,8,0,1,0,3,1,0,1,1,1,1
"ASV_12786",0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0
"ASV_12788",0,36,0,23,38,28,26,3,0,6,32,0,1,21,0,0
"ASV_12792",0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
"ASV_12795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"ASV_12806",19,0,0,13,8,14,0,0,0,0,1,0,8,20,8,1
"ASV_12808",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_12818",7,2204,0,0,0,0,0,2,870,0,0,0,3,0,1,2
"ASV_12821",35,10174,7,0,0,3,6,9,2572,49,0,1,3,1,1,19
"ASV_12823",0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,4
"ASV_12831",8,0,3,4,0,7,7,9,0,0,0,23,0,1,2,17
"ASV_12836",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_12840",0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_12842",1,1,3,1,11,2,3,4,2,2,1,0,0,2,0,1
"ASV_12844",42,0,11,0,0,7,11,28,0,0,0,0,8,0,0,59
"ASV_12858",0,0,8,3,0,0,5,1,0,0,0,0,0,0,2,19
"ASV_12861",249,57,395,56,2,111,941,705,58,0,69,785,52,102,950,373
"ASV_12865",0,7,0,0,0,0,0,0,6,1,1,0,0,0,1,0
"ASV_12873",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,14
"ASV_12879",0,0,0,0,0,53,0,1,0,0,7,0,2,21,0,14
"ASV_12907",0,0,0,1,3,0,0,2,0,0,1,0,1,0,0,2
"ASV_12910",1,0,0,1,0,0,0,0,0,15,18,0,0,0,3,0
"ASV_12916",2,0,0,1,0,0,0,1,0,0,3,0,0,1,2,5
"ASV_12920",0,0,0,0,0,11,26,0,0,0,7,0,38,30,4,0
"ASV_12923",0,5,3,1,3,0,0,6,3,0,1,0,0,0,5,0
"ASV_12926",0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1
"ASV_12929",0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_12933",2,19,0,15,48,27,5,0,0,12,17,0,0,22,0,0
"ASV_12938",8,13,0,1,18,10,10,4,4,27,2,0,0,4,3,0
"ASV_12939",53,4,63,87,0,6,9,48,0,0,111,862,81,95,66,462
"ASV_12940",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_12945",1166,556,1381,265,24,439,3064,2383,44,1,124,4419,221,247,4162,1591
"ASV_12948",1,0,4,0,0,0,5,0,0,0,0,9,0,0,0,2
"ASV_12954",36,0,0,0,0,14,0,0,0,0,11,0,1,9,5,0
"ASV_12965",8,115,25,2,0,2,253,93,4,0,0,41,0,2,173,24
"ASV_12966",0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0
"ASV_12970",0,4,6,0,3,0,6,2,0,0,0,38,0,0,8,1
"ASV_12971",23,0,28,12,65,43,45,30,0,17,36,0,23,35,47,0
"ASV_12974",0,0,0,1,0,0,0,1,0,1,1,0,2,5,0,0
"ASV_12979",0,528,29,0,0,0,7,16,1284,69,0,0,0,0,15,395
"ASV_12985",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_12989",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"ASV_13010",3,0,0,36,2,3,1,0,0,0,18,0,0,3,0,5
"ASV_13014",5,31,3,6,74,4,7,10,18,3,4,2,3,0,3,3
"ASV_13017",0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1
"ASV_13023",0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_13030",48,111,9,3,13,17,187,68,8,0,5,33,1,6,137,44
"ASV_13031",0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,4
"ASV_13035",0,0,0,4,0,0,0,2,0,0,0,0,0,2,6,0
"ASV_13038",0,0,1,0,3,4,0,5,0,1,2,10,0,3,2,4
"ASV_13039",0,19,0,25,0,3,19,23,6,0,6,0,6,9,19,21
"ASV_13043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ASV_13046",0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0
"ASV_13057",16,0,0,14,15,7,2,5,0,0,20,43,15,21,39,0
"ASV_13061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_13062",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
"ASV_13065",1,21,7,0,0,0,3,1,0,0,1,0,0,0,0,3
"ASV_13078",0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0
"ASV_13082",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
"ASV_13084",0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0
"ASV_13087",0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_13093",0,0,0,0,5,0,0,3,1,1,0,0,0,0,0,1
"ASV_13094",0,0,0,0,2,0,0,0,0,2,4,0,0,1,0,0
"ASV_13109",1,0,0,0,0,2,3,1,0,0,1,1,0,0,0,5
"ASV_13110",0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,19
"ASV_13112",0,48,0,0,0,0,0,0,58,45,0,0,0,0,0,0
"ASV_13120",0,17,0,0,0,0,17,2,0,0,0,0,0,0,0,0
"ASV_13121",2,0,0,1,0,0,0,5,0,0,3,0,0,0,5,0
"ASV_13129",109,1191,21,56,27,211,1740,453,12,0,71,184,86,134,1801,251
"ASV_13130",0,0,0,0,0,0,6,2,3,1,0,0,0,0,4,3
"ASV_13151",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_13152",0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3
"ASV_13154",13,0,5,2,0,17,15,14,0,0,8,0,1,14,3,53
"ASV_13156",0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2
"ASV_13164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_13169",2,0,1,0,9,2,1,0,0,2,2,0,0,0,0,0
"ASV_13176",3,45,3,6,0,4,18,16,8,0,5,19,10,9,66,31
"ASV_13179",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_13188",2,0,5,0,7,3,3,1,0,0,2,1,2,3,3,5
"ASV_13194",1,0,0,0,0,0,0,0,966,0,5,0,0,0,0,64
"ASV_13207",3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"ASV_13222",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_13226",0,0,0,7,0,0,11,1,0,0,0,3,0,1,20,4
"ASV_13227",4,0,1,1,0,6,18,4,0,0,1,0,0,16,0,2
"ASV_13236",5,1,0,15,0,35,0,0,0,50,9,0,3,2,0,0
"ASV_13241",7,0,8,6,0,3,21,49,2,0,8,0,2,2,78,17
"ASV_13242",0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"ASV_13244",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"ASV_13250",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_13251",0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4
"ASV_13252",0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0
"ASV_13264",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"ASV_13275",7,0,2,0,0,0,4,4,0,0,0,22,0,0,1,14
"ASV_13279",0,0,0,0,0,2,0,0,0,0,4,0,0,7,14,0
"ASV_13283",0,0,0,0,0,1,5,1,2,0,0,0,0,0,0,8
"ASV_13294",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_13304",18,0,4,1,0,0,0,11,0,0,8,0,0,0,1,59
"ASV_13307",0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0
"ASV_13315",8,0,22,5,16,6,9,7,4,0,0,0,0,0,7,10
"ASV_13317",0,0,1,9,0,0,0,0,0,0,1,0,0,3,0,0
"ASV_13333",15,0,2,0,0,0,7,8,0,0,0,0,0,2,4,1
"ASV_13335",23,0,44,23,23,15,7,10,2,0,1,0,1,1,11,59
"ASV_13338",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"ASV_13345",32,0,0,6,0,3,3,0,0,0,16,0,35,16,8,0
"ASV_13346",15,2,3,0,0,3,100,0,0,0,3,0,5,7,10,10
"ASV_13356",0,3,0,0,4,1,15,1,0,0,2,17,0,2,3,12
"ASV_13357",1,1,1,4,3,1,1,0,0,9,14,3,0,6,1,3
"ASV_13362",52,6,73,13,0,11,16,44,2,0,7,66,9,5,14,123
"ASV_13364",0,0,0,0,0,1,0,2,0,0,0,4,0,0,3,0
"ASV_13365",0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1
"ASV_13370",74,4,37,131,4,30,53,36,1,0,71,17,22,47,169,55
"ASV_13378",40,8,19,10,11,33,17,4,0,0,5,0,3,13,28,128
"ASV_13381",4,0,2,0,0,1,1,0,0,0,0,0,0,0,3,4
"ASV_13387",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_13390",0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"ASV_13393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
"ASV_13399",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"ASV_13418",0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,1
"ASV_13431",5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ASV_13440",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4
"ASV_13466",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"ASV_13468",1,0,1,3,0,3,0,2,0,0,5,0,0,2,0,0
"ASV_13469",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_13480",3,0,0,0,0,0,0,1,0,0,0,0,0,0,18,3
"ASV_13483",5,0,0,2,0,1,2,0,0,0,0,0,0,0,2,2
"ASV_13489",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_13491",44,2,1,7,7,102,25,4,19,26,132,10,9,49,10,4
"ASV_13495",3,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0
"ASV_13505",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
"ASV_13510",6,14,0,2,19,1,6,11,10,0,1,1,2,0,4,0
"ASV_13528",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"ASV_13535",0,26,0,0,0,1,1,0,2,0,0,0,0,0,0,0
"ASV_13540",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"ASV_13545",0,0,0,0,4,5,2,4,0,8,3,0,6,1,0,0
"ASV_13546",397,65,340,183,7,74,1330,550,4,0,148,1314,31,48,1678,1048
"ASV_13580",0,2,0,2,0,4,0,0,2,0,0,0,0,1,2,0
"ASV_13592",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_13595",0,0,4,0,0,1,0,0,0,0,2,0,0,3,0,34
"ASV_13597",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"ASV_13605",2,0,0,2,3,2,5,0,0,0,0,0,0,0,0,3
"ASV_13609",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
"ASV_13614",4,3,4,16,3,6,10,4,0,0,4,0,1,1,37,3
"ASV_13630",0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,5
"ASV_13631",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ASV_13633",0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0
"ASV_13644",0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0
"ASV_13650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_13654",0,0,1,1,2,0,0,0,0,0,0,0,0,0,5,0
"ASV_13656",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_13662",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_13671",0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0
"ASV_13684",0,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0
"ASV_13690",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_13708",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_13711",0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
"ASV_13713",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"ASV_13715",0,0,0,0,0,0,34,0,3,0,0,0,0,0,0,0
"ASV_13723",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
"ASV_13726",15,2,2,3,1,1,3,3,2,0,2,5,0,3,6,20
"ASV_13730",0,0,82,0,0,5,0,11,0,0,0,0,7,9,0,0
"ASV_13739",0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,36
"ASV_13740",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_13741",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"ASV_13749",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"ASV_13758",0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0
"ASV_13762",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"ASV_13763",13,3,1,5,0,3,14,0,2,0,5,16,15,12,8,2
"ASV_13774",0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
"ASV_13776",0,0,0,0,0,0,3,2,8,0,0,0,0,0,3,9
"ASV_13815",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"ASV_13822",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_13824",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"ASV_13825",6,1,4,23,1,14,29,6,0,0,34,139,49,25,115,38
"ASV_13826",0,0,0,2,0,4,4,6,0,0,0,0,0,0,12,16
"ASV_13829",0,2,0,3,0,3,0,0,0,0,22,0,0,0,0,0
"ASV_13839",67,5,9,41,6,117,20,1,2,3,106,3,17,55,19,22
"ASV_13852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4
"ASV_13853",297,0,50,84,55,12,12,32,0,0,23,120,8,0,4,22
"ASV_13874",0,0,0,0,0,1,0,0,0,7,4,0,2,0,0,0
"ASV_13876",0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1
"ASV_13892",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_13899",0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2
"ASV_13900",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_13908",0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,106
"ASV_13925",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_13933",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_13954",0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,0
"ASV_13959",0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ASV_13979",0,12,8,0,0,0,18,12,2,0,0,26,0,0,54,5
"ASV_13981",128,0,20,22,11,13,0,12,0,0,8,14,0,4,1,8
"ASV_13985",0,0,0,22,0,0,0,0,0,0,0,0,1,2,0,0
"ASV_13990",10,8,1,0,15,11,0,1,0,14,0,0,2,3,2,0
"ASV_13992",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"ASV_14012",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"ASV_14042",0,0,0,9,0,0,11,4,0,0,2,7,0,0,47,17
"ASV_14049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV_14060",0,0,8,43,0,3,0,4,0,0,0,0,0,0,4,0
"ASV_14069",24,0,20,50,0,5,1,6,0,0,80,47,84,45,89,20
"ASV_14073",0,0,0,0,0,2,0,0,0,0,1,0,0,3,2,0
"ASV_14079",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
"ASV_14082",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_14083",1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
"ASV_14092",0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_14093",0,0,0,0,1,11,0,0,0,0,1,0,4,7,0,0
"ASV_14099",0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2
"ASV_14102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_14124",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_14133",7,0,2,0,0,0,12,7,0,0,2,0,0,0,4,0
"ASV_14134",1,0,0,0,0,1,0,0,0,0,4,0,0,0,4,0
"ASV_14137",2,0,1,1,0,0,3,0,0,0,0,0,0,2,0,5
"ASV_14141",0,2,14,4,0,8,4,26,0,0,0,0,1,3,21,0
"ASV_14149",14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_14168",9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_14175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_14184",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"ASV_14187",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"ASV_14191",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_14196",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_14205",0,0,0,0,0,0,20,0,0,0,0,0,6,7,9,0
"ASV_14244",5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10
"ASV_14248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_14261",0,1,0,0,0,2,0,0,0,0,0,2,2,0,0,0
"ASV_14263",6,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0
"ASV_14281",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ASV_14287",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_14305",4,0,2,0,0,0,6,2,0,0,0,0,0,0,2,18
"ASV_14312",0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
"ASV_14323",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_14329",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_14330",20,25,5,7,0,20,63,6,5,2,41,9,0,9,71,7
"ASV_14332",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_14338",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_14340",1,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0
"ASV_14348",0,0,0,0,12,2,0,0,0,0,0,0,0,2,1,0
"ASV_14360",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_14362",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
"ASV_14363",4,0,0,1,1,3,0,0,0,42,7,0,2,8,0,0
"ASV_14374",0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,1
"ASV_14382",34,1,0,6,31,19,0,1,0,0,0,25,12,3,0,0
"ASV_14407",0,1,0,2,3,1,0,1,0,0,4,0,0,5,2,1
"ASV_14415",0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_14429",0,0,4,0,0,15,1,62,0,0,0,0,7,15,1,0
"ASV_14456",1,4,1,0,0,0,4,1,2,0,0,0,1,0,4,2
"ASV_14481",5,0,0,3,0,1,2,1,0,0,0,3,0,0,0,0
"ASV_14500",2,0,2,2,1,0,0,2,0,0,1,0,1,1,0,7
"ASV_14514",1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ASV_14521",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
"ASV_14527",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_14537",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_14557",4,0,1,0,4,0,14,0,0,0,0,0,0,0,0,0
"ASV_14566",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_14584",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV_14632",0,36,0,0,0,0,0,0,15,68,0,0,0,0,0,0
"ASV_14638",1,0,0,0,0,4,0,0,0,0,6,0,0,3,0,0
"ASV_14642",0,28,10,2,0,37,9,35,0,0,0,0,4,0,4,0
"ASV_14645",23,0,1,8,9,3,3,0,0,0,0,0,0,0,0,6
"ASV_14653",0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,45
"ASV_14676",54,114,0,0,1,6,27,22,4,0,1,0,0,0,10,3
"ASV_14693",1,0,0,0,0,0,10,4,0,0,0,0,0,0,21,1
"ASV_14694",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV_14735",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_14750",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_14757",0,4,0,0,0,0,40,3,0,0,0,0,0,0,4,1
"ASV_14771",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV_14794",0,0,1,0,1,2,3,3,0,0,1,7,2,2,1,2
"ASV_14798",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_14814",0,0,0,0,0,14,0,0,0,3,0,0,0,2,0,0
"ASV_14815",1,0,7,9,0,0,2,4,1,0,1,3,0,1,6,10
"ASV_14823",0,0,14,2,0,2,0,0,0,0,0,0,3,0,0,0
"ASV_14835",0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0
"ASV_14843",0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,33
"ASV_14845",0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0
"ASV_14898",11,1,2,3,19,3,4,2,0,0,4,2,0,1,0,1
"ASV_14909",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_14911",0,0,8,7,0,0,1,1,0,0,0,18,0,2,1,2
"ASV_14919",0,0,0,0,0,2,5,0,0,0,1,0,0,0,3,19
"ASV_14944",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"ASV_14983",0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1
"ASV_15020",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"ASV_15057",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_15090",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_15102",2,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0
"ASV_15105",0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
"ASV_15121",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_15177",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_15185",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"ASV_15384",388,0,26,16,102,0,1,0,0,0,0,0,2,0,0,0
"ASV_15385",0,10,1,4,10,0,17,3,0,1,4,0,0,0,1,0
"ASV_15386",233,11,57,116,21,234,9,10,0,144,223,0,65,257,4,23
"ASV_15387",0,10,0,0,149,7,0,0,0,0,0,0,4,4,0,0
"ASV_15389",0,8,11,6,0,0,66,6,27,0,0,0,0,0,10,67
"ASV_15390",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_15392",2,2,5,0,0,7,2,4,0,1,2,10,0,1,1,10
"ASV_15396",62,0,31,1,0,0,0,8,0,0,0,0,0,0,5,72
"ASV_15397",0,10,3,2,7,0,34,10,15,0,6,0,0,0,6,56
"ASV_15398",3,0,1,0,4,4,1,8,1,0,0,9,0,2,4,9
"ASV_15404",0,0,0,0,0,31,38,2,2,0,15,0,4,18,8,21
"ASV_15406",39,0,32,12,6,6,8,31,5,4,8,13,0,3,15,156
"ASV_15407",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_15408",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_15413",0,0,10,0,1,3,5,24,0,0,9,7,1,1,20,12
"ASV_15417",9,0,3,3,0,0,0,0,0,1,6,3,0,1,0,2
"ASV_15423",40,1,30,30,12,16,19,26,5,0,2,0,0,4,28,28
"ASV_15425",0,0,1,2,2,0,0,10,0,0,0,0,0,0,0,10
"ASV_15426",0,0,0,0,3,0,0,0,0,0,0,0,1,2,3,0
"ASV_15428",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_15429",31,0,40,32,10,10,23,16,0,0,12,28,3,3,17,53
"ASV_15431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"ASV_15433",128,0,7,11,0,2,2,1,0,0,0,0,0,4,1,0
"ASV_15434",0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0
"ASV_15435",7,0,3,3,1,0,0,0,0,0,0,0,0,0,2,0
"ASV_15437",0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,4
"ASV_15439",16,0,0,1,3,3,1,3,0,0,4,0,1,5,1,0
"ASV_15451",27,0,8,14,0,4,2,5,0,0,2,1,0,1,4,34
"ASV_15454",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"ASV_15456",0,0,1,2,3,0,2,5,0,0,0,0,0,0,0,0
